setup_name,trades,closed_trades,realized_pnl,win_rate_pct,profit_factor,max_drawdown_pct,total_costs,kill_switch_triggered
us500_trend_pullback,8,4,0.64045,50.00000,1.38630,0.00166,0.00000,False
us500_vwap_continuation,6,3,-2.23087,33.33333,0.06944,0.00223,0.00000,False
us500_opening_drive_reclaim,2,1,3.42215,100.00000,999.00000,0.00022,0.00000,False
