name,description,archetype,strategy_family,direction_mode,direction_role,realized_pnl,closed_trades,win_rate_pct,profit_factor,max_drawdown_pct,total_costs,expectancy,sharpe_ratio,sortino_ratio,calmar_ratio,avg_win,avg_loss,payoff_ratio,avg_hold_bars,dominant_exit,dominant_exit_share_pct,component_count,combo_outperformance_score,combo_trade_overlap_pct,best_regime,best_unified_regime,best_regime_pnl,worst_regime,worst_unified_regime,worst_regime_pnl,dominant_regime_share_pct,regime_stability_score,regime_loss_ratio,regime_trade_count_by_label,regime_pnl_by_label,regime_pf_by_label,regime_win_rate_by_label,regime_filter_label,broker_swap_available,broker_swap_long,broker_swap_short,broker_preferred_carry_side,broker_carry_spread,mc_simulations,mc_pnl_median,mc_pnl_p05,mc_pnl_p95,mc_max_drawdown_pct_median,mc_max_drawdown_pct_p95,mc_loss_probability_pct,walk_forward_windows,walk_forward_pass_rate_pct,walk_forward_avg_validation_pnl,walk_forward_avg_test_pnl,walk_forward_avg_validation_pf,walk_forward_avg_test_pf,train_pnl,validation_pnl,validation_profit_factor,validation_closed_trades,test_pnl,test_profit_factor,test_closed_trades,trade_log_path,trade_analysis_path
trend__5m_open,EMA trend continuation [5m_open],single,,,,-1.96046,5,0.00000,0.00000,0.00196,0.00000,-0.39209,-1.10249,-0.77658,-1.00000,0.00000,-0.39209,0.00000,1.80000,stop_loss,100.00000,1,0.00000,0.00000,trend_up_vol_mid,orderly_trend,-0.55609,trend_up_vol_low,orderly_trend,-1.40436,60.00000,0.00000,999.00000,"{""trend_up_vol_low"": 2, ""trend_up_vol_mid"": 3}","{""trend_up_vol_low"": -1.4043626225000367, ""trend_up_vol_mid"": -0.5560940500000356}","{""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}",,1,-153.93000,4.55000,short,-158.48000,500,-1.86780,-3.02967,-0.95771,0.00187,0.00303,100.00000,2,0.00000,0.00000,-0.70389,0.00000,0.00000,-0.37543,0.00000,0.00000,0,-1.22711,0.00000,2,artifacts\research\us500\candidates\trend__5m_open_5m_open_symbol_candidate_trades.csv,artifacts\research\us500\candidates\trend__5m_open_5m_open_symbol_candidate_analysis.txt
momentum__5m_open,Momentum confirmation [5m_open],single,,,,-0.27062,5,20.00000,0.71434,0.00095,0.00000,-0.05412,-0.12655,-0.20158,-0.28536,0.67672,-0.23684,2.85736,8.20000,structure_exit,60.00000,1,0.00000,0.00000,trend_up_vol_mid,orderly_trend,0.43144,trend_flat_vol_high,dislocated_chop,-0.37915,40.00000,0.38063,0.87881,"{""trend_flat_vol_high"": 1, ""trend_flat_vol_mid"": 2, ""trend_up_vol_mid"": 2}","{""trend_flat_vol_high"": -0.37915245000002645, ""trend_flat_vol_mid"": -0.32290279950002515, ""trend_up_vol_mid"": 0.4314368999999716}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_mid"": 2.7589161860872102}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_mid"": 50.0}",,1,-153.93000,4.55000,short,-158.48000,500,-0.40449,-1.49009,1.05000,0.00087,0.00149,70.40000,2,0.00000,-0.13982,-0.16343,0.00000,0.89241,-0.39691,-0.24529,0.00000,1,0.29757,1.78483,2,artifacts\research\us500\candidates\momentum__5m_open_5m_open_symbol_candidate_trades.csv,artifacts\research\us500\candidates\momentum__5m_open_5m_open_symbol_candidate_analysis.txt
mean_reversion__5m_open,Intraday mean reversion [5m_open],single,,,,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-153.93000,4.55000,short,-158.48000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\us500\candidates\mean_reversion__5m_open_5m_open_symbol_candidate_trades.csv,artifacts\research\us500\candidates\mean_reversion__5m_open_5m_open_symbol_candidate_analysis.txt
volatility_breakout__5m_open,Generic volatility breakout [5m_open],single,,,,-1.23823,6,16.66667,0.05412,0.00136,0.00000,-0.20637,-1.03379,-0.68808,-0.90916,0.07085,-0.26181,0.27060,7.16667,structure_exit,33.33333,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,-0.21770,trend_up_vol_mid,orderly_trend,-0.73692,33.33333,0.00000,999.00000,"{""trend_flat_vol_mid"": 2, ""trend_up_vol_high"": 2, ""trend_up_vol_mid"": 2}","{""trend_flat_vol_mid"": -0.21770314950001646, ""trend_up_vol_high"": -0.28360105000002706, ""trend_up_vol_mid"": -0.7369234000000461}","{""trend_flat_vol_mid"": 0.2455247655347046, ""trend_up_vol_high"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_mid"": 50.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_mid"": 0.0}",,1,-153.93000,4.55000,short,-158.48000,500,-1.23911,-2.01588,-0.57760,0.00125,0.00203,100.00000,2,0.00000,-0.11329,-0.04856,0.00000,499.64833,-0.73692,-0.11329,0.00000,1,-0.16796,0.29667,2,artifacts\research\us500\candidates\volatility_breakout__5m_open_5m_open_symbol_candidate_trades.csv,artifacts\research\us500\candidates\volatility_breakout__5m_open_5m_open_symbol_candidate_analysis.txt
opening_range_breakout__5m_open,Opening range breakout [5m_open],single,,,,-0.13031,1,0.00000,0.00000,0.00025,0.00000,-0.13031,0.00000,0.00000,-0.51296,0.00000,-0.13031,0.00000,3.00000,end_of_run,100.00000,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,-0.13031,trend_up_vol_high,trend_expansion,-0.13031,100.00000,0.00000,999.00000,"{""trend_up_vol_high"": 1}","{""trend_up_vol_high"": -0.13030720000001567}","{""trend_up_vol_high"": 0.0}","{""trend_up_vol_high"": 0.0}",,1,-153.93000,4.55000,short,-158.48000,500,-0.13031,-0.13031,-0.13031,0.00013,0.00013,100.00000,2,0.00000,0.00000,-0.09940,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.19880,0.00000,1,artifacts\research\us500\candidates\opening_range_breakout__5m_open_5m_open_symbol_candidate_trades.csv,artifacts\research\us500\candidates\opening_range_breakout__5m_open_5m_open_symbol_candidate_analysis.txt
volatility_short_breakdown__5m_open,Generic short volatility breakdown [5m_open],single,,,,-0.25415,8,50.00000,0.52403,0.00062,0.00000,-0.03177,-0.18569,-0.14651,-0.40743,0.06995,-0.13349,0.52403,11.50000,trailing_stop,75.00000,1,0.00000,0.00000,trend_down_vol_high,trend_expansion,0.08308,trend_flat_vol_mid,orderly_range,-0.35934,50.00000,0.22644,4.32539,"{""trend_down_vol_high"": 2, ""trend_down_vol_mid"": 2, ""trend_flat_vol_mid"": 4}","{""trend_down_vol_high"": 0.08307772499995282, ""trend_down_vol_mid"": 0.022111349999977395, ""trend_flat_vol_mid"": -0.3593434500000854}","{""trend_down_vol_high"": 5.8089771381977275, ""trend_down_vol_mid"": 1.2891918685934602, ""trend_flat_vol_mid"": 0.18375153248124143}","{""trend_down_vol_high"": 50.0, ""trend_down_vol_mid"": 50.0, ""trend_flat_vol_mid"": 50.0}",,1,-153.93000,4.55000,short,-158.48000,500,-0.19525,-1.13231,0.36235,0.00044,0.00120,65.80000,2,0.00000,-0.26461,-0.03903,499.50000,499.61066,-0.42535,0.10035,999.00000,1,-0.24927,0.22132,2,artifacts\research\us500\candidates\volatility_short_breakdown__5m_open_5m_open_symbol_candidate_trades.csv,artifacts\research\us500\candidates\volatility_short_breakdown__5m_open_5m_open_symbol_candidate_analysis.txt
opening_range_short_breakdown__5m_open,Opening range short breakdown [5m_open],single,,,,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-153.93000,4.55000,short,-158.48000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\us500\candidates\opening_range_short_breakdown__5m_open_5m_open_symbol_candidate_trades.csv,artifacts\research\us500\candidates\opening_range_short_breakdown__5m_open_5m_open_symbol_candidate_analysis.txt
trend__5m_open__exit_trend,EMA trend continuation [5m_open] with trend-runner exits,entry_exit_family,,,,-1.96046,5,0.00000,0.00000,0.00196,0.00000,-0.39209,-1.10249,-0.77658,-1.00000,0.00000,-0.39209,0.00000,1.80000,stop_loss,100.00000,1,0.00000,0.00000,trend_up_vol_mid,orderly_trend,-0.55609,trend_up_vol_low,orderly_trend,-1.40436,60.00000,0.00000,999.00000,"{""trend_up_vol_low"": 2, ""trend_up_vol_mid"": 3}","{""trend_up_vol_low"": -1.4043626225000367, ""trend_up_vol_mid"": -0.5560940500000356}","{""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}",,1,-153.93000,4.55000,short,-158.48000,500,-1.86780,-3.02967,-0.95771,0.00187,0.00303,100.00000,2,0.00000,0.00000,-0.70389,0.00000,0.00000,-0.37543,0.00000,0.00000,0,-1.22711,0.00000,2,artifacts\research\us500\candidates\trend__5m_open__exit_trend_5m_open_symbol_candidate_trades.csv,artifacts\research\us500\candidates\trend__5m_open__exit_trend_5m_open_symbol_candidate_analysis.txt
trend__5m_open__exit_fastfail,EMA trend continuation [5m_open] with fast-fail exits,entry_exit_family,,,,-1.96046,5,0.00000,0.00000,0.00196,0.00000,-0.39209,-1.10249,-0.77658,-1.00000,0.00000,-0.39209,0.00000,1.80000,stop_loss,80.00000,1,0.00000,0.00000,trend_up_vol_mid,orderly_trend,-0.55609,trend_up_vol_low,orderly_trend,-1.40436,60.00000,0.00000,999.00000,"{""trend_up_vol_low"": 2, ""trend_up_vol_mid"": 3}","{""trend_up_vol_low"": -1.4043626225000367, ""trend_up_vol_mid"": -0.5560940500000356}","{""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}",,1,-153.93000,4.55000,short,-158.48000,500,-1.86780,-3.02967,-0.95771,0.00187,0.00303,100.00000,2,0.00000,0.00000,-0.70389,0.00000,0.00000,-0.37543,0.00000,0.00000,0,-1.22711,0.00000,2,artifacts\research\us500\candidates\trend__5m_open__exit_fastfail_5m_open_symbol_candidate_trades.csv,artifacts\research\us500\candidates\trend__5m_open__exit_fastfail_5m_open_symbol_candidate_analysis.txt
momentum__5m_open__exit_trend,Momentum confirmation [5m_open] with trend-runner exits,entry_exit_family,,,,-0.27062,5,20.00000,0.71434,0.00095,0.00000,-0.05412,-0.12655,-0.20158,-0.28536,0.67672,-0.23684,2.85736,8.20000,stop_loss,40.00000,1,0.00000,0.00000,trend_up_vol_mid,orderly_trend,0.43144,trend_flat_vol_high,dislocated_chop,-0.37915,40.00000,0.38063,0.87881,"{""trend_flat_vol_high"": 1, ""trend_flat_vol_mid"": 2, ""trend_up_vol_mid"": 2}","{""trend_flat_vol_high"": -0.37915245000002645, ""trend_flat_vol_mid"": -0.32290279950002515, ""trend_up_vol_mid"": 0.4314368999999716}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_mid"": 2.7589161860872102}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_mid"": 50.0}",,1,-153.93000,4.55000,short,-158.48000,500,-0.40449,-1.49009,1.05000,0.00087,0.00149,70.40000,2,0.00000,-0.13982,-0.16343,0.00000,0.89241,-0.39691,-0.24529,0.00000,1,0.29757,1.78483,2,artifacts\research\us500\candidates\momentum__5m_open__exit_trend_5m_open_symbol_candidate_trades.csv,artifacts\research\us500\candidates\momentum__5m_open__exit_trend_5m_open_symbol_candidate_analysis.txt
