timestamp,hour,agent_name,confidence,consensus_accepted,forward_return_3_pct,forward_return_6_pct,forward_return_12_pct,metadata
2025-06-05T16:15:00+00:00,16,us500_trend_pullback,0.93217,True,-0.00167,-0.40824,-0.26433,"{'trend_strength': 0.002430777640575643, 'z_score_20': -0.3573164576786739, 'vwap_distance': 0.0019455144199125307, 'hour_of_day': 16.0}"
2025-06-23T18:50:00+00:00,18,us500_trend_pullback,1.00000,True,0.11618,0.14210,0.28586,"{'trend_strength': 0.002600370633173199, 'z_score_20': -0.2462641916196294, 'vwap_distance': 0.0031385615783137144, 'hour_of_day': 18.0}"
2025-08-22T15:10:00+00:00,15,us500_opening_drive_reclaim,1.00000,True,0.07126,0.07900,-0.02014,"{'opening_high': 639.72, 'opening_low': 637.25, 'breakout_high': 638.8555, 'hour_of_day': 15.0}"
2025-12-18T15:10:00+00:00,15,us500_opening_drive_reclaim,0.71009,True,0.33543,0.54969,0.47212,"{'opening_high': 677.49, 'opening_low': 674.56, 'breakout_high': 676.4645, 'hour_of_day': 15.0}"
2026-01-23T16:30:00+00:00,16,us500_trend_pullback,0.77692,True,0.11455,0.05510,0.00848,"{'trend_strength': 0.0018920056430902221, 'z_score_20': -0.21018209335685004, 'vwap_distance': 0.0008588794926158716, 'hour_of_day': 16.0}"
2026-02-13T18:05:00+00:00,18,us500_trend_pullback,0.64342,True,0.17452,0.15335,0.04966,"{'trend_strength': 0.0015654327297174309, 'z_score_20': -0.7084434310298809, 'vwap_distance': 0.003066348988730816, 'hour_of_day': 18.0}"
2026-03-10T16:10:00+00:00,16,us500_trend_pullback,0.83512,True,0.01470,0.15283,0.19252,"{'trend_strength': 0.00218701036051705, 'z_score_20': -0.539936862313896, 'vwap_distance': 0.0023860695426118905, 'hour_of_day': 16.0}"
2026-03-10T16:20:00+00:00,16,us500_trend_pullback,0.61112,True,0.13339,0.13927,0.29206,"{'trend_strength': 0.0017917798238353821, 'z_score_20': -0.48016804757483394, 'vwap_distance': 0.002552399630042057, 'hour_of_day': 16.0}"
