name,description,archetype,strategy_family,direction_mode,direction_role,realized_pnl,closed_trades,win_rate_pct,profit_factor,max_drawdown_pct,total_costs,expectancy,sharpe_ratio,sortino_ratio,calmar_ratio,avg_win,avg_loss,payoff_ratio,avg_hold_bars,dominant_exit,dominant_exit_share_pct,component_count,combo_outperformance_score,combo_trade_overlap_pct,best_regime,best_unified_regime,best_regime_pnl,worst_regime,worst_unified_regime,worst_regime_pnl,dominant_regime_share_pct,regime_stability_score,regime_loss_ratio,regime_trade_count_by_label,regime_pnl_by_label,regime_pf_by_label,regime_win_rate_by_label,regime_filter_label,broker_swap_available,broker_swap_long,broker_swap_short,broker_preferred_carry_side,broker_carry_spread,mc_simulations,mc_pnl_median,mc_pnl_p05,mc_pnl_p95,mc_max_drawdown_pct_median,mc_max_drawdown_pct_p95,mc_loss_probability_pct,walk_forward_windows,walk_forward_pass_rate_pct,walk_forward_avg_validation_pnl,walk_forward_avg_test_pnl,walk_forward_avg_validation_pf,walk_forward_avg_test_pf,train_pnl,validation_pnl,validation_profit_factor,validation_closed_trades,test_pnl,test_profit_factor,test_closed_trades,trade_log_path,trade_analysis_path
stock_trend_breakout__5m_us,Stock trend breakout outside event blackout windows [5m_us],single,,,,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-6.03000,-4.77000,none,-1.26000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\aapl\candidates\stock_trend_breakout__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\aapl\candidates\stock_trend_breakout__5m_us_5m_us_symbol_candidate_analysis.txt
stock_news_momentum__5m_us,Stock post-news momentum on high-impact event days [5m_us],single,,,,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-6.03000,-4.77000,none,-1.26000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\aapl\candidates\stock_news_momentum__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\aapl\candidates\stock_news_momentum__5m_us_5m_us_symbol_candidate_analysis.txt
stock_event_open_drive_continuation__5m_us,Stock event-day continuation anchored to premarket and opening-drive structure [5m_us],single,,,,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-6.03000,-4.77000,none,-1.26000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\aapl\candidates\stock_event_open_drive_continuation__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\aapl\candidates\stock_event_open_drive_continuation__5m_us_5m_us_symbol_candidate_analysis.txt
stock_post_earnings_drift__5m_us,Stock post-earnings drift continuation after the open [5m_us],single,,,,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-6.03000,-4.77000,none,-1.26000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\aapl\candidates\stock_post_earnings_drift__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\aapl\candidates\stock_post_earnings_drift__5m_us_5m_us_symbol_candidate_analysis.txt
stock_gap_fade__5m_us,Stock gap fade after overextended opening move [5m_us],single,,,,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-6.03000,-4.77000,none,-1.26000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\aapl\candidates\stock_gap_fade__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\aapl\candidates\stock_gap_fade__5m_us_5m_us_symbol_candidate_analysis.txt
stock_gap_and_go__5m_us,Stock gap-and-go continuation after the open [5m_us],single,,,,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-6.03000,-4.77000,none,-1.26000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\aapl\candidates\stock_gap_and_go__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\aapl\candidates\stock_gap_and_go__5m_us_5m_us_symbol_candidate_analysis.txt
stock_gap_open_reclaim__5m_us,Stock gap continuation after reclaiming premarket structure [5m_us],single,,,,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-6.03000,-4.77000,none,-1.26000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\aapl\candidates\stock_gap_open_reclaim__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\aapl\candidates\stock_gap_open_reclaim__5m_us_5m_us_symbol_candidate_analysis.txt
stock_premarket_sweep_reversal__5m_us,Stock premarket sweep reversal after failed opening extension [5m_us],single,,,,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-6.03000,-4.77000,none,-1.26000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\aapl\candidates\stock_premarket_sweep_reversal__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\aapl\candidates\stock_premarket_sweep_reversal__5m_us_5m_us_symbol_candidate_analysis.txt
stock_power_hour_continuation__5m_us,Stock power-hour continuation into the close [5m_us],single,,,,-203.66704,394,0.50761,0.00434,0.20367,198.61486,-0.51692,-4.45339,-0.97575,-1.00000,0.44418,-0.52182,0.85120,9.31472,stop_loss,36.04061,1,0.00000,0.00000,trend_flat_vol_low,compressed_range,-5.10635,trend_up_vol_mid,orderly_trend,-106.26555,52.53807,0.00000,999.00000,"{""trend_flat_vol_high"": 12, ""trend_flat_vol_low"": 10, ""trend_flat_vol_mid"": 45, ""trend_up_vol_high"": 75, ""trend_up_vol_low"": 45, ""trend_up_vol_mid"": 207}","{""trend_flat_vol_high"": -6.150652104451165, ""trend_flat_vol_low"": -5.1063472026586245, ""trend_flat_vol_mid"": -23.754689890151134, ""trend_up_vol_high"": -38.77655582312196, ""trend_up_vol_low"": -23.613250083262905, ""trend_up_vol_mid"": -106.26554773168208}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.004074991291046723, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.006819889347788789}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 1.3333333333333335, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.4830917874396135}",,1,-6.03000,-4.77000,none,-1.26000,500,-203.85707,-207.14724,-199.54322,0.20386,0.20715,100.00000,3,0.00000,-46.15054,-53.40113,0.01279,0.00187,-72.77678,-56.65425,0.00279,108,-47.19495,0.00000,89,artifacts\research\aapl\candidates\stock_power_hour_continuation__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\aapl\candidates\stock_power_hour_continuation__5m_us_5m_us_symbol_candidate_analysis.txt
momentum__5m_us,Momentum confirmation [5m_us],single,,,,-364.96403,698,0.71633,0.00290,0.36496,351.82046,-0.52287,-4.03815,-0.96815,-1.00000,0.21225,-0.52818,0.40186,12.26934,stop_loss,33.23782,1,0.00000,0.00000,trend_up_vol_low,orderly_trend,-4.21921,trend_up_vol_high,trend_expansion,-116.06659,32.37822,0.00000,999.00000,"{""trend_flat_vol_high"": 142, ""trend_flat_vol_low"": 13, ""trend_flat_vol_mid"": 156, ""trend_up_vol_high"": 226, ""trend_up_vol_low"": 8, ""trend_up_vol_mid"": 153}","{""trend_flat_vol_high"": -73.62997003730136, ""trend_flat_vol_low"": -6.949587831057401, ""trend_flat_vol_mid"": -83.51562034924495, ""trend_up_vol_high"": -116.06658805703958, ""trend_up_vol_low"": -4.219212091883195, ""trend_up_vol_mid"": -80.58305285152089}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.009060804690044054, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 2.2123893805309733, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}",,1,-6.03000,-4.77000,none,-1.26000,500,-365.03581,-370.33941,-358.63271,0.36504,0.37034,100.00000,3,0.00000,-88.06263,-86.49560,0.00021,0.00536,-133.06063,-98.06359,0.00000,182,-76.25995,0.01032,147,artifacts\research\aapl\candidates\momentum__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\aapl\candidates\momentum__5m_us_5m_us_symbol_candidate_analysis.txt
