name,description,archetype,variant_label,timeframe_label,session_label,strategy_family,direction_mode,direction_role,realized_pnl,closed_trades,win_rate_pct,profit_factor,max_drawdown_pct,total_costs,expectancy,sharpe_ratio,sortino_ratio,calmar_ratio,avg_win,avg_loss,payoff_ratio,avg_hold_bars,dominant_exit,dominant_exit_share_pct,component_count,combo_outperformance_score,combo_trade_overlap_pct,best_regime,best_unified_regime,best_regime_pnl,worst_regime,worst_unified_regime,worst_regime_pnl,dominant_regime_share_pct,regime_stability_score,regime_loss_ratio,regime_trade_count_by_label,regime_pnl_by_label,regime_pf_by_label,regime_win_rate_by_label,regime_filter_label,broker_swap_available,broker_swap_long,broker_swap_short,broker_preferred_carry_side,broker_carry_spread,mc_simulations,mc_pnl_median,mc_pnl_p05,mc_pnl_p95,mc_max_drawdown_pct_median,mc_max_drawdown_pct_p95,mc_loss_probability_pct,walk_forward_windows,walk_forward_pass_rate_pct,walk_forward_avg_validation_pnl,walk_forward_avg_test_pnl,walk_forward_avg_validation_pf,walk_forward_avg_test_pf,train_pnl,validation_pnl,validation_profit_factor,validation_closed_trades,test_pnl,test_profit_factor,test_closed_trades,trade_log_path,trade_analysis_path
trend__4h_overlap__exit_fastfail,EMA trend continuation [4h_overlap] with fast-fail exits,entry_exit_family,4h_overlap,4h,overlap,trend__4h_overlap__exit_fastfail,both,combined,10121.60761,73,49.31507,2.79775,0.70353,29.88375,138.65216,0.30219,0.63896,14.38680,437.54863,-152.16603,2.87547,6.94521,take_profit,36.98630,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,10093.32705,trend_up_vol_mid,orderly_trend,28.28056,95.89041,1.00000,0.00000,"{""trend_up_vol_high"": 70, ""trend_up_vol_mid"": 3}","{""trend_up_vol_high"": 10093.327046267164, ""trend_up_vol_mid"": 28.280563831910968}","{""trend_up_vol_high"": 2.868332534696217, ""trend_up_vol_mid"": 1.1241329763949168}","{""trend_up_vol_high"": 50.0, ""trend_up_vol_mid"": 33.33333333333333}",,1,-87.07000,13.23000,short,-100.30000,500,10094.34969,4005.54423,16469.09206,1.10750,2.23685,0.20000,2,100.00000,1495.36084,7853.26328,2.82277,9.19806,2196.26421,630.19484,1.37476,16,7336.36109,7.22760,15,artifacts\research\xauusd\candidates\trend__4h_overlap__exit_fastfail_4h_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\trend__4h_overlap__exit_fastfail_4h_overlap_symbol_candidate_analysis.txt
volatility_breakout__4h_overlap__exit_trend,Generic volatility breakout [4h_overlap] with trend-runner exits,entry_exit_family,4h_overlap,4h,overlap,volatility_breakout,long_only,long_leg,22362.47538,15,26.66667,15.98611,1.08356,4.60427,1490.83169,0.24757,9.22909,20.63800,5963.67231,-135.65580,43.96179,153.13333,signal_exit,33.33333,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,22482.63264,trend_flat_vol_high,dislocated_chop,-120.15726,93.33333,0.99468,0.00534,"{""trend_flat_vol_high"": 1, ""trend_up_vol_high"": 14}","{""trend_flat_vol_high"": -120.15726296210907, ""trend_up_vol_high"": 22482.632642762983}","{""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 17.38608270317635}","{""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 28.57142857142857}",,1,-87.07000,13.23000,short,-100.30000,500,22172.35595,-1753.64036,68881.87733,0.83074,1.84605,30.40000,2,50.00000,2119.61947,4137.70265,5.24285,6.12082,-868.95220,3145.58843,7.25753,6,-616.78634,0.47842,4,artifacts\research\xauusd\candidates\volatility_breakout__4h_overlap__exit_trend_4h_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\volatility_breakout__4h_overlap__exit_trend_4h_overlap_symbol_candidate_analysis.txt
volatility_breakout__4h_overlap__exit_fastfail,Generic volatility breakout [4h_overlap] with fast-fail exits,entry_exit_family,4h_overlap,4h,overlap,volatility_breakout,long_only,long_leg,23109.02723,12,16.66667,24.60554,1.05441,3.60883,1925.75227,0.27819,16.35948,21.91663,12043.99679,-97.89664,123.02769,219.75000,signal_exit,33.33333,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,23229.18450,trend_flat_vol_high,dislocated_chop,-120.15726,91.66667,0.99485,0.00517,"{""trend_flat_vol_high"": 1, ""trend_up_vol_high"": 11}","{""trend_flat_vol_high"": -120.15726296210907, ""trend_up_vol_high"": 23229.184495564965}","{""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 28.048135399556624}","{""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 18.181818181818183}",,1,-87.07000,13.23000,short,-100.30000,500,22925.16803,-1201.32540,70950.47855,0.65562,1.27347,37.40000,2,100.00000,1806.94668,5691.86743,5.43466,8.73428,-883.63049,1852.40094,5.99300,6,2491.54321,5.70533,4,artifacts\research\xauusd\candidates\volatility_breakout__4h_overlap__exit_fastfail_4h_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\volatility_breakout__4h_overlap__exit_fastfail_4h_overlap_symbol_candidate_analysis.txt
xauusd_volatility_breakout__4h_overlap__exit_trend,XAUUSD-tuned volatility breakout [4h_overlap] with trend-runner exits,entry_exit_family,4h_overlap,4h,overlap,volatility_breakout,long_only,long_leg,9749.08992,30,50.00000,5.11392,0.52911,10.81460,324.96966,0.28293,1.77650,18.42531,807.92464,-157.98531,5.11392,33.06667,trailing_stop,50.00000,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,6866.73641,trend_flat_vol_high,dislocated_chop,2882.35351,93.33333,1.00000,0.00000,"{""trend_flat_vol_high"": 2, ""trend_up_vol_high"": 28}","{""trend_flat_vol_high"": 2882.3535129265174, ""trend_up_vol_high"": 6866.736408199907}","{""trend_flat_vol_high"": 999.0, ""trend_up_vol_high"": 3.8976264622294083}","{""trend_flat_vol_high"": 100.0, ""trend_up_vol_high"": 46.42857142857143}",,1,-87.07000,13.23000,short,-100.30000,500,8800.27197,1230.21624,21981.23918,0.78008,1.71076,2.20000,2,100.00000,2031.51208,4155.49569,4.83524,15.18540,1725.46505,2440.37553,5.21336,6,5612.28072,21.96956,2,artifacts\research\xauusd\candidates\xauusd_volatility_breakout__4h_overlap__exit_trend_4h_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\xauusd_volatility_breakout__4h_overlap__exit_trend_4h_overlap_symbol_candidate_analysis.txt
xauusd_volatility_breakout__4h_overlap__exit_fastfail,XAUUSD-tuned volatility breakout [4h_overlap] with fast-fail exits,entry_exit_family,4h_overlap,4h,overlap,volatility_breakout,long_only,long_leg,8174.62691,30,43.33333,4.54425,0.76159,10.80358,272.48756,0.24654,1.68959,10.73363,806.23638,-135.67329,5.94248,26.96667,trailing_stop,30.00000,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,6503.26803,trend_flat_vol_high,dislocated_chop,1671.35888,93.33333,1.00000,0.00000,"{""trend_flat_vol_high"": 2, ""trend_up_vol_high"": 28}","{""trend_flat_vol_high"": 1671.358877948294, ""trend_up_vol_high"": 6503.268032496348}","{""trend_flat_vol_high"": 999.0, ""trend_up_vol_high"": 3.819605618899983}","{""trend_flat_vol_high"": 100.0, ""trend_up_vol_high"": 39.285714285714285}",,1,-87.07000,13.23000,short,-100.30000,500,7368.92316,501.67803,19943.19813,0.76450,1.54612,3.60000,2,100.00000,1506.75774,4244.23797,4.14934,17.35680,508.67092,1725.73771,4.55501,6,5612.28072,21.96956,2,artifacts\research\xauusd\candidates\xauusd_volatility_breakout__4h_overlap__exit_fastfail_4h_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\xauusd_volatility_breakout__4h_overlap__exit_fastfail_4h_overlap_symbol_candidate_analysis.txt
xauusd_volatility_breakout_cross_tailwind__4h_overlap__exit_trend,XAUUSD-tuned volatility breakout with cross-asset gold tailwind confirmation [4h_overlap] with trend-runner exits,entry_exit_family,4h_overlap,4h,overlap,volatility_breakout,long_only,long_leg,9749.08992,30,50.00000,5.11392,0.52911,10.81460,324.96966,0.28293,1.77650,18.42531,807.92464,-157.98531,5.11392,33.06667,trailing_stop,50.00000,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,6866.73641,trend_flat_vol_high,dislocated_chop,2882.35351,93.33333,1.00000,0.00000,"{""trend_flat_vol_high"": 2, ""trend_up_vol_high"": 28}","{""trend_flat_vol_high"": 2882.3535129265174, ""trend_up_vol_high"": 6866.736408199907}","{""trend_flat_vol_high"": 999.0, ""trend_up_vol_high"": 3.8976264622294083}","{""trend_flat_vol_high"": 100.0, ""trend_up_vol_high"": 46.42857142857143}",,1,-87.07000,13.23000,short,-100.30000,500,8800.27197,1230.21624,21981.23918,0.78008,1.71076,2.20000,2,100.00000,2031.51208,4155.49569,4.83524,15.18540,1725.46505,2440.37553,5.21336,6,5612.28072,21.96956,2,artifacts\research\xauusd\candidates\xauusd_volatility_breakout_cross_tailwind__4h_overlap__exit_trend_4h_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\xauusd_volatility_breakout_cross_tailwind__4h_overlap__exit_trend_4h_overlap_symbol_candidate_analysis.txt
xauusd_volatility_breakout_cross_tailwind__4h_overlap__exit_fastfail,XAUUSD-tuned volatility breakout with cross-asset gold tailwind confirmation [4h_overlap] with fast-fail exits,entry_exit_family,4h_overlap,4h,overlap,volatility_breakout,long_only,long_leg,8174.62691,30,43.33333,4.54425,0.76159,10.80358,272.48756,0.24654,1.68959,10.73363,806.23638,-135.67329,5.94248,26.96667,trailing_stop,30.00000,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,6503.26803,trend_flat_vol_high,dislocated_chop,1671.35888,93.33333,1.00000,0.00000,"{""trend_flat_vol_high"": 2, ""trend_up_vol_high"": 28}","{""trend_flat_vol_high"": 1671.358877948294, ""trend_up_vol_high"": 6503.268032496348}","{""trend_flat_vol_high"": 999.0, ""trend_up_vol_high"": 3.819605618899983}","{""trend_flat_vol_high"": 100.0, ""trend_up_vol_high"": 39.285714285714285}",,1,-87.07000,13.23000,short,-100.30000,500,7368.92316,501.67803,19943.19813,0.76450,1.54612,3.60000,2,100.00000,1506.75774,4244.23797,4.14934,17.35680,508.67092,1725.73771,4.55501,6,5612.28072,21.96956,2,artifacts\research\xauusd\candidates\xauusd_volatility_breakout_cross_tailwind__4h_overlap__exit_fastfail_4h_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\xauusd_volatility_breakout_cross_tailwind__4h_overlap__exit_fastfail_4h_overlap_symbol_candidate_analysis.txt
xauusd_volatility_breakout_looser,XAUUSD breakout with slightly looser entries and softer exits,auto_improved,,,,volatility_breakout,long_only,long_leg,925.49779,8,62.50000,5.94206,0.08094,5.35236,115.68722,0.46487,1.74575,11.43397,222.55352,-62.42327,3.56523,9.00000,trailing_stop,75.00000,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,512.75989,trend_up_vol_mid,orderly_trend,-30.44535,37.50000,0.96913,0.05938,"{""trend_flat_vol_high"": 3, ""trend_flat_vol_mid"": 1, ""trend_up_vol_high"": 2, ""trend_up_vol_mid"": 2}","{""trend_flat_vol_high"": 512.7598916100591, ""trend_flat_vol_mid"": 83.19195655470581, ""trend_up_vol_high"": 359.9912946165983, ""trend_up_vol_mid"": -30.44535190142312}","{""trend_flat_vol_high"": 4.403290951026486, ""trend_flat_vol_mid"": 999.0, ""trend_up_vol_high"": 999.0, ""trend_up_vol_mid"": 0.16824841821145292}","{""trend_flat_vol_high"": 33.33333333333333, ""trend_flat_vol_mid"": 100.0, ""trend_up_vol_high"": 100.0, ""trend_up_vol_mid"": 50.0}",,1,-87.07000,13.23000,short,-100.30000,500,874.36781,-105.55328,2160.93849,0.09637,0.27025,7.80000,2,0.00000,465.74738,320.98249,999.00000,6.37022,140.57001,663.42579,999.00000,1,38.31004,1.64095,3,artifacts\research\xauusd\candidates\xauusd_volatility_breakout_looser_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\xauusd_volatility_breakout_looser_symbol_candidate_analysis.txt
xauusd_generic_breakout_selective,XAUUSD generic breakout with tighter trade filtering,auto_improved,,,,volatility_breakout,long_only,long_leg,528.90012,9,44.44444,2.06637,0.44456,5.97493,58.76668,0.19197,0.56704,1.18972,256.22074,-99.19657,2.58296,6.77778,trailing_stop,44.44444,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,651.94778,trend_up_vol_mid,orderly_trend,-178.10006,33.33333,0.78092,0.27318,"{""trend_flat_vol_high"": 3, ""trend_flat_vol_mid"": 1, ""trend_up_vol_high"": 2, ""trend_up_vol_mid"": 3}","{""trend_flat_vol_high"": 651.947781288009, ""trend_flat_vol_mid"": 83.19195655470581, ""trend_up_vol_high"": -28.13956450073283, ""trend_up_vol_mid"": -178.10005827675423}","{""trend_flat_vol_high"": 4.401543607928558, ""trend_flat_vol_mid"": 999.0, ""trend_up_vol_high"": 0.7656245260062466, ""trend_up_vol_mid"": 0.033423395656662865}","{""trend_flat_vol_high"": 33.33333333333333, ""trend_flat_vol_mid"": 100.0, ""trend_up_vol_high"": 50.0, ""trend_up_vol_mid"": 33.33333333333333}",,1,-87.07000,13.23000,short,-100.30000,500,435.04496,-601.10381,2246.20238,0.33988,0.68455,33.60000,2,0.00000,243.71683,411.07465,3.57288,7.87751,-318.15471,725.55283,7.14577,2,38.31004,1.64095,3,artifacts\research\xauusd\candidates\xauusd_generic_breakout_selective_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\xauusd_generic_breakout_selective_symbol_candidate_analysis.txt
volatility_breakout__4h_overlap__regime_trend_up_vol_high,Generic volatility breakout [4h_overlap] focused on trend_expansion,regime_improved,4h_overlap,4h,overlap,volatility_breakout,long_only,long_leg,408.79529,20,40.00000,1.16411,0.58941,8.08772,20.43976,0.05804,0.08028,0.69356,362.47756,-207.58544,1.74616,9.05000,trailing_stop,40.00000,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,408.79529,trend_up_vol_high,trend_expansion,408.79529,100.00000,1.00000,0.00000,"{""trend_up_vol_high"": 20}","{""trend_up_vol_high"": 408.7952850438214}","{""trend_up_vol_high"": 1.1641072436995883}","{""trend_up_vol_high"": 40.0}",trend_up_vol_high,1,-87.07000,13.23000,short,-100.30000,500,340.05938,-2168.33329,2749.33919,1.24362,2.55430,41.60000,2,0.00000,-165.03563,3791.26345,0.79837,502.95759,7.10745,-174.38834,0.81820,4,5879.92016,999.00000,1,artifacts\research\xauusd\candidates\volatility_breakout__4h_overlap__regime_trend_up_vol_high_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\volatility_breakout__4h_overlap__regime_trend_up_vol_high_symbol_candidate_analysis.txt
volatility_breakout__4h_overlap__exit_fastfail__regime_trend_up_vol_high,Generic volatility breakout [4h_overlap] with fast-fail exits focused on trend_expansion,regime_improved,4h_overlap,4h,overlap,volatility_breakout,long_only,long_leg,2268.41464,22,45.45455,1.91717,0.43383,9.12940,103.10976,0.22668,0.40575,5.22883,474.17028,-206.10734,2.30060,7.81818,take_profit,31.81818,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,2268.41464,trend_up_vol_high,trend_expansion,2268.41464,100.00000,1.00000,0.00000,"{""trend_up_vol_high"": 22}","{""trend_up_vol_high"": 2268.414636201048}","{""trend_up_vol_high"": 1.917165535703869}","{""trend_up_vol_high"": 45.45454545454545}",trend_up_vol_high,1,-87.07000,13.23000,short,-100.30000,500,2326.98943,-1032.79967,5962.16398,1.02457,2.33354,13.40000,2,50.00000,152.93670,3789.91357,1.24769,503.24564,433.57035,13.79529,1.01594,4,5879.92016,999.00000,1,artifacts\research\xauusd\candidates\volatility_breakout__4h_overlap__exit_fastfail__regime_trend_up_vol_high_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\volatility_breakout__4h_overlap__exit_fastfail__regime_trend_up_vol_high_symbol_candidate_analysis.txt
volatility_breakout__4h_overlap__exit_trend__regime_trend_up_vol_high,Generic volatility breakout [4h_overlap] with trend-runner exits focused on trend_expansion,regime_improved,4h_overlap,4h,overlap,volatility_breakout,long_only,long_leg,948.04837,20,40.00000,1.40390,0.34177,8.09149,47.40242,0.12524,0.19353,2.77394,411.91076,-195.60315,2.10585,10.85000,trailing_stop,40.00000,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,948.04837,trend_up_vol_high,trend_expansion,948.04837,100.00000,1.00000,0.00000,"{""trend_up_vol_high"": 20}","{""trend_up_vol_high"": 948.0483662458221}","{""trend_up_vol_high"": 1.4038995916331252}","{""trend_up_vol_high"": 40.0}",trend_up_vol_high,1,-87.07000,13.23000,short,-100.30000,500,894.30281,-1615.91637,3620.18665,1.11671,2.37404,30.60000,2,0.00000,-187.18371,3797.34467,0.76687,503.27401,1185.20495,-174.38834,0.81820,4,5879.92016,999.00000,1,artifacts\research\xauusd\candidates\volatility_breakout__4h_overlap__exit_trend__regime_trend_up_vol_high_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\volatility_breakout__4h_overlap__exit_trend__regime_trend_up_vol_high_symbol_candidate_analysis.txt
trend__4h_europe__exit_trend__regime_trend_up_vol_high,EMA trend continuation [4h_europe] with trend-runner exits focused on trend_expansion,regime_improved,4h_europe,4h,europe,trend__4h_europe__exit_trend__regime_trend_up_vol_high,both,combined,19096.53805,25,48.00000,12.20482,0.33264,8.67854,763.86152,0.23108,4.66002,57.40888,1733.40433,-131.10107,13.22189,37.76000,take_profit,36.00000,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,19096.53805,trend_up_vol_high,trend_expansion,19096.53805,100.00000,1.00000,0.00000,"{""trend_up_vol_high"": 25}","{""trend_up_vol_high"": 19096.538045930825}","{""trend_up_vol_high"": 12.204824429687996}","{""trend_up_vol_high"": 48.0}",trend_up_vol_high,1,-87.07000,13.23000,short,-100.30000,500,18101.46198,871.58135,51774.39477,0.57733,1.21232,1.20000,2,50.00000,4186.97635,5244.60464,10.07697,135.43779,4538.25655,5394.64974,6.52172,2,587.63008,3.02580,4,artifacts\research\xauusd\candidates\trend__4h_europe__exit_trend__regime_trend_up_vol_high_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\trend__4h_europe__exit_trend__regime_trend_up_vol_high_symbol_candidate_analysis.txt
trend__4h_us__near_miss_patient,EMA trend continuation [4h_us] with patient near-miss optimization,near_miss_optimized,4h_us,4h,us,trend__4h_us__near_miss_patient,both,combined,10147.27531,58,48.27586,2.91473,0.99166,21.40589,174.95302,0.17466,0.77971,10.23266,551.67350,-176.65276,3.12293,20.65517,trailing_stop,46.55172,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,10275.65491,trend_up_vol_mid,orderly_trend,-128.37960,98.27586,0.98766,0.01249,"{""trend_up_vol_high"": 57, ""trend_up_vol_mid"": 1}","{""trend_up_vol_high"": 10275.654913475504, ""trend_up_vol_mid"": -128.3796024668625}","{""trend_up_vol_high"": 2.987091745877974, ""trend_up_vol_mid"": 0.0}","{""trend_up_vol_high"": 49.122807017543856, ""trend_up_vol_mid"": 0.0}",,1,-87.07000,13.23000,short,-100.30000,500,9090.09837,263.71297,25150.20960,1.30119,2.60414,4.80000,2,100.00000,1178.68459,7217.67779,1.76838,17.74734,3074.39543,1011.65006,1.56727,16,6222.40380,23.94830,4,artifacts\research\xauusd\candidates\trend__4h_us__near_miss_patient_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\trend__4h_us__near_miss_patient_symbol_candidate_analysis.txt
trend__4h_us__near_miss_patient__trend_up_vol_high,EMA trend continuation [4h_us] with patient near-miss optimization focused on trend_up_vol_high,near_miss_optimized,4h_us,4h,us,trend__4h_us__near_miss_patient__trend_up_vol_high,both,combined,16551.76610,24,50.00000,6.61649,0.64820,8.33513,689.65692,0.20015,2.36777,25.53498,1624.89694,-245.58310,6.61649,38.75000,stop_loss,33.33333,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,16551.76610,trend_up_vol_high,trend_expansion,16551.76610,100.00000,1.00000,0.00000,"{""trend_up_vol_high"": 24}","{""trend_up_vol_high"": 16551.76609920034}","{""trend_up_vol_high"": 6.616485211251312}","{""trend_up_vol_high"": 50.0}",trend_up_vol_high,1,-87.07000,13.23000,short,-100.30000,500,15973.20297,-1612.93143,50672.97675,1.14610,2.58143,22.00000,2,100.00000,2119.70736,3377.88441,44.51250,8.44274,2036.54805,966.71742,1.86742,7,2584.27641,10.86834,4,artifacts\research\xauusd\candidates\trend__4h_us__near_miss_patient__trend_up_vol_high_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\trend__4h_us__near_miss_patient__trend_up_vol_high_symbol_candidate_analysis.txt
trend__4h_us__near_miss_patient__trend_up,EMA trend continuation [4h_us] with patient near-miss optimization focused on trend_up,near_miss_optimized,4h_us,4h,us,trend__4h_us__near_miss_patient__trend_up,both,combined,10432.46390,35,60.00000,4.07732,0.52546,13.14198,298.07040,0.23368,1.09139,19.85405,658.21786,-242.15080,2.71821,22.48571,trailing_stop,40.00000,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,10432.46390,trend_up_vol_high,trend_expansion,10432.46390,100.00000,1.00000,0.00000,"{""trend_up_vol_high"": 35}","{""trend_up_vol_high"": 10432.46390054055}","{""trend_up_vol_high"": 4.077322024812278}","{""trend_up_vol_high"": 60.0}",trend_up,1,-87.07000,13.23000,short,-100.30000,500,9445.68182,624.55848,23928.47808,1.04122,2.14002,3.00000,2,100.00000,2086.59713,5634.50288,4.49206,10.81094,722.81197,2891.80330,3.47367,9,2959.28113,5.16137,6,artifacts\research\xauusd\candidates\trend__4h_us__near_miss_patient__trend_up_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\trend__4h_us__near_miss_patient__trend_up_symbol_candidate_analysis.txt
trend__4h_us__near_miss_protective,EMA trend continuation [4h_us] with protective near-miss optimization,near_miss_optimized,4h_us,4h,us,trend__4h_us__near_miss_protective,both,combined,6256.44537,61,44.26230,2.11897,0.82710,22.59267,102.56468,0.14729,0.49180,7.56429,438.80425,-164.44910,2.66833,17.13115,trailing_stop,42.62295,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,6271.63482,trend_up_vol_mid,orderly_trend,-15.18945,98.36066,0.99758,0.00242,"{""trend_up_vol_high"": 60, ""trend_up_vol_mid"": 1}","{""trend_up_vol_high"": 6271.634823150692, ""trend_up_vol_mid"": -15.189450803472374}","{""trend_up_vol_high"": 2.124739071994526, ""trend_up_vol_mid"": 0.0}","{""trend_up_vol_high"": 45.0, ""trend_up_vol_mid"": 0.0}",,1,-87.07000,13.23000,short,-100.30000,500,5643.62276,-1542.61555,15598.23500,1.54313,3.24692,11.60000,2,100.00000,937.00803,7126.08576,1.84048,18.57577,1271.52156,625.58365,1.38460,16,5882.43338,22.69448,4,artifacts\research\xauusd\candidates\trend__4h_us__near_miss_protective_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\trend__4h_us__near_miss_protective_symbol_candidate_analysis.txt
trend__4h_us__near_miss_protective__trend_up_vol_high,EMA trend continuation [4h_us] with protective near-miss optimization focused on trend_up_vol_high,near_miss_optimized,4h_us,4h,us,trend__4h_us__near_miss_protective__trend_up_vol_high,both,combined,9527.72899,32,37.50000,3.68625,0.67140,12.04893,297.74153,0.17335,1.33140,14.19075,1089.54872,-177.34278,6.14374,19.62500,stop_loss,34.37500,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,9527.72899,trend_up_vol_high,trend_expansion,9527.72899,100.00000,1.00000,0.00000,"{""trend_up_vol_high"": 32}","{""trend_up_vol_high"": 9527.728993517141}","{""trend_up_vol_high"": 3.6862466410378265}","{""trend_up_vol_high"": 37.5}",trend_up_vol_high,1,-87.07000,13.23000,short,-100.30000,500,8788.90277,-1664.93096,29975.13390,1.38523,2.73045,20.60000,2,100.00000,995.12341,2934.06474,2.28308,4.77867,419.80396,1449.59487,2.56268,6,2044.70679,3.95882,6,artifacts\research\xauusd\candidates\trend__4h_us__near_miss_protective__trend_up_vol_high_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\trend__4h_us__near_miss_protective__trend_up_vol_high_symbol_candidate_analysis.txt
trend__4h_us__near_miss_protective__trend_up,EMA trend continuation [4h_us] with protective near-miss optimization focused on trend_up,near_miss_optimized,4h_us,4h,us,trend__4h_us__near_miss_protective__trend_up,both,combined,7342.14044,39,64.10256,3.03574,0.97923,14.68548,188.26001,0.21712,0.51006,7.49787,437.95055,-257.61595,1.70001,17.53846,trailing_stop,43.58974,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,7342.14044,trend_up_vol_high,trend_expansion,7342.14044,100.00000,1.00000,0.00000,"{""trend_up_vol_high"": 39}","{""trend_up_vol_high"": 7342.140442332936}","{""trend_up_vol_high"": 3.0357380971974584}","{""trend_up_vol_high"": 64.1025641025641}",trend_up,1,-87.07000,13.23000,short,-100.30000,500,6549.99156,-180.06265,16848.82483,1.21567,2.75981,6.20000,2,100.00000,2029.46711,2494.93069,5.16603,3.40026,4.08375,2734.04704,4.66851,9,2419.71151,3.12197,8,artifacts\research\xauusd\candidates\trend__4h_us__near_miss_protective__trend_up_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\trend__4h_us__near_miss_protective__trend_up_symbol_candidate_analysis.txt
trend__4h_us__near_miss_dense,EMA trend continuation [4h_us] with denser near-miss optimization,near_miss_optimized,4h_us,4h,us,trend__4h_us__near_miss_dense,both,combined,24646.49642,47,46.80851,7.08616,0.99166,14.35269,524.39354,0.15228,2.55054,24.85388,1304.36789,-161.98388,8.05245,55.12766,trailing_stop,29.78723,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,24774.87603,trend_up_vol_mid,orderly_trend,-128.37960,97.87234,0.99484,0.00518,"{""trend_up_vol_high"": 46, ""trend_up_vol_mid"": 1}","{""trend_up_vol_high"": 24774.876025812446, ""trend_up_vol_mid"": -128.3796024668625}","{""trend_up_vol_high"": 7.3181591323119575, ""trend_up_vol_mid"": 0.0}","{""trend_up_vol_high"": 47.82608695652174, ""trend_up_vol_mid"": 0.0}",,1,-87.07000,13.23000,short,-100.30000,500,24050.13924,-647.19024,71165.04726,1.03748,2.19641,10.00000,2,100.00000,2933.45720,5875.09195,2.76546,8.23658,4780.69543,4129.99908,3.81901,12,7616.41656,13.50807,6,artifacts\research\xauusd\candidates\trend__4h_us__near_miss_dense_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\trend__4h_us__near_miss_dense_symbol_candidate_analysis.txt
trend__4h_us__near_miss_dense__trend_up_vol_high,EMA trend continuation [4h_us] with denser near-miss optimization focused on trend_up_vol_high,near_miss_optimized,4h_us,4h,us,trend__4h_us__near_miss_dense__trend_up_vol_high,both,combined,25939.47006,24,66.66667,12.51164,0.58458,7.54630,1080.81125,0.22504,3.19502,44.37250,1762.04971,-281.66565,6.25582,57.83333,take_profit,45.83333,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,25939.47006,trend_up_vol_high,trend_expansion,25939.47006,100.00000,1.00000,0.00000,"{""trend_up_vol_high"": 24}","{""trend_up_vol_high"": 25939.470056151975}","{""trend_up_vol_high"": 12.511640516480456}","{""trend_up_vol_high"": 66.66666666666666}",trend_up_vol_high,1,-87.07000,13.23000,short,-100.30000,500,24942.95496,332.79441,71990.16808,0.80584,1.68440,3.40000,2,100.00000,1956.87544,7428.62817,2.21988,9.65107,11388.52073,1258.52823,1.50040,14,6164.29047,10.79034,11,artifacts\research\xauusd\candidates\trend__4h_us__near_miss_dense__trend_up_vol_high_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\trend__4h_us__near_miss_dense__trend_up_vol_high_symbol_candidate_analysis.txt
