name,description,archetype,realized_pnl,closed_trades,win_rate_pct,profit_factor,max_drawdown_pct,total_costs,expectancy,avg_win,avg_loss,payoff_ratio,avg_hold_bars,dominant_exit,dominant_exit_share_pct,component_count,combo_outperformance_score,combo_trade_overlap_pct,best_regime,best_regime_pnl,worst_regime,worst_regime_pnl,dominant_regime_share_pct,regime_filter_label,walk_forward_windows,walk_forward_pass_rate_pct,walk_forward_avg_validation_pnl,walk_forward_avg_test_pnl,walk_forward_avg_validation_pf,walk_forward_avg_test_pf,train_pnl,validation_pnl,validation_profit_factor,validation_closed_trades,test_pnl,test_profit_factor,test_closed_trades,trade_log_path,trade_analysis_path
trend,EMA trend continuation,single,-55.77673,107,0.00000,0.00000,0.05578,54.52709,-0.52128,0.00000,-0.52128,0.00000,10.11215,stop_loss,32.71028,1,0.00000,0.00000,trend_up_vol_high,-1.93355,trend_up_vol_low,-33.32993,58.87850,,2,0.00000,-12.31949,-11.23255,0.00000,0.00000,-25.49194,-13.18176,0.00000,24,-10.60278,0.00000,19,artifacts\us30_trend_default_symbol_candidate_trades.csv,artifacts\us30_trend_default_symbol_candidate_analysis.txt
momentum,Momentum confirmation,single,-24.88794,51,3.92157,0.01049,0.02489,25.98894,-0.48800,0.13193,-0.51330,0.25702,21.74510,trailing_stop,23.52941,1,0.00000,0.00000,trend_up_vol_low,-0.38403,trend_flat_vol_mid,-9.37817,35.29412,,2,0.00000,-5.50894,-6.36587,0.03666,0.00459,-11.59564,-6.18672,0.03232,13,-6.17410,0.00919,12,artifacts\us30_momentum_default_symbol_candidate_trades.csv,artifacts\us30_momentum_default_symbol_candidate_analysis.txt
mean_reversion,Intraday mean reversion,single,-8.22600,16,0.00000,0.00000,0.00823,8.15266,-0.51413,0.00000,-0.51413,0.00000,11.62500,structure_exit,37.50000,1,0.00000,0.00000,trend_up_vol_high,-0.52675,trend_down_vol_mid,-2.56356,31.25000,,2,0.00000,-1.75794,-1.58081,0.00000,0.00000,-3.20086,-2.30699,0.00000,4,-1.26615,0.00000,3,artifacts\us30_mean_reversion_default_symbol_candidate_trades.csv,artifacts\us30_mean_reversion_default_symbol_candidate_analysis.txt
volatility_breakout,Generic volatility breakout,single,-49.51323,97,2.06186,0.00530,0.04951,49.42795,-0.51045,0.13193,-0.52397,0.25179,16.56701,signal_exit,27.83505,1,0.00000,0.00000,trend_up_vol_high,-5.48006,trend_up_vol_mid,-11.45501,22.68041,,2,0.00000,-10.07946,-13.01347,0.02039,0.00210,-19.91595,-11.33761,0.01790,21,-13.57870,0.00420,25,artifacts\us30_volatility_breakout_default_symbol_candidate_trades.csv,artifacts\us30_volatility_breakout_default_symbol_candidate_analysis.txt
opening_range_breakout,Opening range breakout,single,-11.27874,22,0.00000,0.00000,0.01128,11.21369,-0.51267,0.00000,-0.51267,0.00000,14.09091,trailing_stop,31.81818,1,0.00000,0.00000,trend_up_vol_low,-0.38802,trend_up_vol_mid,-4.73876,45.45455,,2,0.00000,-3.42302,-1.55129,0.00000,0.00000,-6.91100,-3.17005,0.00000,6,-1.19769,0.00000,2,artifacts\us30_opening_range_breakout_default_symbol_candidate_trades.csv,artifacts\us30_opening_range_breakout_default_symbol_candidate_analysis.txt
volatility_short_breakdown,Generic short volatility breakdown,single,-94.99547,178,0.56180,0.00073,0.09500,90.69743,-0.53368,0.06928,-0.53709,0.12898,8.67416,stop_loss,26.96629,1,0.00000,0.00000,trend_flat_vol_high,-5.78922,trend_flat_vol_mid,-24.09262,25.28090,,2,0.00000,-20.05952,-25.42921,0.00000,0.00000,-39.75806,-21.91563,0.00000,42,-26.41664,0.00000,50,artifacts\us30_volatility_short_breakdown_default_symbol_candidate_trades.csv,artifacts\us30_volatility_short_breakdown_default_symbol_candidate_analysis.txt
opening_range_short_breakdown,Opening range short breakdown,single,-9.74147,17,0.00000,0.00000,0.00974,8.66239,-0.57303,0.00000,-0.57303,0.00000,5.47059,stop_loss,58.82353,1,0.00000,0.00000,trend_down_vol_high,-1.22305,trend_down_vol_mid,-2.28478,23.52941,,2,0.00000,-1.58819,-1.88785,0.00000,0.00000,-6.55967,-1.90548,0.00000,4,-1.27632,0.00000,2,artifacts\us30_opening_range_short_breakdown_default_symbol_candidate_trades.csv,artifacts\us30_opening_range_short_breakdown_default_symbol_candidate_analysis.txt
trend__exit_trend,EMA trend continuation with trend-runner exits,entry_exit_family,-53.50658,103,0.97087,0.00276,0.05351,52.48859,-0.51948,0.14819,-0.52603,0.28172,13.43689,stop_loss,36.89320,1,0.00000,0.00000,trend_up_vol_high,-1.85922,trend_up_vol_low,-32.43426,59.22330,,2,0.00000,-11.65679,-10.48178,0.00000,0.00738,-24.51305,-12.38322,0.00000,23,-9.88664,0.01477,18,artifacts\us30_trend__exit_trend_default_symbol_candidate_trades.csv,artifacts\us30_trend__exit_trend_default_symbol_candidate_analysis.txt
trend__exit_fastfail,EMA trend continuation with fast-fail exits,entry_exit_family,-57.44100,110,0.00000,0.00000,0.05744,56.05587,-0.52219,0.00000,-0.52219,0.00000,8.08182,stop_loss,33.63636,1,0.00000,0.00000,trend_up_vol_high,-2.03502,trend_up_vol_low,-34.89036,60.00000,,2,0.00000,-12.59008,-11.36951,0.00000,0.00000,-26.20801,-13.76810,0.00000,25,-10.43783,0.00000,19,artifacts\us30_trend__exit_fastfail_default_symbol_candidate_trades.csv,artifacts\us30_trend__exit_fastfail_default_symbol_candidate_analysis.txt
momentum__exit_trend,Momentum confirmation with trend-runner exits,entry_exit_family,-23.14403,48,6.25000,0.02827,0.02314,24.45967,-0.48217,0.22445,-0.52928,0.42407,36.47917,stop_loss,33.33333,1,0.00000,0.00000,trend_up_vol_low,-0.38403,trend_flat_vol_mid,-8.71246,33.33333,,2,0.00000,-4.36817,-6.50902,0.08976,0.01611,-10.83136,-5.07313,0.07655,11,-6.16510,0.03221,12,artifacts\us30_momentum__exit_trend_default_symbol_candidate_trades.csv,artifacts\us30_momentum__exit_trend_default_symbol_candidate_analysis.txt
