name,description,archetype,realized_pnl,closed_trades,win_rate_pct,profit_factor,max_drawdown_pct,total_costs,expectancy,avg_win,avg_loss,payoff_ratio,avg_hold_bars,dominant_exit,dominant_exit_share_pct,component_count,combo_outperformance_score,combo_trade_overlap_pct,best_regime,best_regime_pnl,worst_regime,worst_regime_pnl,dominant_regime_share_pct,regime_filter_label,walk_forward_windows,walk_forward_pass_rate_pct,walk_forward_avg_validation_pnl,walk_forward_avg_test_pnl,walk_forward_avg_validation_pf,walk_forward_avg_test_pf,train_pnl,validation_pnl,validation_profit_factor,validation_closed_trades,test_pnl,test_profit_factor,test_closed_trades,trade_log_path,trade_analysis_path
forex_breakout_momentum__15m_europe,GBPUSD-focused Europe-session breakout momentum [15m_europe],single,207.81984,50,38.00000,1.51042,0.15621,25.00000,4.15640,32.36714,-13.13406,2.46437,6.42000,signal_exit,22.00000,1,0.00000,0.00000,trend_flat_vol_mid,328.73349,trend_flat_vol_low,-58.18404,58.00000,,2,100.00000,160.68701,111.73150,3.52450,3.39301,-55.85130,170.74872,4.16755,9,166.09444,3.69626,9,artifacts\gbpusd_forex_breakout_momentum__15m_europe_15m_europe_symbol_candidate_trades.csv,artifacts\gbpusd_forex_breakout_momentum__15m_europe_15m_europe_symbol_candidate_analysis.txt
forex_breakout_momentum__15m_europe__exit_trend,GBPUSD-focused Europe-session breakout momentum [15m_europe] with trend-runner exits,entry_exit_family,278.89194,49,34.69388,1.59299,0.24528,24.50000,5.69167,44.07101,-14.69735,2.99857,8.20408,signal_exit,32.65306,1,0.00000,0.00000,trend_flat_vol_mid,301.63417,trend_flat_vol_high,-37.96334,57.14286,,2,100.00000,147.22428,125.88114,3.21946,3.12871,5.32104,150.54923,3.51731,9,201.59355,3.86866,9,artifacts\gbpusd_forex_breakout_momentum__15m_europe__exit_trend_15m_europe_symbol_candidate_trades.csv,artifacts\gbpusd_forex_breakout_momentum__15m_europe__exit_trend_15m_europe_symbol_candidate_analysis.txt
forex_breakout_momentum__15m_europe__exit_fastfail,GBPUSD-focused Europe-session breakout momentum [15m_europe] with fast-fail exits,entry_exit_family,85.82289,50,36.00000,1.21320,0.17044,25.00000,1.71646,27.13132,-12.57940,2.15681,5.92000,structure_exit,30.00000,1,0.00000,0.00000,trend_flat_vol_mid,203.83661,trend_flat_vol_low,-55.28411,58.00000,,2,100.00000,36.24012,99.33181,1.53552,3.06652,-35.35181,40.65197,1.69502,9,153.69475,3.49497,9,artifacts\gbpusd_forex_breakout_momentum__15m_europe__exit_fastfail_15m_europe_symbol_candidate_trades.csv,artifacts\gbpusd_forex_breakout_momentum__15m_europe__exit_fastfail_15m_europe_symbol_candidate_analysis.txt
forex_trend_continuation_looser,Forex trend continuation with higher trade density,auto_improved,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\gbpusd_forex_trend_continuation_looser_symbol_candidate_trades.csv,artifacts\gbpusd_forex_trend_continuation_looser_symbol_candidate_analysis.txt
forex_breakout_momentum_patient,Forex breakout momentum with slower exits,auto_improved,193.52020,50,38.00000,1.45917,0.17051,25.00000,3.87040,32.36714,-13.59533,2.38075,6.54000,signal_exit,28.00000,1,0.00000,0.00000,trend_flat_vol_mid,314.43385,trend_flat_vol_low,-58.18404,58.00000,,2,100.00000,160.68701,111.73150,3.52450,3.39301,-70.15094,170.74872,4.16755,9,166.09444,3.69626,9,artifacts\gbpusd_forex_breakout_momentum_patient_symbol_candidate_trades.csv,artifacts\gbpusd_forex_breakout_momentum_patient_symbol_candidate_analysis.txt
forex_breakout_momentum__15m_europe__regime_trend_flat_vol_mid,GBPUSD-focused Europe-session breakout momentum [15m_europe] focused on trend_flat_vol_mid,regime_improved,-197.60895,7,14.28571,0.38864,0.22239,3.50000,-28.22985,125.62049,-53.87157,2.33185,1.71429,stop_loss,71.42857,1,0.00000,0.00000,trend_flat_vol_mid,-197.60895,trend_flat_vol_mid,-197.60895,100.00000,trend_flat_vol_mid,2,0.00000,8.21340,-28.22173,499.50000,0.00000,-141.16549,16.42680,999.00000,1,-52.77075,0.00000,1,artifacts\gbpusd_forex_breakout_momentum__15m_europe__regime_trend_flat_vol_mid_symbol_candidate_trades.csv,artifacts\gbpusd_forex_breakout_momentum__15m_europe__regime_trend_flat_vol_mid_symbol_candidate_analysis.txt
forex_breakout_momentum__15m_europe__exit_trend__regime_trend_flat_vol_mid,GBPUSD-focused Europe-session breakout momentum [15m_europe] with trend-runner exits focused on trend_flat_vol_mid,regime_improved,-197.60895,7,14.28571,0.38864,0.22239,3.50000,-28.22985,125.62049,-53.87157,2.33185,1.71429,stop_loss,71.42857,1,0.00000,0.00000,trend_flat_vol_mid,-197.60895,trend_flat_vol_mid,-197.60895,100.00000,trend_flat_vol_mid,2,0.00000,8.21340,-28.22173,499.50000,0.00000,-141.16549,16.42680,999.00000,1,-52.77075,0.00000,1,artifacts\gbpusd_forex_breakout_momentum__15m_europe__exit_trend__regime_trend_flat_vol_mid_symbol_candidate_trades.csv,artifacts\gbpusd_forex_breakout_momentum__15m_europe__exit_trend__regime_trend_flat_vol_mid_symbol_candidate_analysis.txt
forex_breakout_momentum_patient__regime_trend_flat_vol_mid,Forex breakout momentum with slower exits focused on trend_flat_vol_mid,regime_improved,-2.11483,10,50.00000,0.98939,0.05292,5.00000,-0.21148,39.42664,-39.84960,0.98939,1.60000,stop_loss,50.00000,1,0.00000,0.00000,trend_flat_vol_mid,-2.11483,trend_flat_vol_mid,-2.11483,100.00000,trend_flat_vol_mid,2,0.00000,-63.35471,27.66176,0.09702,500.06191,60.32929,-38.74868,0.19404,2,4.56450,1.12381,2,artifacts\gbpusd_forex_breakout_momentum_patient__regime_trend_flat_vol_mid_symbol_candidate_trades.csv,artifacts\gbpusd_forex_breakout_momentum_patient__regime_trend_flat_vol_mid_symbol_candidate_analysis.txt
forex_breakout_momentum__15m_europe__exit_fastfail__regime_trend_flat_vol_mid,GBPUSD-focused Europe-session breakout momentum [15m_europe] with fast-fail exits focused on trend_flat_vol_mid,regime_improved,-197.60895,7,14.28571,0.38864,0.22239,3.50000,-28.22985,125.62049,-53.87157,2.33185,1.71429,stop_loss,42.85714,1,0.00000,0.00000,trend_flat_vol_mid,-197.60895,trend_flat_vol_mid,-197.60895,100.00000,trend_flat_vol_mid,2,0.00000,8.21340,-28.22173,499.50000,0.00000,-141.16549,16.42680,999.00000,1,-52.77075,0.00000,1,artifacts\gbpusd_forex_breakout_momentum__15m_europe__exit_fastfail__regime_trend_flat_vol_mid_symbol_candidate_trades.csv,artifacts\gbpusd_forex_breakout_momentum__15m_europe__exit_fastfail__regime_trend_flat_vol_mid_symbol_candidate_analysis.txt
forex_breakout_momentum__15m_europe__exit_trend__plus__forex_breakout_momentum__15m_europe,Combined forex_breakout_momentum__15m_europe__exit_trend + forex_breakout_momentum__15m_europe,combined,-70.38872,63,34.92063,0.90327,0.32803,31.50000,-1.11728,29.87598,-17.74781,1.68336,7.22222,signal_exit,25.39683,2,-134.92232,98.00000,trend_flat_vol_mid,360.60347,trend_flat_vol_low,-331.94111,60.31746,,2,50.00000,25.02940,81.69308,1.12256,1.89241,-174.59546,35.82640,1.17936,13,168.72691,2.83261,10,artifacts\gbpusd_forex_breakout_momentum__15m_europe__exit_trend__plus__forex_breakout_momentum__15m_europe_symbol_candidate_trades.csv,artifacts\gbpusd_forex_breakout_momentum__15m_europe__exit_trend__plus__forex_breakout_momentum__15m_europe_symbol_candidate_analysis.txt
