name,description,archetype,realized_pnl,closed_trades,win_rate_pct,profit_factor,max_drawdown_pct,total_costs,expectancy,avg_win,avg_loss,payoff_ratio,avg_hold_bars,dominant_exit,dominant_exit_share_pct,component_count,combo_outperformance_score,combo_trade_overlap_pct,best_regime,best_regime_pnl,worst_regime,worst_regime_pnl,dominant_regime_share_pct,regime_filter_label,walk_forward_windows,walk_forward_pass_rate_pct,walk_forward_avg_validation_pnl,walk_forward_avg_test_pnl,walk_forward_avg_validation_pf,walk_forward_avg_test_pf,train_pnl,validation_pnl,validation_profit_factor,validation_closed_trades,test_pnl,test_profit_factor,test_closed_trades,trade_log_path,trade_analysis_path
crypto_trend_pullback__5m_all,Crypto trend pullback continuation [5m_all],single,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\eth_crypto_trend_pullback__5m_all_5m_all_symbol_candidate_trades.csv,artifacts\eth_crypto_trend_pullback__5m_all_5m_all_symbol_candidate_analysis.txt
crypto_breakout_reclaim__5m_all,Crypto breakout reclaim [5m_all],single,-115.50542,57,0.00000,0.00000,0.11551,1.01531,-2.02641,0.00000,-2.02641,0.00000,1.28070,stop_loss,98.24561,1,0.00000,0.00000,trend_flat_vol_mid,-2.02191,trend_up_vol_high,-72.85998,63.15789,,2,0.00000,-20.99960,-23.96714,0.00000,0.00000,-82.85082,-12.86214,0.00000,6,-17.53104,0.00000,9,artifacts\eth_crypto_breakout_reclaim__5m_all_5m_all_symbol_candidate_trades.csv,artifacts\eth_crypto_breakout_reclaim__5m_all_5m_all_symbol_candidate_analysis.txt
crypto_volatility_expansion__5m_all,Crypto volatility expansion [5m_all],single,-591.42436,293,0.34130,0.00317,0.59142,5.37239,-2.01851,1.87846,-2.03186,0.92450,1.97270,stop_loss,96.92833,1,0.00000,0.00000,trend_flat_vol_high,-50.30062,trend_up_vol_high,-541.12374,91.46758,,2,0.00000,-133.46975,-126.13670,0.00000,0.00000,-259.11941,-127.52475,0.00000,62,-136.27515,0.00000,67,artifacts\eth_crypto_volatility_expansion__5m_all_5m_all_symbol_candidate_trades.csv,artifacts\eth_crypto_volatility_expansion__5m_all_5m_all_symbol_candidate_analysis.txt
crypto_volatility_breakout__5m_all,24/7 crypto volatility breakout [5m_all],single,-814.34737,403,0.24814,0.00124,0.81435,7.60649,-2.02071,1.00887,-2.02825,0.49741,1.50868,stop_loss,97.02233,1,0.00000,0.00000,trend_flat_vol_low,-14.21519,trend_up_vol_high,-468.41512,57.56824,,2,0.00000,-181.55857,-155.33524,0.00000,0.00000,-392.57729,-172.59293,0.00000,84,-158.06799,0.00000,78,artifacts\eth_crypto_volatility_breakout__5m_all_5m_all_symbol_candidate_trades.csv,artifacts\eth_crypto_volatility_breakout__5m_all_5m_all_symbol_candidate_analysis.txt
crypto_short_breakdown__5m_all,Crypto short breakdown continuation [5m_all],single,-996.56639,490,0.00000,0.00000,0.99657,9.05449,-2.03381,0.00000,-2.03381,0.00000,1.22653,stop_loss,98.77551,1,0.00000,0.00000,trend_up_vol_low,-2.01118,trend_down_vol_high,-727.41937,73.06122,,2,0.00000,-280.54889,-232.98349,0.00000,0.00000,-409.30346,-289.18958,0.00000,142,-231.03170,0.00000,115,artifacts\eth_crypto_short_breakdown__5m_all_5m_all_symbol_candidate_trades.csv,artifacts\eth_crypto_short_breakdown__5m_all_5m_all_symbol_candidate_analysis.txt
crypto_short_reversion__5m_all,Crypto short mean reversion in downtrend [5m_all],single,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\eth_crypto_short_reversion__5m_all_5m_all_symbol_candidate_trades.csv,artifacts\eth_crypto_short_reversion__5m_all_5m_all_symbol_candidate_analysis.txt
crypto_trend_pullback__5m_all__exit_trend,Crypto trend pullback continuation [5m_all] with trend-runner exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\eth_crypto_trend_pullback__5m_all__exit_trend_5m_all_symbol_candidate_trades.csv,artifacts\eth_crypto_trend_pullback__5m_all__exit_trend_5m_all_symbol_candidate_analysis.txt
crypto_trend_pullback__5m_all__exit_fastfail,Crypto trend pullback continuation [5m_all] with fast-fail exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\eth_crypto_trend_pullback__5m_all__exit_fastfail_5m_all_symbol_candidate_trades.csv,artifacts\eth_crypto_trend_pullback__5m_all__exit_fastfail_5m_all_symbol_candidate_analysis.txt
crypto_breakout_reclaim__5m_all__exit_trend,Crypto breakout reclaim [5m_all] with trend-runner exits,entry_exit_family,-115.50542,57,0.00000,0.00000,0.11551,1.01531,-2.02641,0.00000,-2.02641,0.00000,1.28070,stop_loss,98.24561,1,0.00000,0.00000,trend_flat_vol_mid,-2.02191,trend_up_vol_high,-72.85998,63.15789,,2,0.00000,-20.99960,-23.96714,0.00000,0.00000,-82.85082,-12.86214,0.00000,6,-17.53104,0.00000,9,artifacts\eth_crypto_breakout_reclaim__5m_all__exit_trend_5m_all_symbol_candidate_trades.csv,artifacts\eth_crypto_breakout_reclaim__5m_all__exit_trend_5m_all_symbol_candidate_analysis.txt
crypto_breakout_reclaim__5m_all__exit_fastfail,Crypto breakout reclaim [5m_all] with fast-fail exits,entry_exit_family,-115.50542,57,0.00000,0.00000,0.11551,1.01531,-2.02641,0.00000,-2.02641,0.00000,1.28070,stop_loss,98.24561,1,0.00000,0.00000,trend_flat_vol_mid,-2.02191,trend_up_vol_high,-72.85998,63.15789,,2,0.00000,-20.99960,-23.96714,0.00000,0.00000,-82.85082,-12.86214,0.00000,6,-17.53104,0.00000,9,artifacts\eth_crypto_breakout_reclaim__5m_all__exit_fastfail_5m_all_symbol_candidate_trades.csv,artifacts\eth_crypto_breakout_reclaim__5m_all__exit_fastfail_5m_all_symbol_candidate_analysis.txt
