name,description,archetype,realized_pnl,closed_trades,win_rate_pct,profit_factor,max_drawdown_pct,total_costs,expectancy,avg_win,avg_loss,payoff_ratio,avg_hold_bars,dominant_exit,dominant_exit_share_pct,component_count,combo_outperformance_score,combo_trade_overlap_pct,best_regime,best_regime_pnl,worst_regime,worst_regime_pnl,dominant_regime_share_pct,regime_filter_label,walk_forward_windows,walk_forward_pass_rate_pct,walk_forward_avg_validation_pnl,walk_forward_avg_test_pnl,walk_forward_avg_validation_pf,walk_forward_avg_test_pf,train_pnl,validation_pnl,validation_profit_factor,validation_closed_trades,test_pnl,test_profit_factor,test_closed_trades,trade_log_path,trade_analysis_path
trend,EMA trend continuation,single,-0.27971,17,35.29412,0.87088,0.00150,0.00000,-0.01645,0.31444,-0.19694,1.59662,18.29412,stop_loss,52.94118,1,0.00000,0.00000,trend_up_vol_high,0.73774,trend_up_vol_mid,-0.78951,70.58824,,2,0.00000,-0.47894,0.60955,0.01331,2.95123,-1.13351,-0.32058,0.00000,2,0.91551,3.14681,4,artifacts\us500_trend_default_symbol_candidate_trades.csv,artifacts\us500_trend_default_symbol_candidate_analysis.txt
momentum,Momentum confirmation,single,0.61889,9,33.33333,1.65468,0.00087,0.00000,0.06877,0.52141,-0.15756,3.30936,19.66667,trailing_stop,22.22222,1,0.00000,0.00000,trend_up_vol_mid,0.43211,trend_flat_vol_mid,-0.30896,33.33333,,2,0.00000,-0.40204,0.64416,0.00000,2.63868,-0.03921,-0.51492,0.00000,2,1.11258,3.99561,3,artifacts\us500_momentum_default_symbol_candidate_trades.csv,artifacts\us500_momentum_default_symbol_candidate_analysis.txt
mean_reversion,Intraday mean reversion,single,-0.06290,3,33.33333,0.36040,0.00011,0.00000,-0.02097,0.03544,-0.04917,0.72080,18.33333,structure_exit,66.66667,1,0.00000,0.00000,trend_flat_vol_high,-0.00934,trend_flat_vol_mid,-0.05356,66.66667,,2,0.00000,0.00866,0.00000,499.83088,0.00000,-0.05356,0.03544,999.00000,1,0.00000,0.00000,0,artifacts\us500_mean_reversion_default_symbol_candidate_trades.csv,artifacts\us500_mean_reversion_default_symbol_candidate_analysis.txt
volatility_breakout,Generic volatility breakout,single,-2.12506,28,17.85714,0.34518,0.00215,0.00000,-0.07590,0.22404,-0.14110,1.58782,10.10714,signal_exit,28.57143,1,0.00000,0.00000,trend_up_vol_mid,0.16283,trend_up_vol_high,-0.76601,25.00000,,2,0.00000,-1.02808,-0.59434,0.00000,0.29793,-0.97935,-0.72237,0.00000,5,-0.61309,0.29133,7,artifacts\us500_volatility_breakout_default_symbol_candidate_trades.csv,artifacts\us500_volatility_breakout_default_symbol_candidate_analysis.txt
opening_range_breakout,Opening range breakout,single,-0.30355,1,0.00000,0.00000,0.00030,0.00000,-0.30355,0.00000,-0.30355,0.00000,17.00000,stop_loss,100.00000,1,0.00000,0.00000,trend_up_vol_high,-0.30355,trend_up_vol_high,-0.30355,100.00000,,2,0.00000,0.00000,-0.15177,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.30355,0.00000,1,artifacts\us500_opening_range_breakout_default_symbol_candidate_trades.csv,artifacts\us500_opening_range_breakout_default_symbol_candidate_analysis.txt
volatility_short_breakdown,Generic short volatility breakdown,single,-3.63424,44,11.36364,0.24715,0.00363,0.00000,-0.08260,0.23861,-0.12378,1.92775,7.29545,stale_breakout,29.54545,1,0.00000,0.00000,trend_up_vol_high,-0.10164,trend_flat_vol_low,-2.06691,36.36364,,2,0.00000,-1.25518,-0.69982,0.02123,0.00000,-0.90316,-1.15660,0.00000,11,-0.64045,0.00000,5,artifacts\us500_volatility_short_breakdown_default_symbol_candidate_trades.csv,artifacts\us500_volatility_short_breakdown_default_symbol_candidate_analysis.txt
opening_range_short_breakdown,Opening range short breakdown,single,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\us500_opening_range_short_breakdown_default_symbol_candidate_trades.csv,artifacts\us500_opening_range_short_breakdown_default_symbol_candidate_analysis.txt
trend__exit_trend,EMA trend continuation with trend-runner exits,entry_exit_family,-0.36871,17,35.29412,0.82980,0.00159,0.00000,-0.02169,0.29960,-0.19694,1.52130,20.05882,stop_loss,64.70588,1,0.00000,0.00000,trend_up_vol_high,0.69574,trend_up_vol_mid,-0.83651,70.58824,,2,0.00000,-0.47894,0.60955,0.01331,2.95123,-1.13351,-0.32058,0.00000,2,0.91551,3.14681,4,artifacts\us500_trend__exit_trend_default_symbol_candidate_trades.csv,artifacts\us500_trend__exit_trend_default_symbol_candidate_analysis.txt
trend__exit_fastfail,EMA trend continuation with fast-fail exits,entry_exit_family,-1.36172,18,33.33333,0.37616,0.00157,0.00000,-0.07565,0.13685,-0.18190,0.75232,6.50000,stop_loss,44.44444,1,0.00000,0.00000,trend_up_vol_high,0.06377,trend_up_vol_mid,-1.35298,66.66667,,2,0.00000,-0.44294,-0.14470,0.06829,0.38711,-1.06151,-0.32058,0.00000,2,-0.10000,0.77422,5,artifacts\us500_trend__exit_fastfail_default_symbol_candidate_trades.csv,artifacts\us500_trend__exit_fastfail_default_symbol_candidate_analysis.txt
momentum__exit_trend,Momentum confirmation with trend-runner exits,entry_exit_family,0.78074,9,33.33333,1.78598,0.00096,0.00000,0.08675,0.59136,-0.16556,3.57196,28.44444,stale_breakout,33.33333,1,0.00000,0.00000,trend_flat_vol_high,0.66735,trend_flat_vol_mid,-0.35696,33.33333,,2,0.00000,-0.40854,0.71859,0.00000,2.89517,-0.05221,-0.51492,0.00000,2,1.36443,4.67371,3,artifacts\us500_momentum__exit_trend_default_symbol_candidate_trades.csv,artifacts\us500_momentum__exit_trend_default_symbol_candidate_analysis.txt
