name,description,archetype,realized_pnl,closed_trades,win_rate_pct,profit_factor,max_drawdown_pct,total_costs,expectancy,avg_win,avg_loss,payoff_ratio,avg_hold_bars,dominant_exit,dominant_exit_share_pct,component_count,combo_outperformance_score,combo_trade_overlap_pct,best_regime,best_regime_pnl,worst_regime,worst_regime_pnl,dominant_regime_share_pct,regime_filter_label,walk_forward_windows,walk_forward_pass_rate_pct,walk_forward_avg_validation_pnl,walk_forward_avg_test_pnl,walk_forward_avg_validation_pf,walk_forward_avg_test_pf,train_pnl,validation_pnl,validation_profit_factor,validation_closed_trades,test_pnl,test_profit_factor,test_closed_trades,trade_log_path,trade_analysis_path
trend,EMA trend continuation,single,6.59657,28,46.42857,1.33510,0.01098,0.00000,0.23559,2.02167,-1.31235,1.54050,8.35714,take_profit,32.14286,1,0.00000,0.00000,trend_up_vol_low,4.14280,trend_up_vol_mid,0.43023,67.85714,,2,0.00000,3.21634,1.97233,3.16595,1.55891,4.26219,-1.39229,0.04770,3,5.43843,2.89959,5,artifacts\sx5e_trend_default_symbol_candidate_trades.csv,artifacts\sx5e_trend_default_symbol_candidate_analysis.txt
momentum,Momentum confirmation,single,-17.25181,17,23.52941,0.21310,0.02121,0.00000,-1.01481,1.16799,-1.68644,0.69258,10.00000,stop_loss,41.17647,1,0.00000,0.00000,trend_flat_vol_high,0.93690,trend_up_vol_mid,-13.66170,64.70588,,2,0.00000,-2.70281,-0.21797,0.12738,1.08286,-9.73291,-3.01101,0.00000,2,1.73937,1.82277,5,artifacts\sx5e_momentum_default_symbol_candidate_trades.csv,artifacts\sx5e_momentum_default_symbol_candidate_analysis.txt
mean_reversion,Intraday mean reversion,single,-5.37212,7,28.57143,0.33748,0.00895,0.00000,-0.76745,1.36825,-1.62172,0.84370,3.57143,structure_exit,71.42857,1,0.00000,0.00000,trend_down_vol_mid,2.31819,trend_down_vol_high,-4.46466,28.57143,,2,0.00000,-2.55296,1.25909,499.53520,499.50000,-6.42630,0.41831,999.00000,1,2.51818,999.00000,1,artifacts\sx5e_mean_reversion_default_symbol_candidate_trades.csv,artifacts\sx5e_mean_reversion_default_symbol_candidate_analysis.txt
volatility_breakout,Generic volatility breakout,single,0.70581,28,32.14286,1.03257,0.00583,0.00000,0.02521,2.48593,-1.14040,2.17988,9.57143,signal_exit,35.71429,1,0.00000,0.00000,trend_flat_vol_high,10.61270,trend_up_vol_high,-7.69086,42.85714,,2,0.00000,-3.79587,-2.37953,0.34786,0.53212,4.54096,-6.38507,0.00315,5,0.14709,1.06013,5,artifacts\sx5e_volatility_breakout_default_symbol_candidate_trades.csv,artifacts\sx5e_volatility_breakout_default_symbol_candidate_analysis.txt
opening_range_breakout,Opening range breakout,single,-3.44672,3,0.00000,0.00000,0.00345,0.00000,-1.14891,0.00000,-1.14891,0.00000,4.33333,stop_loss,66.66667,1,0.00000,0.00000,trend_up_vol_low,-1.28017,trend_up_vol_mid,-2.16656,66.66667,,2,0.00000,-0.64008,-1.92312,0.00000,0.00000,-0.88352,-1.28017,0.00000,1,-1.28304,0.00000,1,artifacts\sx5e_opening_range_breakout_default_symbol_candidate_trades.csv,artifacts\sx5e_opening_range_breakout_default_symbol_candidate_analysis.txt
volatility_short_breakdown,Generic short volatility breakdown,single,-12.95279,48,33.33333,0.69830,0.01681,0.00000,-0.26985,1.87373,-1.34164,1.39660,8.29167,trailing_stop,31.25000,1,0.00000,0.00000,trend_down_vol_low,1.15239,trend_down_vol_high,-10.81660,25.00000,,2,0.00000,-7.37737,-0.65949,0.40366,1.19468,5.75117,-7.44744,0.35947,10,0.68172,1.71408,5,artifacts\sx5e_volatility_short_breakdown_default_symbol_candidate_trades.csv,artifacts\sx5e_volatility_short_breakdown_default_symbol_candidate_analysis.txt
opening_range_short_breakdown,Opening range short breakdown,single,-2.51125,2,0.00000,0.00000,0.00251,0.00000,-1.25562,0.00000,-1.25562,0.00000,3.00000,stop_loss,50.00000,1,0.00000,0.00000,trend_down_vol_mid,-0.97968,trend_down_vol_low,-1.53157,50.00000,,2,0.00000,-0.48984,-0.48984,0.00000,0.00000,-1.53157,-0.97968,0.00000,1,0.00000,0.00000,0,artifacts\sx5e_opening_range_short_breakdown_default_symbol_candidate_trades.csv,artifacts\sx5e_opening_range_short_breakdown_default_symbol_candidate_analysis.txt
trend__exit_trend,EMA trend continuation with trend-runner exits,entry_exit_family,3.80670,28,46.42857,1.19739,0.01078,0.00000,0.13595,1.77631,-1.28569,1.38160,10.21429,trailing_stop,32.14286,1,0.00000,0.00000,trend_up_vol_low,4.44277,trend_up_vol_high,-1.97616,67.85714,,2,0.00000,1.04150,2.00232,1.99538,2.49296,3.41218,-1.39229,0.04770,3,6.79833,4.85604,5,artifacts\sx5e_trend__exit_trend_default_symbol_candidate_trades.csv,artifacts\sx5e_trend__exit_trend_default_symbol_candidate_analysis.txt
trend__exit_fastfail,EMA trend continuation with fast-fail exits,entry_exit_family,-2.87791,30,43.33333,0.88325,0.01129,0.00000,-0.09593,1.67478,-1.45000,1.15502,7.40000,take_profit,36.66667,1,0.00000,0.00000,trend_up_vol_low,1.91644,trend_up_vol_mid,-5.71797,73.33333,,2,0.00000,1.45091,0.79741,1.11020,1.23555,0.51849,-1.39229,0.04770,3,2.08868,1.72955,5,artifacts\sx5e_trend__exit_fastfail_default_symbol_candidate_trades.csv,artifacts\sx5e_trend__exit_fastfail_default_symbol_candidate_analysis.txt
momentum__exit_trend,Momentum confirmation with trend-runner exits,entry_exit_family,-13.75206,17,23.52941,0.37273,0.02121,0.00000,-0.80894,2.04293,-1.68644,1.21138,10.11765,stop_loss,47.05882,1,0.00000,0.00000,trend_flat_vol_high,0.93690,trend_up_vol_mid,-10.06196,64.70588,,2,0.00000,-2.70281,1.48190,0.12738,1.89549,-9.73291,-3.01101,0.00000,2,5.23912,3.47824,5,artifacts\sx5e_momentum__exit_trend_default_symbol_candidate_trades.csv,artifacts\sx5e_momentum__exit_trend_default_symbol_candidate_analysis.txt
