name,description,archetype,realized_pnl,closed_trades,win_rate_pct,profit_factor,max_drawdown_pct,total_costs,expectancy,avg_win,avg_loss,payoff_ratio,avg_hold_bars,dominant_exit,dominant_exit_share_pct,component_count,combo_outperformance_score,combo_trade_overlap_pct,best_regime,best_regime_pnl,worst_regime,worst_regime_pnl,dominant_regime_share_pct,regime_filter_label,walk_forward_windows,walk_forward_pass_rate_pct,walk_forward_avg_validation_pnl,walk_forward_avg_test_pnl,walk_forward_avg_validation_pf,walk_forward_avg_test_pf,train_pnl,validation_pnl,validation_profit_factor,validation_closed_trades,test_pnl,test_profit_factor,test_closed_trades,trade_log_path,trade_analysis_path
trend,EMA trend continuation,single,-71.31987,17,23.52941,0.61333,0.10748,0.00000,-4.19529,28.28141,-14.18812,1.99332,7.76471,stop_loss,41.17647,1,0.00000,0.00000,trend_up_vol_high,56.56324,trend_up_vol_mid,-119.12746,52.94118,,2,0.00000,-14.45673,17.93186,0.14666,1.35729,-71.28250,-28.91346,0.29332,4,15.64309,1.35412,4,artifacts\jp225_trend_default_symbol_candidate_trades.csv,artifacts\jp225_trend_default_symbol_candidate_analysis.txt
momentum,Momentum confirmation,single,-12.74285,10,30.00000,0.92762,0.17453,0.00000,-1.27428,54.44045,-25.15203,2.16446,15.30000,trailing_stop,30.00000,1,0.00000,0.00000,trend_flat_vol_high,110.10268,trend_up_vol_high,-53.46553,30.00000,,2,50.00000,27.92964,98.94254,1.29989,72.94383,-140.64115,55.85927,2.59978,3,71.01290,141.30603,2,artifacts\jp225_momentum_default_symbol_candidate_trades.csv,artifacts\jp225_momentum_default_symbol_candidate_analysis.txt
mean_reversion,Intraday mean reversion,single,-36.24743,7,57.14286,0.22422,0.05624,0.00000,-5.17820,2.61917,-15.57470,0.16817,7.71429,structure_exit,42.85714,1,0.00000,0.00000,trend_flat_vol_high,5.00717,trend_down_vol_high,-26.97380,28.57143,,2,0.00000,0.62139,0.62139,499.50000,499.50000,-34.02308,1.24277,999.00000,1,0.00000,0.00000,0,artifacts\jp225_mean_reversion_default_symbol_candidate_trades.csv,artifacts\jp225_mean_reversion_default_symbol_candidate_analysis.txt
volatility_breakout,Generic volatility breakout,single,-170.74767,35,25.71429,0.59687,0.33175,0.00000,-4.87850,28.09012,-16.29072,1.72430,10.42857,signal_exit,37.14286,1,0.00000,0.00000,trend_up_vol_high,-9.56034,trend_flat_vol_high,-51.04310,31.42857,,2,50.00000,-9.14770,105.89274,0.87445,4.09854,-240.79806,25.25630,1.36567,7,83.90496,3.80163,7,artifacts\jp225_volatility_breakout_default_symbol_candidate_trades.csv,artifacts\jp225_volatility_breakout_default_symbol_candidate_analysis.txt
opening_range_breakout,Opening range breakout,single,-10.94471,3,33.33333,0.39063,0.01796,0.00000,-3.64824,7.01597,-8.98034,0.78126,3.00000,stop_loss,66.66667,1,0.00000,0.00000,trend_flat_vol_low,7.01597,trend_up_vol_low,-17.96068,66.66667,,2,0.00000,-13.46045,-0.99225,0.00000,499.50000,0.00000,-17.96068,0.00000,2,7.01597,999.00000,1,artifacts\jp225_opening_range_breakout_default_symbol_candidate_trades.csv,artifacts\jp225_opening_range_breakout_default_symbol_candidate_analysis.txt
jp225_volatility_short_breakdown_core_hours,JP225 short volatility breakdown limited to the strongest historical entry hours,single,317.72302,13,53.84615,4.42581,0.01301,0.00000,24.44023,58.63812,-15.45731,3.79355,13.61538,take_profit,46.15385,1,0.00000,0.00000,trend_down_vol_high,203.47895,trend_down_vol_mid,36.12217,46.15385,,2,0.00000,135.98521,71.16690,501.67399,500.86195,111.93505,122.09505,999.00000,2,55.16639,2.72390,3,artifacts\jp225_jp225_volatility_short_breakdown_core_hours_default_symbol_candidate_trades.csv,artifacts\jp225_jp225_volatility_short_breakdown_core_hours_default_symbol_candidate_analysis.txt
jp225_volatility_short_breakdown_asia_hours,JP225 short volatility breakdown focused on the strongest Asia-Europe handoff hours,single,267.08488,8,50.00000,4.28602,0.00401,0.00000,33.38561,87.09099,-20.31976,4.28602,14.62500,take_profit,50.00000,1,0.00000,0.00000,trend_down_vol_high,203.47895,trend_down_vol_mid,-14.51597,62.50000,,2,0.00000,106.93357,71.16690,501.34951,500.86195,118.87508,93.04341,999.00000,1,55.16639,2.72390,3,artifacts\jp225_jp225_volatility_short_breakdown_asia_hours_default_symbol_candidate_trades.csv,artifacts\jp225_jp225_volatility_short_breakdown_asia_hours_default_symbol_candidate_analysis.txt
volatility_short_breakdown,Generic short volatility breakdown,single,58.83227,58,34.48276,1.11044,0.06976,0.00000,1.01435,29.57665,-14.01844,2.10984,7.51724,structure_exit,22.41379,1,0.00000,0.00000,trend_down_vol_high,111.91472,trend_down_vol_mid,-56.77080,31.03448,,2,100.00000,72.00974,63.04846,1.62101,1.87216,-71.48091,50.22265,1.49991,12,47.29877,1.51192,8,artifacts\jp225_volatility_short_breakdown_default_symbol_candidate_trades.csv,artifacts\jp225_volatility_short_breakdown_default_symbol_candidate_analysis.txt
opening_range_short_breakdown,Opening range short breakdown,single,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\jp225_opening_range_short_breakdown_default_symbol_candidate_trades.csv,artifacts\jp225_opening_range_short_breakdown_default_symbol_candidate_analysis.txt
trend__exit_trend,EMA trend continuation with trend-runner exits,entry_exit_family,-63.52223,16,25.00000,0.65126,0.11217,0.00000,-3.97014,29.65629,-15.17895,1.95378,8.31250,stop_loss,43.75000,1,0.00000,0.00000,trend_up_vol_high,56.56324,trend_up_vol_mid,-119.12746,56.25000,,2,0.00000,-7.55817,24.83042,0.26827,1.53290,-77.28197,-15.11634,0.53655,3,15.64309,1.35412,4,artifacts\jp225_trend__exit_trend_default_symbol_candidate_trades.csv,artifacts\jp225_trend__exit_trend_default_symbol_candidate_analysis.txt
