name,description,archetype,realized_pnl,closed_trades,win_rate_pct,profit_factor,max_drawdown_pct,total_costs,expectancy,avg_win,avg_loss,payoff_ratio,avg_hold_bars,dominant_exit,dominant_exit_share_pct,component_count,combo_outperformance_score,combo_trade_overlap_pct,best_regime,best_regime_pnl,worst_regime,worst_regime_pnl,dominant_regime_share_pct,regime_filter_label,walk_forward_windows,walk_forward_pass_rate_pct,walk_forward_avg_validation_pnl,walk_forward_avg_test_pnl,walk_forward_avg_validation_pf,walk_forward_avg_test_pf,train_pnl,validation_pnl,validation_profit_factor,validation_closed_trades,test_pnl,test_profit_factor,test_closed_trades,trade_log_path,trade_analysis_path
stock_trend_breakout__5m_us,Stock trend breakout outside event blackout windows [5m_us],single,-0.62760,2,0.00000,0.00000,0.00084,1.01720,-0.31380,0.00000,-0.31380,0.00000,19.00000,time_stop,50.00000,1,0.00000,0.00000,trend_up_vol_high,-0.09893,trend_flat_vol_high,-0.52866,50.00000,,3,0.00000,0.00000,0.00000,0.00000,0.00000,-0.09893,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\msft_stock_trend_breakout__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\msft_stock_trend_breakout__5m_us_5m_us_symbol_candidate_analysis.txt
stock_news_momentum__5m_us,Stock post-news momentum on high-impact event days [5m_us],single,-52.56021,103,11.65049,0.09454,0.05321,52.42722,-0.51029,0.45733,-0.63789,0.71694,22.46602,structure_exit,37.86408,1,0.00000,0.00000,trend_up_vol_high,-22.48453,trend_flat_vol_high,-30.07568,52.42718,,3,0.00000,-12.36090,-14.54341,0.01472,0.08639,-13.47554,-13.17279,0.02904,20,-17.02303,0.06741,31,artifacts\msft_stock_news_momentum__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\msft_stock_news_momentum__5m_us_5m_us_symbol_candidate_analysis.txt
stock_post_earnings_drift__5m_us,Stock post-earnings drift continuation after the open [5m_us],single,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\msft_stock_post_earnings_drift__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\msft_stock_post_earnings_drift__5m_us_5m_us_symbol_candidate_analysis.txt
stock_gap_fade__5m_us,Stock gap fade after overextended opening move [5m_us],single,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\msft_stock_gap_fade__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\msft_stock_gap_fade__5m_us_5m_us_symbol_candidate_analysis.txt
stock_gap_and_go__5m_us,Stock gap-and-go continuation after the open [5m_us],single,-0.98042,2,0.00000,0.00000,0.00098,1.01667,-0.49021,0.00000,-0.49021,0.00000,5.00000,trailing_stop,100.00000,1,0.00000,0.00000,trend_up_vol_high,-0.47427,trend_flat_vol_high,-0.50615,50.00000,,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\msft_stock_gap_and_go__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\msft_stock_gap_and_go__5m_us_5m_us_symbol_candidate_analysis.txt
stock_power_hour_continuation__5m_us,Stock power-hour continuation into the close [5m_us],single,-73.87776,134,0.74627,0.02553,0.07381,68.24323,-0.55133,1.93559,-0.57003,3.39562,9.52239,stop_loss,29.10448,1,0.00000,0.00000,trend_flat_vol_high,-6.93054,trend_up_vol_mid,-24.14635,33.58209,,3,0.00000,-21.55189,-13.32314,0.00000,0.00000,-26.59870,-18.91824,0.00000,32,-13.75671,0.00000,25,artifacts\msft_stock_power_hour_continuation__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\msft_stock_power_hour_continuation__5m_us_5m_us_symbol_candidate_analysis.txt
momentum__5m_us,Momentum confirmation [5m_us],single,-119.24886,224,2.67857,0.02032,0.11918,114.05069,-0.53236,0.41230,-0.55836,0.73841,13.61161,trailing_stop,29.46429,1,0.00000,0.00000,trend_up_vol_low,-1.94797,trend_flat_vol_mid,-32.42857,26.78571,,3,0.00000,-26.75185,-30.12223,0.00089,0.02896,-39.46894,-25.32909,0.00000,46,-33.73957,0.02638,62,artifacts\msft_momentum__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\msft_momentum__5m_us_5m_us_symbol_candidate_analysis.txt
mean_reversion__5m_us,Intraday mean reversion away from event windows [5m_us],single,-46.09067,85,2.35294,0.00514,0.04616,43.25449,-0.54224,0.11902,-0.55818,0.21323,9.72941,structure_exit,63.52941,1,0.00000,0.00000,trend_flat_vol_mid,-2.79566,trend_flat_vol_high,-16.33596,34.11765,,3,0.00000,-13.62214,-17.83392,0.00000,0.00922,-4.58273,-15.48604,0.00000,27,-17.12900,0.01371,31,artifacts\msft_mean_reversion__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\msft_mean_reversion__5m_us_5m_us_symbol_candidate_analysis.txt
volatility_breakout__5m_us,Generic volatility breakout outside event blackout windows [5m_us],single,-135.66037,243,2.05761,0.00344,0.13547,123.75713,-0.55827,0.09365,-0.57197,0.16374,8.49383,signal_exit,36.62551,1,0.00000,0.00000,trend_flat_vol_low,-3.90459,trend_up_vol_mid,-43.77379,32.92181,,3,0.00000,-37.25278,-28.69830,0.00128,0.01029,-49.27497,-37.81542,0.00385,60,-28.58812,0.00883,53,artifacts\msft_volatility_breakout__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\msft_volatility_breakout__5m_us_5m_us_symbol_candidate_analysis.txt
stock_trend_breakout__5m_us__exit_trend,Stock trend breakout outside event blackout windows [5m_us] with trend-runner exits,entry_exit_family,-0.55862,2,50.00000,0.09114,0.00093,1.01721,-0.27931,0.05602,-0.61464,0.09114,20.50000,stale_breakout,50.00000,1,0.00000,0.00000,trend_up_vol_high,0.05602,trend_flat_vol_high,-0.61464,50.00000,,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.05602,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\msft_stock_trend_breakout__5m_us__exit_trend_5m_us_symbol_candidate_trades.csv,artifacts\msft_stock_trend_breakout__5m_us__exit_trend_5m_us_symbol_candidate_analysis.txt
stock_trend_breakout__5m_us__exit_fastfail,Stock trend breakout outside event blackout windows [5m_us] with fast-fail exits,entry_exit_family,-0.72857,2,0.00000,0.00000,0.00084,1.01719,-0.36428,0.00000,-0.36428,0.00000,18.50000,time_stop,50.00000,1,0.00000,0.00000,trend_up_vol_high,-0.19990,trend_flat_vol_high,-0.52866,50.00000,,3,0.00000,0.00000,0.00000,0.00000,0.00000,-0.19990,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\msft_stock_trend_breakout__5m_us__exit_fastfail_5m_us_symbol_candidate_trades.csv,artifacts\msft_stock_trend_breakout__5m_us__exit_fastfail_5m_us_symbol_candidate_analysis.txt
stock_news_momentum__5m_us__exit_trend,Stock post-news momentum on high-impact event days [5m_us] with trend-runner exits,entry_exit_family,-53.58261,100,10.00000,0.07594,0.05436,50.90355,-0.53583,0.44035,-0.64429,0.68347,28.58000,stale_breakout,46.00000,1,0.00000,0.00000,trend_up_vol_high,-22.58862,trend_flat_vol_high,-30.99400,53.00000,,3,0.00000,-13.03220,-14.69041,0.01714,0.11164,-13.44119,-14.24108,0.01255,20,-16.38911,0.10646,30,artifacts\msft_stock_news_momentum__5m_us__exit_trend_5m_us_symbol_candidate_trades.csv,artifacts\msft_stock_news_momentum__5m_us__exit_trend_5m_us_symbol_candidate_analysis.txt
stock_news_momentum__5m_us__exit_fastfail,Stock post-news momentum on high-impact event days [5m_us] with fast-fail exits,entry_exit_family,-55.65619,106,9.43396,0.05969,0.05574,53.95354,-0.52506,0.35330,-0.61655,0.57303,18.14151,structure_exit,39.62264,1,0.00000,0.00000,trend_up_vol_high,-25.40080,trend_flat_vol_high,-30.25538,51.88679,,3,0.00000,-12.23885,-16.07571,0.00470,0.03524,-14.45557,-13.20758,0.00516,20,-18.27318,0.03194,32,artifacts\msft_stock_news_momentum__5m_us__exit_fastfail_5m_us_symbol_candidate_trades.csv,artifacts\msft_stock_news_momentum__5m_us__exit_fastfail_5m_us_symbol_candidate_analysis.txt
stock_post_earnings_drift__5m_us__exit_trend,Stock post-earnings drift continuation after the open [5m_us] with trend-runner exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\msft_stock_post_earnings_drift__5m_us__exit_trend_5m_us_symbol_candidate_trades.csv,artifacts\msft_stock_post_earnings_drift__5m_us__exit_trend_5m_us_symbol_candidate_analysis.txt
