setup_name,trades,closed_trades,realized_pnl,win_rate_pct,profit_factor,max_drawdown_pct,total_costs,kill_switch_triggered
trend_pullback,2,1,-0.27940,0.00000,0.00000,0.00054,0.51136,False
opening_drive_reclaim,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,False
trend_continuation_breakout,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,False
post_pullback_continuation,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,False
late_session_breakout,6,3,-0.35170,0.00000,0.00000,0.00112,1.53623,False
vwap_reclaim_continuation,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,False
