name,description,archetype,realized_pnl,closed_trades,win_rate_pct,profit_factor,max_drawdown_pct,total_costs,expectancy,sharpe_ratio,sortino_ratio,calmar_ratio,avg_win,avg_loss,payoff_ratio,avg_hold_bars,dominant_exit,dominant_exit_share_pct,component_count,combo_outperformance_score,combo_trade_overlap_pct,best_regime,best_unified_regime,best_regime_pnl,worst_regime,worst_unified_regime,worst_regime_pnl,dominant_regime_share_pct,regime_stability_score,regime_loss_ratio,regime_trade_count_by_label,regime_pnl_by_label,regime_pf_by_label,regime_win_rate_by_label,regime_filter_label,broker_swap_available,broker_swap_long,broker_swap_short,broker_preferred_carry_side,broker_carry_spread,mc_simulations,mc_pnl_median,mc_pnl_p05,mc_pnl_p95,mc_max_drawdown_pct_median,mc_max_drawdown_pct_p95,mc_loss_probability_pct,walk_forward_windows,walk_forward_pass_rate_pct,walk_forward_avg_validation_pnl,walk_forward_avg_test_pnl,walk_forward_avg_validation_pf,walk_forward_avg_test_pf,train_pnl,validation_pnl,validation_profit_factor,validation_closed_trades,test_pnl,test_profit_factor,test_closed_trades,trade_log_path,trade_analysis_path
trend__5m_open,EMA trend continuation [5m_open],single,-1.39546,19,0.00000,0.00000,0.00140,0.96819,-0.07345,-4.13261,-0.97337,-1.00000,0.00000,-0.07345,0.00000,3.15789,stop_loss,94.73684,1,0.00000,0.00000,trend_up_vol_low,orderly_trend,-0.61745,trend_up_vol_mid,orderly_trend,-0.77801,57.89474,0.00000,999.00000,"{""trend_up_vol_low"": 8, ""trend_up_vol_mid"": 11}","{""trend_up_vol_low"": -0.6174459405340007, ""trend_up_vol_mid"": -0.7780097793039967}","{""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}",,1,-1048.07000,43.61000,short,-1091.68000,500,-1.40731,-1.49079,-1.27131,0.00141,0.00149,100.00000,2,0.00000,-0.30957,-0.26462,0.00000,0.00000,-0.49873,-0.23185,0.00000,3,-0.30139,0.00000,4,artifacts\research\us30\candidates\trend__5m_open_5m_open_symbol_candidate_trades.csv,artifacts\research\us30\candidates\trend__5m_open_5m_open_symbol_candidate_analysis.txt
momentum__5m_open,Momentum confirmation [5m_open],single,-2.17406,28,3.57143,0.00551,0.00217,1.42692,-0.07764,-2.57911,-0.91806,-1.00000,0.01206,-0.08097,0.14890,7.53571,stop_loss,64.28571,1,0.00000,0.00000,trend_flat_vol_low,compressed_range,-0.04087,trend_flat_vol_mid,orderly_range,-0.86915,35.71429,0.00000,999.00000,"{""trend_flat_vol_high"": 7, ""trend_flat_vol_low"": 1, ""trend_flat_vol_mid"": 10, ""trend_up_vol_high"": 5, ""trend_up_vol_low"": 1, ""trend_up_vol_mid"": 4}","{""trend_flat_vol_high"": -0.41320476291500213, ""trend_flat_vol_low"": -0.04086996933800005, ""trend_flat_vol_mid"": -0.8691461826079978, ""trend_up_vol_high"": -0.45942734680299924, ""trend_up_vol_low"": -0.07349836999399983, ""trend_up_vol_mid"": -0.31791080074802014}","{""trend_flat_vol_high"": 0.028350525353244532, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_high"": 14.285714285714285, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}",,1,-1048.07000,43.61000,short,-1091.68000,500,-2.17761,-2.43746,-1.95210,0.00218,0.00244,100.00000,2,0.00000,-0.42907,-0.68481,0.02825,0.00000,-1.00755,-0.34956,0.03334,6,-0.73358,0.00000,8,artifacts\research\us30\candidates\momentum__5m_open_5m_open_symbol_candidate_trades.csv,artifacts\research\us30\candidates\momentum__5m_open_5m_open_symbol_candidate_analysis.txt
mean_reversion__5m_open,Intraday mean reversion [5m_open],single,-0.42291,5,0.00000,0.00000,0.00042,0.25477,-0.08458,-3.73172,-0.97246,-1.00000,0.00000,-0.08458,0.00000,2.40000,stop_loss,60.00000,1,0.00000,0.00000,trend_down_vol_mid,orderly_trend,-0.08048,trend_flat_vol_high,dislocated_chop,-0.17138,40.00000,0.00000,999.00000,"{""trend_down_vol_mid"": 1, ""trend_flat_vol_high"": 2, ""trend_flat_vol_mid"": 2}","{""trend_down_vol_mid"": -0.08047580013200023, ""trend_flat_vol_high"": -0.17138276047599932, ""trend_flat_vol_mid"": -0.17105238076402013}","{""trend_down_vol_mid"": 0.0, ""trend_flat_vol_high"": 0.0, ""trend_flat_vol_mid"": 0.0}","{""trend_down_vol_mid"": 0.0, ""trend_flat_vol_high"": 0.0, ""trend_flat_vol_mid"": 0.0}",,1,-1048.07000,43.61000,short,-1091.68000,500,-0.42291,-0.49639,-0.35049,0.00042,0.00050,100.00000,2,0.00000,-0.05382,-0.11723,0.00000,0.00000,-0.14319,-0.10764,0.00000,1,-0.06341,0.00000,1,artifacts\research\us30\candidates\mean_reversion__5m_open_5m_open_symbol_candidate_trades.csv,artifacts\research\us30\candidates\mean_reversion__5m_open_5m_open_symbol_candidate_analysis.txt
volatility_breakout__5m_open,Generic volatility breakout [5m_open],single,-2.28918,32,3.12500,0.00027,0.00227,1.63075,-0.07154,-2.63542,-0.92205,-1.00752,0.00062,-0.07386,0.00834,7.31250,stop_loss,50.00000,1,0.00000,0.00000,trend_flat_vol_low,compressed_range,-0.12243,trend_flat_vol_mid,orderly_range,-0.89578,31.25000,0.00000,999.00000,"{""trend_flat_vol_high"": 7, ""trend_flat_vol_low"": 2, ""trend_flat_vol_mid"": 10, ""trend_up_vol_high"": 5, ""trend_up_vol_low"": 2, ""trend_up_vol_mid"": 6}","{""trend_flat_vol_high"": -0.4360174633670027, ""trend_flat_vol_low"": -0.12243390948999994, ""trend_flat_vol_mid"": -0.8957811381409984, ""trend_up_vol_high"": -0.27458399670676104, ""trend_up_vol_low"": -0.14714957999200043, ""trend_up_vol_mid"": -0.4132186294020005}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.0022395065330424206, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 20.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}",,1,-1048.07000,43.61000,short,-1091.68000,500,-2.29390,-2.55045,-2.04650,0.00229,0.00255,100.00000,2,0.00000,-0.37549,-0.60707,0.00000,0.00000,-1.05352,-0.50610,0.00000,8,-0.47411,0.00000,6,artifacts\research\us30\candidates\volatility_breakout__5m_open_5m_open_symbol_candidate_trades.csv,artifacts\research\us30\candidates\volatility_breakout__5m_open_5m_open_symbol_candidate_analysis.txt
opening_range_breakout__5m_open,Opening range breakout [5m_open],single,-1.60950,22,0.00000,0.00000,0.00161,1.12137,-0.07316,-3.89097,-0.96989,-1.00000,0.00000,-0.07316,0.00000,3.13636,stop_loss,86.36364,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,-0.06156,trend_up_vol_mid,orderly_trend,-0.71427,45.45455,0.00000,999.00000,"{""trend_flat_vol_high"": 1, ""trend_flat_vol_low"": 1, ""trend_flat_vol_mid"": 5, ""trend_up_vol_high"": 4, ""trend_up_vol_low"": 1, ""trend_up_vol_mid"": 10}","{""trend_flat_vol_high"": -0.06155955975199988, ""trend_flat_vol_low"": -0.07903439010200018, ""trend_flat_vol_mid"": -0.3238880090859995, ""trend_up_vol_high"": -0.3611559763129981, ""trend_up_vol_low"": -0.06959856991400025, ""trend_up_vol_mid"": -0.7142664754010597}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}",,1,-1048.07000,43.61000,short,-1091.68000,500,-1.61283,-1.74359,-1.45170,0.00161,0.00174,100.00000,2,0.00000,-0.54575,-0.20223,0.00000,0.00000,-0.89293,-0.55670,0.00000,7,-0.15987,0.00000,2,artifacts\research\us30\candidates\opening_range_breakout__5m_open_5m_open_symbol_candidate_trades.csv,artifacts\research\us30\candidates\opening_range_breakout__5m_open_5m_open_symbol_candidate_analysis.txt
volatility_short_breakdown__5m_open,Generic short volatility breakdown [5m_open],single,-2.97780,42,2.38095,0.00560,0.00298,2.13992,-0.07090,-3.01437,-0.93944,-1.00000,0.01676,-0.07304,0.22950,3.21429,stop_loss,71.42857,1,0.00000,0.00000,trend_up_vol_low,orderly_trend,-0.07399,trend_flat_vol_mid,orderly_range,-1.11072,35.71429,0.00000,999.00000,"{""trend_down_vol_high"": 2, ""trend_down_vol_low"": 5, ""trend_down_vol_mid"": 6, ""trend_flat_vol_high"": 4, ""trend_flat_vol_low"": 9, ""trend_flat_vol_mid"": 15, ""trend_up_vol_low"": 1}","{""trend_down_vol_high"": -0.21476452134400076, ""trend_down_vol_low"": -0.3619536698499999, ""trend_down_vol_mid"": -0.3104839272486579, ""trend_flat_vol_high"": -0.2280163736570004, ""trend_flat_vol_low"": -0.6778737954523211, ""trend_flat_vol_mid"": -1.1107150150649996, ""trend_up_vol_low"": -0.07398880000399957}","{""trend_down_vol_high"": 0.0, ""trend_down_vol_low"": 0.0, ""trend_down_vol_mid"": 0.05122236420755129, ""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_low"": 0.0}","{""trend_down_vol_high"": 0.0, ""trend_down_vol_low"": 0.0, ""trend_down_vol_mid"": 16.666666666666664, ""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_low"": 0.0}",,1,-1048.07000,43.61000,short,-1091.68000,500,-2.98877,-3.20559,-2.67325,0.00299,0.00321,100.00000,2,0.00000,-0.47490,-0.92081,0.00000,0.00786,-1.19767,-0.50512,0.00000,7,-1.04908,0.01573,16,artifacts\research\us30\candidates\volatility_short_breakdown__5m_open_5m_open_symbol_candidate_trades.csv,artifacts\research\us30\candidates\volatility_short_breakdown__5m_open_5m_open_symbol_candidate_analysis.txt
opening_range_short_breakdown__5m_open,Opening range short breakdown [5m_open],single,-1.48811,20,0.00000,0.00000,0.00149,1.01911,-0.07441,-3.17622,-0.95600,-1.00000,0.00000,-0.07441,0.00000,3.20000,stop_loss,75.00000,1,0.00000,0.00000,trend_down_vol_high,trend_expansion,-0.20652,trend_flat_vol_mid,orderly_range,-0.46212,35.00000,0.00000,999.00000,"{""trend_down_vol_high"": 2, ""trend_down_vol_low"": 3, ""trend_down_vol_mid"": 4, ""trend_flat_vol_low"": 4, ""trend_flat_vol_mid"": 7}","{""trend_down_vol_high"": -0.20651781117399942, ""trend_down_vol_low"": -0.22519584007199978, ""trend_down_vol_mid"": -0.28952156488099945, ""trend_flat_vol_low"": -0.3047508638846619, ""trend_flat_vol_mid"": -0.46211941860397887}","{""trend_down_vol_high"": 0.0, ""trend_down_vol_low"": 0.0, ""trend_down_vol_mid"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0}","{""trend_down_vol_high"": 0.0, ""trend_down_vol_low"": 0.0, ""trend_down_vol_mid"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0}",,1,-1048.07000,43.61000,short,-1091.68000,500,-1.47283,-1.68298,-1.32331,0.00147,0.00168,100.00000,2,0.00000,-0.28213,-0.27143,0.00000,0.00000,-0.85832,-0.26897,0.00000,4,-0.28157,0.00000,3,artifacts\research\us30\candidates\opening_range_short_breakdown__5m_open_5m_open_symbol_candidate_trades.csv,artifacts\research\us30\candidates\opening_range_short_breakdown__5m_open_5m_open_symbol_candidate_analysis.txt
trend__5m_open__exit_trend,EMA trend continuation [5m_open] with trend-runner exits,entry_exit_family,-1.39546,19,0.00000,0.00000,0.00140,0.96819,-0.07345,-4.13261,-0.97337,-1.00000,0.00000,-0.07345,0.00000,3.15789,stop_loss,94.73684,1,0.00000,0.00000,trend_up_vol_low,orderly_trend,-0.61745,trend_up_vol_mid,orderly_trend,-0.77801,57.89474,0.00000,999.00000,"{""trend_up_vol_low"": 8, ""trend_up_vol_mid"": 11}","{""trend_up_vol_low"": -0.6174459405340007, ""trend_up_vol_mid"": -0.7780097793039967}","{""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}",,1,-1048.07000,43.61000,short,-1091.68000,500,-1.40731,-1.49079,-1.27131,0.00141,0.00149,100.00000,2,0.00000,-0.30957,-0.26462,0.00000,0.00000,-0.49873,-0.23185,0.00000,3,-0.30139,0.00000,4,artifacts\research\us30\candidates\trend__5m_open__exit_trend_5m_open_symbol_candidate_trades.csv,artifacts\research\us30\candidates\trend__5m_open__exit_trend_5m_open_symbol_candidate_analysis.txt
trend__5m_open__exit_fastfail,EMA trend continuation [5m_open] with fast-fail exits,entry_exit_family,-1.39546,19,0.00000,0.00000,0.00140,0.96819,-0.07345,-4.13261,-0.97337,-1.00000,0.00000,-0.07345,0.00000,3.15789,stop_loss,89.47368,1,0.00000,0.00000,trend_up_vol_low,orderly_trend,-0.61745,trend_up_vol_mid,orderly_trend,-0.77801,57.89474,0.00000,999.00000,"{""trend_up_vol_low"": 8, ""trend_up_vol_mid"": 11}","{""trend_up_vol_low"": -0.6174459405340007, ""trend_up_vol_mid"": -0.7780097793039967}","{""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}",,1,-1048.07000,43.61000,short,-1091.68000,500,-1.40731,-1.49079,-1.27131,0.00141,0.00149,100.00000,2,0.00000,-0.30957,-0.26462,0.00000,0.00000,-0.49873,-0.23185,0.00000,3,-0.30139,0.00000,4,artifacts\research\us30\candidates\trend__5m_open__exit_fastfail_5m_open_symbol_candidate_trades.csv,artifacts\research\us30\candidates\trend__5m_open__exit_fastfail_5m_open_symbol_candidate_analysis.txt
momentum__5m_open__exit_trend,Momentum confirmation [5m_open] with trend-runner exits,entry_exit_family,-2.23244,28,3.57143,0.01381,0.00223,1.42691,-0.07973,-2.68581,-0.92451,-1.00000,0.03125,-0.08384,0.37274,8.03571,stop_loss,67.85714,1,0.00000,0.00000,trend_flat_vol_low,compressed_range,-0.04087,trend_flat_vol_mid,orderly_range,-0.86915,35.71429,0.00000,999.00000,"{""trend_flat_vol_high"": 7, ""trend_flat_vol_low"": 1, ""trend_flat_vol_mid"": 10, ""trend_up_vol_high"": 5, ""trend_up_vol_low"": 1, ""trend_up_vol_mid"": 4}","{""trend_flat_vol_high"": -0.47158724408300123, ""trend_flat_vol_low"": -0.04086996933800005, ""trend_flat_vol_mid"": -0.8691461826079978, ""trend_up_vol_high"": -0.45942734680299924, ""trend_up_vol_low"": -0.07349836999399983, ""trend_up_vol_mid"": -0.31791080074802014}","{""trend_flat_vol_high"": 0.06214849659722881, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_high"": 14.285714285714285, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}",,1,-1048.07000,43.61000,short,-1091.68000,500,-2.24172,-2.48273,-1.99376,0.00225,0.00248,100.00000,2,0.00000,-0.45012,-0.72325,0.06219,0.00000,-1.00825,-0.40725,0.07127,6,-0.73358,0.00000,8,artifacts\research\us30\candidates\momentum__5m_open__exit_trend_5m_open_symbol_candidate_trades.csv,artifacts\research\us30\candidates\momentum__5m_open__exit_trend_5m_open_symbol_candidate_analysis.txt
