name,description,archetype,realized_pnl,closed_trades,win_rate_pct,profit_factor,max_drawdown_pct,total_costs,expectancy,avg_win,avg_loss,payoff_ratio,avg_hold_bars,dominant_exit,dominant_exit_share_pct,component_count,combo_outperformance_score,combo_trade_overlap_pct,best_regime,best_regime_pnl,worst_regime,worst_regime_pnl,dominant_regime_share_pct,regime_stability_score,regime_loss_ratio,regime_trade_count_by_label,regime_pnl_by_label,regime_pf_by_label,regime_win_rate_by_label,regime_filter_label,walk_forward_windows,walk_forward_pass_rate_pct,walk_forward_avg_validation_pnl,walk_forward_avg_test_pnl,walk_forward_avg_validation_pf,walk_forward_avg_test_pf,train_pnl,validation_pnl,validation_profit_factor,validation_closed_trades,test_pnl,test_profit_factor,test_closed_trades,trade_log_path,trade_analysis_path
stock_premarket_sweep_reversal__15m_midday__exit_trend,Stock premarket sweep reversal after failed opening extension [15m_midday] with trend-runner exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\msft\candidates\stock_premarket_sweep_reversal__15m_midday__exit_trend_15m_midday_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_premarket_sweep_reversal__15m_midday__exit_trend_15m_midday_symbol_candidate_analysis.txt
stock_premarket_sweep_reversal__15m_midday__exit_fastfail,Stock premarket sweep reversal after failed opening extension [15m_midday] with fast-fail exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\msft\candidates\stock_premarket_sweep_reversal__15m_midday__exit_fastfail_15m_midday_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_premarket_sweep_reversal__15m_midday__exit_fastfail_15m_midday_symbol_candidate_analysis.txt
momentum__15m_midday__exit_trend,Momentum confirmation [15m_midday] with trend-runner exits,entry_exit_family,-38.62350,66,12.12121,0.08532,0.03835,33.61217,-0.58520,0.45032,-0.72804,0.61854,9.01515,stop_loss,36.36364,1,0.00000,0.00000,trend_flat_vol_low,-0.65205,trend_up_vol_high,-14.93786,40.90909,0.00000,999.00000,"{""trend_flat_vol_high"": 13, ""trend_flat_vol_low"": 1, ""trend_flat_vol_mid"": 7, ""trend_up_vol_high"": 27, ""trend_up_vol_mid"": 18}","{""trend_flat_vol_high"": -6.232182410183465, ""trend_flat_vol_low"": -0.6520507172519616, ""trend_flat_vol_mid"": -2.8866666036670905, ""trend_up_vol_high"": -14.937860976545059, ""trend_up_vol_mid"": -13.914735894326133}","{""trend_flat_vol_high"": 0.06350844264777376, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.06998755706274899, ""trend_up_vol_high"": 0.165508357282544, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_high"": 7.6923076923076925, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 14.285714285714285, ""trend_up_vol_high"": 22.22222222222222, ""trend_up_vol_mid"": 0.0}",,3,0.00000,-10.19776,-7.00723,0.01453,0.23706,-16.30038,-10.06041,0.03284,16,-7.71164,0.21330,15,artifacts\research\msft\candidates\momentum__15m_midday__exit_trend_15m_midday_symbol_candidate_trades.csv,artifacts\research\msft\candidates\momentum__15m_midday__exit_trend_15m_midday_symbol_candidate_analysis.txt
momentum__15m_midday__exit_fastfail,Momentum confirmation [15m_midday] with fast-fail exits,entry_exit_family,-38.33784,68,8.82353,0.05088,0.03818,34.62953,-0.56379,0.34255,-0.65150,0.52579,7.88235,structure_exit,33.82353,1,0.00000,0.00000,trend_flat_vol_low,-0.65205,trend_up_vol_high,-16.32095,44.11765,0.00000,999.00000,"{""trend_flat_vol_high"": 13, ""trend_flat_vol_low"": 1, ""trend_flat_vol_mid"": 7, ""trend_up_vol_high"": 30, ""trend_up_vol_mid"": 17}","{""trend_flat_vol_high"": -5.720001436712587, ""trend_flat_vol_low"": -0.6520507172519616, ""trend_flat_vol_mid"": -2.6927873668800597, ""trend_up_vol_high"": -16.32094723964526, ""trend_up_vol_mid"": -12.952054238901672}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.07465045479726841, ""trend_up_vol_high"": 0.10122083480795796, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 14.285714285714285, ""trend_up_vol_high"": 16.666666666666664, ""trend_up_vol_mid"": 0.0}",,3,0.00000,-8.90030,-7.59075,0.01165,0.15307,-15.62811,-8.33505,0.03049,16,-8.86496,0.12856,16,artifacts\research\msft\candidates\momentum__15m_midday__exit_fastfail_15m_midday_symbol_candidate_trades.csv,artifacts\research\msft\candidates\momentum__15m_midday__exit_fastfail_15m_midday_symbol_candidate_analysis.txt
stock_trend_breakout_sweep_balanced__5m_us,Stock trend breakout sweep balanced [5m_us],parameter_sweep,-104.07229,170,3.52941,0.01367,0.10399,86.53096,-0.61219,0.24048,-0.64339,0.37378,14.11176,stop_loss,33.52941,1,0.00000,0.00000,trend_down_vol_mid,-0.73784,trend_flat_vol_high,-32.25180,31.17647,0.00000,999.00000,"{""trend_down_vol_high"": 4, ""trend_down_vol_mid"": 1, ""trend_flat_vol_high"": 53, ""trend_flat_vol_mid"": 32, ""trend_up_vol_high"": 44, ""trend_up_vol_mid"": 36}","{""trend_down_vol_high"": -2.6565046594359787, ""trend_down_vol_mid"": -0.7378447864408684, ""trend_flat_vol_high"": -32.25180441045792, ""trend_flat_vol_mid"": -20.145262457649924, ""trend_up_vol_high"": -25.526580385520862, ""trend_up_vol_mid"": -22.754289482442612}","{""trend_down_vol_high"": 0.0, ""trend_down_vol_mid"": 0.0, ""trend_flat_vol_high"": 0.03025011867984372, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.016825270881955075, ""trend_up_vol_mid"": 0.0}","{""trend_down_vol_high"": 0.0, ""trend_down_vol_mid"": 0.0, ""trend_flat_vol_high"": 5.660377358490567, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 6.8181818181818175, ""trend_up_vol_mid"": 0.0}",,3,0.00000,-14.49462,-27.27489,0.00647,0.04280,-32.84642,-14.71020,0.01253,25,-30.42144,0.03916,49,artifacts\research\msft\candidates\stock_trend_breakout_sweep_balanced__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_trend_breakout_sweep_balanced__5m_us_5m_us_symbol_candidate_analysis.txt
stock_trend_breakout_sweep_dense__5m_us,Stock trend breakout sweep dense [5m_us],parameter_sweep,-145.36675,237,3.37553,0.00983,0.14544,120.67558,-0.61336,0.18037,-0.64109,0.28135,14.88608,stop_loss,37.55274,1,0.00000,0.00000,trend_down_vol_mid,-2.68040,trend_up_vol_mid,-48.80444,32.06751,0.00000,999.00000,"{""trend_down_vol_high"": 12, ""trend_down_vol_mid"": 4, ""trend_flat_vol_high"": 48, ""trend_flat_vol_mid"": 57, ""trend_up_vol_high"": 40, ""trend_up_vol_mid"": 76}","{""trend_down_vol_high"": -7.650453110541013, ""trend_down_vol_mid"": -2.68040084318766, ""trend_flat_vol_high"": -28.031915710223682, ""trend_flat_vol_mid"": -35.22338237861629, ""trend_up_vol_high"": -22.976156937273963, ""trend_up_vol_mid"": -48.80444321855015}","{""trend_down_vol_high"": 0.009772492147052976, ""trend_down_vol_mid"": 0.0, ""trend_flat_vol_high"": 0.031434397479752824, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.019531779884256795, ""trend_up_vol_mid"": 0.0}","{""trend_down_vol_high"": 8.333333333333332, ""trend_down_vol_mid"": 0.0, ""trend_flat_vol_high"": 6.25, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 10.0, ""trend_up_vol_mid"": 0.0}",,3,0.00000,-25.18672,-31.52648,0.00382,0.03555,-54.97803,-26.27501,0.00705,44,-32.73096,0.03591,54,artifacts\research\msft\candidates\stock_trend_breakout_sweep_dense__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_trend_breakout_sweep_dense__5m_us_5m_us_symbol_candidate_analysis.txt
stock_trend_breakout_sweep_selective__5m_us,Stock trend breakout sweep selective [5m_us],parameter_sweep,-69.51719,118,6.77966,0.03475,0.06943,60.05620,-0.58913,0.31287,-0.65473,0.47786,15.74576,time_stop,26.27119,1,0.00000,0.00000,trend_down_vol_high,-0.19715,trend_up_vol_high,-30.45316,44.91525,0.00000,999.00000,"{""trend_down_vol_high"": 1, ""trend_flat_vol_high"": 48, ""trend_flat_vol_mid"": 6, ""trend_up_vol_high"": 53, ""trend_up_vol_mid"": 10}","{""trend_down_vol_high"": -0.19714956713075504, ""trend_flat_vol_high"": -28.64861270469543, ""trend_flat_vol_mid"": -4.433477241874565, ""trend_up_vol_high"": -30.45315724182776, ""trend_up_vol_mid"": -5.784794586077322}","{""trend_down_vol_high"": 0.0, ""trend_flat_vol_high"": 0.033925660785561224, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.03531288463906357, ""trend_up_vol_mid"": 0.061962806950125}","{""trend_down_vol_high"": 0.0, ""trend_flat_vol_high"": 6.25, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 7.547169811320755, ""trend_up_vol_mid"": 10.0}",,3,0.00000,-9.07656,-17.51937,0.01800,0.07306,-21.66201,-9.27871,0.04309,17,-19.86436,0.05875,33,artifacts\research\msft\candidates\stock_trend_breakout_sweep_selective__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_trend_breakout_sweep_selective__5m_us_5m_us_symbol_candidate_analysis.txt
stock_gap_and_go_sweep_balanced__5m_us,Stock gap-and-go sweep balanced [5m_us],parameter_sweep,-16.40093,30,10.00000,0.06723,0.01640,15.27110,-0.54670,0.39404,-0.65122,0.60508,22.93333,trailing_stop,30.00000,1,0.00000,0.00000,trend_flat_vol_mid,-0.54449,trend_up_vol_high,-8.64380,53.33333,0.00000,999.00000,"{""trend_flat_vol_high"": 10, ""trend_flat_vol_mid"": 1, ""trend_up_vol_high"": 16, ""trend_up_vol_mid"": 3}","{""trend_flat_vol_high"": -4.961446117767554, ""trend_flat_vol_mid"": -0.5444906536142482, ""trend_up_vol_high"": -8.643804291921414, ""trend_up_vol_mid"": -2.2511931333786306}","{""trend_flat_vol_high"": 0.13447331885072575, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.045420892105003316, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_high"": 10.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 12.5, ""trend_up_vol_mid"": 0.0}",,3,0.00000,-2.48624,-3.02173,0.00000,0.24841,-5.40394,-2.45238,0.00000,4,-2.95194,0.27459,7,artifacts\research\msft\candidates\stock_gap_and_go_sweep_balanced__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_and_go_sweep_balanced__5m_us_5m_us_symbol_candidate_analysis.txt
stock_gap_and_go_sweep_dense__5m_us,Stock gap-and-go sweep dense [5m_us],parameter_sweep,-18.71340,35,8.57143,0.05942,0.01871,17.81228,-0.53467,0.39404,-0.62174,0.63378,21.45714,stop_loss,31.42857,1,0.00000,0.00000,trend_flat_vol_mid,-1.11778,trend_up_vol_high,-6.86647,37.14286,0.00000,999.00000,"{""trend_flat_vol_high"": 11, ""trend_flat_vol_mid"": 2, ""trend_up_vol_high"": 13, ""trend_up_vol_mid"": 9}","{""trend_flat_vol_high"": -5.26273045510574, ""trend_flat_vol_mid"": -1.117782077586928, ""trend_up_vol_high"": -6.866469210568871, ""trend_up_vol_mid"": -5.46641838639798}","{""trend_flat_vol_high"": 0.12775843773038875, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.05651333653382036, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_high"": 9.090909090909092, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 15.384615384615385, ""trend_up_vol_mid"": 0.0}",,3,0.00000,-2.45421,-3.46541,0.00000,0.22268,-6.50852,-2.38834,0.00000,4,-3.62100,0.23582,8,artifacts\research\msft\candidates\stock_gap_and_go_sweep_dense__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_and_go_sweep_dense__5m_us_5m_us_symbol_candidate_analysis.txt
stock_gap_and_go_sweep_selective__5m_us,Stock gap-and-go sweep selective [5m_us],parameter_sweep,-10.16007,20,15.00000,0.10422,0.01016,10.17810,-0.50800,0.39404,-0.66719,0.59060,28.50000,trailing_stop,30.00000,1,0.00000,0.00000,trend_flat_vol_high,-3.26399,trend_up_vol_high,-6.89608,65.00000,0.00000,999.00000,"{""trend_flat_vol_high"": 7, ""trend_up_vol_high"": 13}","{""trend_flat_vol_high"": -3.2639894296051564, ""trend_up_vol_high"": -6.8960802932446965}","{""trend_flat_vol_high"": 0.19104638311191358, ""trend_up_vol_high"": 0.05628433199420066}","{""trend_flat_vol_high"": 14.285714285714285, ""trend_up_vol_high"": 15.384615384615385}",,3,0.00000,-1.75300,-1.54673,0.00000,0.39171,-3.18385,-1.89971,0.00000,3,-1.47694,0.43071,5,artifacts\research\msft\candidates\stock_gap_and_go_sweep_selective__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_and_go_sweep_selective__5m_us_5m_us_symbol_candidate_analysis.txt
stock_power_hour_sweep_balanced__5m_us,Stock power-hour continuation sweep balanced [5m_us],parameter_sweep,-64.60640,110,0.90909,0.02811,0.06452,56.02462,-0.58733,1.86839,-0.60986,3.06364,7.44545,stop_loss,60.00000,1,0.00000,0.00000,trend_flat_vol_high,-1.49262,trend_up_vol_mid,-22.07739,32.72727,0.00000,999.00000,"{""trend_flat_vol_high"": 6, ""trend_flat_vol_low"": 21, ""trend_flat_vol_mid"": 16, ""trend_up_vol_high"": 8, ""trend_up_vol_low"": 23, ""trend_up_vol_mid"": 36}","{""trend_flat_vol_high"": -1.4926155082062338, ""trend_flat_vol_low"": -12.609363248055546, ""trend_flat_vol_mid"": -9.729295009934251, ""trend_up_vol_high"": -4.8771833930351045, ""trend_up_vol_low"": -13.820554604919511, ""trend_up_vol_mid"": -22.07739006429622}","{""trend_flat_vol_high"": 0.5559024317517227, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_high"": 16.666666666666664, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}",,3,0.00000,-14.91172,-14.26481,0.00000,0.00000,-26.44604,-14.32937,0.00000,24,-13.31717,0.00000,21,artifacts\research\msft\candidates\stock_power_hour_sweep_balanced__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_power_hour_sweep_balanced__5m_us_5m_us_symbol_candidate_analysis.txt
stock_power_hour_sweep_dense__5m_us,Stock power-hour continuation sweep dense [5m_us],parameter_sweep,-99.62398,166,0.60241,0.00418,0.09954,84.55324,-0.60014,0.41786,-0.60631,0.68918,7.75904,stop_loss,58.43373,1,0.00000,0.00000,trend_flat_vol_high,-4.24936,trend_up_vol_mid,-26.91763,26.50602,0.00000,999.00000,"{""trend_flat_vol_high"": 6, ""trend_flat_vol_low"": 32, ""trend_flat_vol_mid"": 31, ""trend_up_vol_high"": 14, ""trend_up_vol_low"": 39, ""trend_up_vol_mid"": 44}","{""trend_flat_vol_high"": -4.2493599609134165, ""trend_flat_vol_low"": -19.039745409081306, ""trend_flat_vol_mid"": -19.41371000317266, ""trend_up_vol_high"": -5.984448655487557, ""trend_up_vol_low"": -24.019078672676834, ""trend_up_vol_mid"": -26.917633887232}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.0652665892891515, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 7.142857142857142, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}",,3,0.00000,-21.21109,-22.91349,0.00000,0.00000,-40.59249,-23.10033,0.00000,38,-19.54748,0.00000,32,artifacts\research\msft\candidates\stock_power_hour_sweep_dense__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_power_hour_sweep_dense__5m_us_5m_us_symbol_candidate_analysis.txt
stock_power_hour_sweep_selective__5m_us,Stock power-hour continuation sweep selective [5m_us],parameter_sweep,-56.51844,97,1.03093,0.03200,0.05643,49.39470,-0.58266,1.86839,-0.60820,3.07202,7.71134,stop_loss,55.67010,1,0.00000,0.00000,trend_flat_vol_high,-2.14713,trend_up_vol_mid,-20.98015,35.05155,0.00000,999.00000,"{""trend_flat_vol_high"": 7, ""trend_flat_vol_low"": 14, ""trend_flat_vol_mid"": 11, ""trend_up_vol_high"": 9, ""trend_up_vol_low"": 22, ""trend_up_vol_mid"": 34}","{""trend_flat_vol_high"": -2.147130103113637, ""trend_flat_vol_low"": -8.6041420195868, ""trend_flat_vol_mid"": -6.128511650446398, ""trend_up_vol_high"": -5.53377439990824, ""trend_up_vol_low"": -13.124735570639507, ""trend_up_vol_mid"": -20.980150789204068}","{""trend_flat_vol_high"": 0.4652924948125709, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_high"": 14.285714285714285, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}",,3,0.00000,-12.28627,-12.93601,0.00000,0.00000,-21.24539,-11.39178,0.00000,19,-12.80150,0.00000,20,artifacts\research\msft\candidates\stock_power_hour_sweep_selective__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_power_hour_sweep_selective__5m_us_5m_us_symbol_candidate_analysis.txt
stock_post_earnings_drift_sweep_balanced__5m_us,Stock post-earnings drift sweep balanced [5m_us],parameter_sweep,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\msft\candidates\stock_post_earnings_drift_sweep_balanced__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_post_earnings_drift_sweep_balanced__5m_us_5m_us_symbol_candidate_analysis.txt
stock_post_earnings_drift_sweep_dense__5m_us,Stock post-earnings drift sweep dense [5m_us],parameter_sweep,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\msft\candidates\stock_post_earnings_drift_sweep_dense__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_post_earnings_drift_sweep_dense__5m_us_5m_us_symbol_candidate_analysis.txt
stock_trend_breakout_sweep_balanced__5m_open,Stock trend breakout sweep balanced [5m_open],parameter_sweep,-48.60491,71,8.45070,0.05995,0.04860,36.16089,-0.68458,0.51663,-0.79546,0.64948,8.97183,stop_loss,32.39437,1,0.00000,0.00000,trend_down_vol_high,-3.41727,trend_flat_vol_high,-20.91630,33.80282,0.00000,999.00000,"{""trend_down_vol_high"": 5, ""trend_flat_vol_high"": 24, ""trend_flat_vol_mid"": 10, ""trend_up_vol_high"": 18, ""trend_up_vol_mid"": 14}","{""trend_down_vol_high"": -3.4172676996449276, ""trend_flat_vol_high"": -20.916302337233624, ""trend_flat_vol_mid"": -6.609904025116239, ""trend_up_vol_high"": -11.082655373253129, ""trend_up_vol_mid"": -6.578777994680934}","{""trend_down_vol_high"": 0.19178639280235435, ""trend_flat_vol_high"": 0.007013263403435074, ""trend_flat_vol_mid"": 0.0892199051170888, ""trend_up_vol_high"": 0.06494936365149304, ""trend_up_vol_mid"": 0.09911961145582383}","{""trend_down_vol_high"": 20.0, ""trend_flat_vol_high"": 4.166666666666666, ""trend_flat_vol_mid"": 10.0, ""trend_up_vol_high"": 11.11111111111111, ""trend_up_vol_mid"": 7.142857142857142}",,3,0.00000,-10.60190,-12.58686,0.05887,0.10411,-17.58325,-12.20432,0.05038,16,-13.54897,0.11314,18,artifacts\research\msft\candidates\stock_trend_breakout_sweep_balanced__5m_open_5m_open_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_trend_breakout_sweep_balanced__5m_open_5m_open_symbol_candidate_analysis.txt
stock_trend_breakout_sweep_dense__5m_open,Stock trend breakout sweep dense [5m_open],parameter_sweep,-64.91625,100,7.00000,0.04867,0.06473,50.93599,-0.64916,0.47442,-0.73373,0.64658,8.62000,stop_loss,40.00000,1,0.00000,0.00000,trend_down_vol_mid,-0.87784,trend_flat_vol_high,-23.13481,32.00000,0.00000,999.00000,"{""trend_down_vol_high"": 4, ""trend_down_vol_mid"": 2, ""trend_flat_vol_high"": 32, ""trend_flat_vol_mid"": 19, ""trend_up_vol_high"": 21, ""trend_up_vol_mid"": 22}","{""trend_down_vol_high"": -2.733597646315379, ""trend_down_vol_mid"": -0.8778382725117475, ""trend_flat_vol_high"": -23.134813975857615, ""trend_flat_vol_mid"": -10.819371656513397, ""trend_up_vol_high"": -14.511333521432617, ""trend_up_vol_mid"": -12.839294251794566}","{""trend_down_vol_high"": 0.22877848482667656, ""trend_down_vol_mid"": 0.0, ""trend_flat_vol_high"": 0.030896517268790075, ""trend_flat_vol_mid"": 0.060933449199109334, ""trend_up_vol_high"": 0.023326268076269578, ""trend_up_vol_mid"": 0.05336762668185452}","{""trend_down_vol_high"": 25.0, ""trend_down_vol_mid"": 0.0, ""trend_flat_vol_high"": 9.375, ""trend_flat_vol_mid"": 5.263157894736842, ""trend_up_vol_high"": 4.761904761904762, ""trend_up_vol_mid"": 4.545454545454546}",,3,0.00000,-13.81273,-14.14963,0.04837,0.10369,-27.11306,-13.78686,0.04845,20,-14.49735,0.11561,23,artifacts\research\msft\candidates\stock_trend_breakout_sweep_dense__5m_open_5m_open_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_trend_breakout_sweep_dense__5m_open_5m_open_symbol_candidate_analysis.txt
stock_trend_breakout_sweep_selective__5m_open,Stock trend breakout sweep selective [5m_open],parameter_sweep,-40.79053,59,8.47458,0.07429,0.04079,30.04484,-0.69136,0.65466,-0.81600,0.80229,11.05085,stop_loss,25.42373,1,0.00000,0.00000,trend_up_vol_mid,-1.34798,trend_flat_vol_high,-24.66977,50.84746,0.00000,999.00000,"{""trend_down_vol_high"": 3, ""trend_flat_vol_high"": 30, ""trend_flat_vol_mid"": 3, ""trend_up_vol_high"": 21, ""trend_up_vol_mid"": 2}","{""trend_down_vol_high"": -2.1488775508260263, ""trend_flat_vol_high"": -24.66977349252196, ""trend_flat_vol_mid"": -1.9741639636310082, ""trend_up_vol_high"": -10.649740370318156, ""trend_up_vol_mid"": -1.3479782080471745}","{""trend_down_vol_high"": 0.2739748192947642, ""trend_flat_vol_high"": 0.005952557017184949, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.17854103169809693, ""trend_up_vol_mid"": 0.0}","{""trend_down_vol_high"": 33.33333333333333, ""trend_flat_vol_high"": 3.3333333333333335, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 14.285714285714285, ""trend_up_vol_mid"": 0.0}",,3,0.00000,-9.65302,-10.01182,0.00000,0.12632,-13.75430,-8.85148,0.00000,10,-11.67033,0.12900,16,artifacts\research\msft\candidates\stock_trend_breakout_sweep_selective__5m_open_5m_open_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_trend_breakout_sweep_selective__5m_open_5m_open_symbol_candidate_analysis.txt
stock_gap_and_go_sweep_balanced__5m_open,Stock gap-and-go sweep balanced [5m_open],parameter_sweep,-13.92764,23,8.69565,0.04632,0.01393,11.70997,-0.60555,0.33821,-0.69543,0.48633,12.00000,trailing_stop,39.13043,1,0.00000,0.00000,trend_up_vol_mid,-1.85241,trend_up_vol_high,-8.37309,56.52174,0.00000,999.00000,"{""trend_flat_vol_high"": 8, ""trend_up_vol_high"": 13, ""trend_up_vol_mid"": 2}","{""trend_flat_vol_high"": -3.7021490543412736, ""trend_up_vol_high"": -8.373087117420894, ""trend_up_vol_mid"": -1.8524061077610257}","{""trend_flat_vol_high"": 0.15448380986911406, ""trend_up_vol_high"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_high"": 25.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_mid"": 0.0}",,3,0.00000,-2.76252,-3.32050,0.00000,0.12984,-4.38121,-3.02917,0.00000,4,-3.18994,0.17495,5,artifacts\research\msft\candidates\stock_gap_and_go_sweep_balanced__5m_open_5m_open_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_and_go_sweep_balanced__5m_open_5m_open_symbol_candidate_analysis.txt
stock_gap_and_go_sweep_dense__5m_open,Stock gap-and-go sweep dense [5m_open],parameter_sweep,-13.44589,25,12.00000,0.09432,0.01345,12.72802,-0.53784,0.46675,-0.67482,0.69166,12.04000,stop_loss,32.00000,1,0.00000,0.00000,trend_flat_vol_mid,-0.61626,trend_up_vol_high,-7.11982,40.00000,0.00000,999.00000,"{""trend_flat_vol_high"": 7, ""trend_flat_vol_mid"": 1, ""trend_up_vol_high"": 10, ""trend_up_vol_mid"": 7}","{""trend_flat_vol_high"": -2.595528842931081, ""trend_flat_vol_mid"": -0.6162646568687686, ""trend_up_vol_high"": -7.119822317399458, ""trend_up_vol_mid"": -3.114271737336947}","{""trend_flat_vol_high"": 0.20673249599580273, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_mid"": 0.18859101478262535}","{""trend_flat_vol_high"": 28.57142857142857, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_mid"": 14.285714285714285}",,3,0.00000,-2.71983,-3.29916,0.00000,0.13007,-5.51428,-2.96513,0.00000,4,-3.18994,0.17495,5,artifacts\research\msft\candidates\stock_gap_and_go_sweep_dense__5m_open_5m_open_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_and_go_sweep_dense__5m_open_5m_open_symbol_candidate_analysis.txt
