name,description,archetype,realized_pnl,closed_trades,win_rate_pct,profit_factor,max_drawdown_pct,total_costs,expectancy,avg_win,avg_loss,payoff_ratio,avg_hold_bars,dominant_exit,dominant_exit_share_pct,component_count,combo_outperformance_score,combo_trade_overlap_pct,best_regime,best_regime_pnl,worst_regime,worst_regime_pnl,dominant_regime_share_pct,regime_stability_score,regime_loss_ratio,regime_trade_count_by_label,regime_pnl_by_label,regime_pf_by_label,regime_win_rate_by_label,regime_filter_label,walk_forward_windows,walk_forward_pass_rate_pct,walk_forward_avg_validation_pnl,walk_forward_avg_test_pnl,walk_forward_avg_validation_pf,walk_forward_avg_test_pf,train_pnl,validation_pnl,validation_profit_factor,validation_closed_trades,test_pnl,test_profit_factor,test_closed_trades,trade_log_path,trade_analysis_path
stock_trend_breakout__5m_us,Stock trend breakout outside event blackout windows [5m_us],single,-64.53811,117,8.54701,0.06466,0.06445,59.54830,-0.55161,0.44617,-0.64486,0.69189,16.19658,structure_exit,27.35043,1,0.00000,0.00000,trend_down_vol_high,-1.02008,trend_up_vol_high,-34.81525,53.84615,0.00000,999.00000,"{""trend_down_vol_high"": 2, ""trend_flat_vol_high"": 52, ""trend_up_vol_high"": 63}","{""trend_down_vol_high"": -1.0200791107336173, ""trend_flat_vol_high"": -28.702780704082333, ""trend_up_vol_high"": -34.81525060250572}","{""trend_down_vol_high"": 0.0, ""trend_flat_vol_high"": 0.09102910417254517, ""trend_up_vol_high"": 0.04360333568228214}","{""trend_down_vol_high"": 0.0, ""trend_flat_vol_high"": 7.6923076923076925, ""trend_up_vol_high"": 9.523809523809524}",,3,0.00000,-9.86672,-16.58137,0.01510,0.07704,-19.45942,-11.04188,0.03498,20,-19.10144,0.06183,34,artifacts\research\msft\candidates\stock_trend_breakout__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_trend_breakout__5m_us_5m_us_symbol_candidate_analysis.txt
stock_gap_fade__5m_us,Stock gap fade after overextended opening move [5m_us],single,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\msft\candidates\stock_gap_fade__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_fade__5m_us_5m_us_symbol_candidate_analysis.txt
stock_gap_and_go__5m_us,Stock gap-and-go continuation after the open [5m_us],single,-9.94289,20,15.00000,0.10626,0.00994,10.17812,-0.49714,0.39404,-0.65441,0.60213,28.35000,trailing_stop,30.00000,1,0.00000,0.00000,trend_flat_vol_high,-3.14574,trend_up_vol_high,-6.79714,65.00000,0.00000,999.00000,"{""trend_flat_vol_high"": 7, ""trend_up_vol_high"": 13}","{""trend_flat_vol_high"": -3.145743082715252, ""trend_up_vol_high"": -6.797141919832757}","{""trend_flat_vol_high"": 0.19681430363995914, ""trend_up_vol_high"": 0.05705685505401041}","{""trend_flat_vol_high"": 14.285714285714285, ""trend_up_vol_high"": 15.384615384615385}",,3,0.00000,-1.75300,-1.44779,0.00000,0.40748,-3.18385,-1.89971,0.00000,3,-1.37800,0.44779,5,artifacts\research\msft\candidates\stock_gap_and_go__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_and_go__5m_us_5m_us_symbol_candidate_analysis.txt
stock_gap_open_reclaim__5m_us,Stock gap continuation after reclaiming premarket structure [5m_us],single,-14.28243,27,7.40741,0.07256,0.01428,13.74043,-0.52898,0.55871,-0.61599,0.90701,14.59259,trailing_stop,25.92593,1,0.00000,0.00000,trend_flat_vol_mid,-0.37726,trend_up_vol_high,-6.60774,44.44444,0.00000,999.00000,"{""trend_flat_vol_high"": 7, ""trend_flat_vol_low"": 1, ""trend_flat_vol_mid"": 1, ""trend_up_vol_high"": 12, ""trend_up_vol_low"": 1, ""trend_up_vol_mid"": 5}","{""trend_flat_vol_high"": -3.2849721724171363, ""trend_flat_vol_low"": -0.6236865454920641, ""trend_flat_vol_mid"": -0.3772640218369442, ""trend_up_vol_high"": -6.6077428141139425, ""trend_up_vol_low"": -0.630846896504323, ""trend_up_vol_mid"": -2.7579149823353495}","{""trend_flat_vol_high"": 0.19005800458791428, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.04983658250725506, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_high"": 14.285714285714285, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 8.333333333333332, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}",,3,0.00000,-1.79365,-3.33433,0.00000,0.22945,-4.31912,-1.72533,0.00000,3,-3.53008,0.24043,8,artifacts\research\msft\candidates\stock_gap_open_reclaim__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_open_reclaim__5m_us_5m_us_symbol_candidate_analysis.txt
stock_premarket_sweep_reversal__5m_us,Stock premarket sweep reversal after failed opening extension [5m_us],single,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\msft\candidates\stock_premarket_sweep_reversal__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_premarket_sweep_reversal__5m_us_5m_us_symbol_candidate_analysis.txt
momentum__5m_us,Momentum confirmation [5m_us],single,-135.49714,225,2.22222,0.01893,0.13541,114.55677,-0.60221,0.52283,-0.62778,0.83283,12.67111,stop_loss,39.55556,1,0.00000,0.00000,trend_up_vol_low,-2.95198,trend_flat_vol_high,-38.41982,27.55556,0.00000,999.00000,"{""trend_flat_vol_high"": 62, ""trend_flat_vol_low"": 12, ""trend_flat_vol_mid"": 59, ""trend_up_vol_high"": 38, ""trend_up_vol_low"": 5, ""trend_up_vol_mid"": 49}","{""trend_flat_vol_high"": -38.419815059509894, ""trend_flat_vol_low"": -7.587968662430569, ""trend_flat_vol_mid"": -35.996400301907705, ""trend_up_vol_high"": -21.07282652990915, ""trend_up_vol_low"": -2.951976307819389, ""trend_up_vol_mid"": -29.468151571600778}","{""trend_flat_vol_high"": 0.026441842637741162, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.05339058503925452, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.012801200229028574}","{""trend_flat_vol_high"": 4.838709677419355, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 2.631578947368421, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 2.0408163265306123}",,3,0.00000,-29.73441,-33.45451,0.00000,0.02362,-44.90114,-26.72837,0.00000,44,-38.88109,0.02009,62,artifacts\research\msft\candidates\momentum__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\msft\candidates\momentum__5m_us_5m_us_symbol_candidate_analysis.txt
stock_trend_breakout__5m_us__exit_trend,Stock trend breakout outside event blackout windows [5m_us] with trend-runner exits,entry_exit_family,-66.06968,112,7.14286,0.03351,0.06599,57.00621,-0.58991,0.28638,-0.65731,0.43567,22.65179,stale_breakout,42.85714,1,0.00000,0.00000,trend_down_vol_high,-1.02008,trend_up_vol_high,-33.49915,53.57143,0.00000,999.00000,"{""trend_down_vol_high"": 2, ""trend_flat_vol_high"": 50, ""trend_up_vol_high"": 60}","{""trend_down_vol_high"": -1.0200791107336173, ""trend_flat_vol_high"": -31.550454916379287, ""trend_up_vol_high"": -33.49914984603364}","{""trend_down_vol_high"": 0.0, ""trend_flat_vol_high"": 0.0187422198863533, ""trend_up_vol_high"": 0.04798236739542514}","{""trend_down_vol_high"": 0.0, ""trend_flat_vol_high"": 6.0, ""trend_up_vol_high"": 8.333333333333332}",,3,0.00000,-10.36823,-18.11762,0.00156,0.04840,-18.90591,-12.00378,0.00467,20,-19.92420,0.05418,33,artifacts\research\msft\candidates\stock_trend_breakout__5m_us__exit_trend_5m_us_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_trend_breakout__5m_us__exit_trend_5m_us_symbol_candidate_analysis.txt
stock_trend_breakout__5m_us__exit_fastfail,Stock trend breakout outside event blackout windows [5m_us] with fast-fail exits,entry_exit_family,-65.54870,120,5.83333,0.05130,0.06546,61.07529,-0.54624,0.50637,-0.61145,0.82815,12.84167,structure_exit,31.66667,1,0.00000,0.00000,trend_down_vol_high,-1.33237,trend_up_vol_high,-35.33109,54.16667,0.00000,999.00000,"{""trend_down_vol_high"": 2, ""trend_flat_vol_high"": 53, ""trend_up_vol_high"": 65}","{""trend_down_vol_high"": -1.3323745885871294, ""trend_flat_vol_high"": -28.885232290866874, ""trend_up_vol_high"": -35.331092925970765}","{""trend_down_vol_high"": 0.0, ""trend_flat_vol_high"": 0.07766433914575721, ""trend_up_vol_high"": 0.030522394777990004}","{""trend_down_vol_high"": 0.0, ""trend_flat_vol_high"": 5.660377358490567, ""trend_up_vol_high"": 6.153846153846154}",,3,0.00000,-10.38998,-18.14878,0.00164,0.02943,-19.22598,-11.38666,0.00492,20,-20.52201,0.02611,36,artifacts\research\msft\candidates\stock_trend_breakout__5m_us__exit_fastfail_5m_us_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_trend_breakout__5m_us__exit_fastfail_5m_us_symbol_candidate_analysis.txt
stock_gap_fade__5m_us__exit_trend,Stock gap fade after overextended opening move [5m_us] with trend-runner exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\msft\candidates\stock_gap_fade__5m_us__exit_trend_5m_us_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_fade__5m_us__exit_trend_5m_us_symbol_candidate_analysis.txt
stock_gap_fade__5m_us__exit_fastfail,Stock gap fade after overextended opening move [5m_us] with fast-fail exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\msft\candidates\stock_gap_fade__5m_us__exit_fastfail_5m_us_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_fade__5m_us__exit_fastfail_5m_us_symbol_candidate_analysis.txt
stock_gap_and_go__5m_us__exit_trend,Stock gap-and-go continuation after the open [5m_us] with trend-runner exits,entry_exit_family,-9.96308,19,10.52632,0.08231,0.00996,9.66997,-0.52437,0.44678,-0.63863,0.69959,41.26316,trailing_stop,36.84211,1,0.00000,0.00000,trend_flat_vol_high,-4.02132,trend_up_vol_high,-5.94177,63.15789,0.00000,999.00000,"{""trend_flat_vol_high"": 7, ""trend_up_vol_high"": 12}","{""trend_flat_vol_high"": -4.021317706085625, ""trend_up_vol_high"": -5.94176522475559}","{""trend_flat_vol_high"": 0.06360497276524413, ""trend_up_vol_high"": 0.0945432218875436}","{""trend_flat_vol_high"": 14.285714285714285, ""trend_up_vol_high"": 8.333333333333332}",,3,0.00000,-2.09146,-1.48150,0.00000,0.36727,-3.40022,-2.40739,0.00000,3,-0.87642,0.50484,4,artifacts\research\msft\candidates\stock_gap_and_go__5m_us__exit_trend_5m_us_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_and_go__5m_us__exit_trend_5m_us_symbol_candidate_analysis.txt
stock_gap_and_go__5m_us__exit_fastfail,Stock gap-and-go continuation after the open [5m_us] with fast-fail exits,entry_exit_family,-10.97012,20,10.00000,0.04777,0.01097,10.17802,-0.54851,0.27514,-0.64002,0.42989,22.40000,trailing_stop,30.00000,1,0.00000,0.00000,trend_flat_vol_high,-3.48803,trend_up_vol_high,-7.48209,65.00000,0.00000,999.00000,"{""trend_flat_vol_high"": 7, ""trend_up_vol_high"": 13}","{""trend_flat_vol_high"": -3.4880298796201883, ""trend_up_vol_high"": -7.482088985492892}","{""trend_flat_vol_high"": 0.10942005302949863, ""trend_up_vol_high"": 0.01600773127039223}","{""trend_flat_vol_high"": 14.285714285714285, ""trend_up_vol_high"": 7.6923076923076925}",,3,0.00000,-1.75300,-2.05927,0.00000,0.19775,-3.33576,-1.89971,0.00000,3,-2.12407,0.20576,5,artifacts\research\msft\candidates\stock_gap_and_go__5m_us__exit_fastfail_5m_us_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_and_go__5m_us__exit_fastfail_5m_us_symbol_candidate_analysis.txt
stock_gap_open_reclaim__5m_us__exit_trend,Stock gap continuation after reclaiming premarket structure [5m_us] with trend-runner exits,entry_exit_family,-12.64750,24,8.33333,0.06599,0.01270,12.21496,-0.52698,0.44678,-0.61550,0.72588,19.41667,trailing_stop,33.33333,1,0.00000,0.00000,trend_flat_vol_mid,-0.33029,trend_up_vol_high,-5.16986,41.66667,0.00000,999.00000,"{""trend_flat_vol_high"": 6, ""trend_flat_vol_low"": 1, ""trend_flat_vol_mid"": 1, ""trend_up_vol_high"": 10, ""trend_up_vol_low"": 1, ""trend_up_vol_mid"": 5}","{""trend_flat_vol_high"": -3.007946211817523, ""trend_flat_vol_low"": -0.6236865454920641, ""trend_flat_vol_mid"": -0.33029327890400173, ""trend_up_vol_high"": -5.16985607764867, ""trend_up_vol_low"": -0.630846896504323, ""trend_up_vol_mid"": -2.884875901105571}","{""trend_flat_vol_high"": 0.08324946734607473, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.10714692404757992, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_high"": 16.666666666666664, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 10.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}",,3,0.00000,-1.86710,-3.23930,0.00000,0.17451,-4.39912,-1.77180,0.00000,3,-3.09880,0.22382,7,artifacts\research\msft\candidates\stock_gap_open_reclaim__5m_us__exit_trend_5m_us_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_open_reclaim__5m_us__exit_trend_5m_us_symbol_candidate_analysis.txt
stock_gap_open_reclaim__5m_us__exit_fastfail,Stock gap continuation after reclaiming premarket structure [5m_us] with fast-fail exits,entry_exit_family,-14.36010,27,7.40741,0.03691,0.01436,13.74037,-0.53186,0.27514,-0.59641,0.46132,11.14815,trailing_stop,25.92593,1,0.00000,0.00000,trend_flat_vol_mid,-0.40575,trend_up_vol_high,-6.24664,44.44444,0.00000,999.00000,"{""trend_flat_vol_high"": 7, ""trend_flat_vol_low"": 1, ""trend_flat_vol_mid"": 1, ""trend_up_vol_high"": 12, ""trend_up_vol_low"": 1, ""trend_up_vol_mid"": 5}","{""trend_flat_vol_high"": -3.6083207655225165, ""trend_flat_vol_low"": -0.6236865454920641, ""trend_flat_vol_mid"": -0.4057462808494755, ""trend_up_vol_high"": -6.246640141820899, ""trend_up_vol_low"": -0.630846896504323, ""trend_up_vol_mid"": -2.8448608256367502}","{""trend_flat_vol_high"": 0.10615955073146414, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.019113198533041505, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_high"": 14.285714285714285, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 8.333333333333332, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}",,3,0.00000,-1.79365,-3.43588,0.00000,0.12881,-4.43455,-1.72533,0.00000,3,-3.51127,0.13548,8,artifacts\research\msft\candidates\stock_gap_open_reclaim__5m_us__exit_fastfail_5m_us_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_open_reclaim__5m_us__exit_fastfail_5m_us_symbol_candidate_analysis.txt
stock_premarket_sweep_reversal__5m_us__exit_trend,Stock premarket sweep reversal after failed opening extension [5m_us] with trend-runner exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\msft\candidates\stock_premarket_sweep_reversal__5m_us__exit_trend_5m_us_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_premarket_sweep_reversal__5m_us__exit_trend_5m_us_symbol_candidate_analysis.txt
stock_premarket_sweep_reversal__5m_us__exit_fastfail,Stock premarket sweep reversal after failed opening extension [5m_us] with fast-fail exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\msft\candidates\stock_premarket_sweep_reversal__5m_us__exit_fastfail_5m_us_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_premarket_sweep_reversal__5m_us__exit_fastfail_5m_us_symbol_candidate_analysis.txt
momentum__5m_us__exit_trend,Momentum confirmation [5m_us] with trend-runner exits,entry_exit_family,-134.98853,223,3.58744,0.01963,0.13490,113.53978,-0.60533,0.33792,-0.64043,0.52765,15.49327,stop_loss,43.94619,1,0.00000,0.00000,trend_up_vol_low,-2.95198,trend_flat_vol_high,-39.23764,27.80269,0.00000,999.00000,"{""trend_flat_vol_high"": 62, ""trend_flat_vol_low"": 12, ""trend_flat_vol_mid"": 59, ""trend_up_vol_high"": 37, ""trend_up_vol_low"": 5, ""trend_up_vol_mid"": 48}","{""trend_flat_vol_high"": -39.23763565662295, ""trend_flat_vol_low"": -7.587968662430569, ""trend_flat_vol_mid"": -36.28876819222752, ""trend_up_vol_high"": -20.05258693022247, ""trend_up_vol_low"": -2.951976307819389, ""trend_up_vol_mid"": -28.8695927182719}","{""trend_flat_vol_high"": 0.01906000442639988, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.0721306214114177, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.013063142905308245}","{""trend_flat_vol_high"": 4.838709677419355, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 10.81081081081081, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 2.083333333333333}",,3,0.00000,-30.01139,-33.86689,0.00083,0.01998,-45.62363,-27.04692,0.00248,44,-38.66844,0.01734,61,artifacts\research\msft\candidates\momentum__5m_us__exit_trend_5m_us_symbol_candidate_trades.csv,artifacts\research\msft\candidates\momentum__5m_us__exit_trend_5m_us_symbol_candidate_analysis.txt
momentum__5m_us__exit_fastfail,Momentum confirmation [5m_us] with fast-fail exits,entry_exit_family,-139.00148,229,2.62009,0.00928,0.13892,116.59048,-0.60699,0.21697,-0.62916,0.34486,11.24454,stop_loss,38.42795,1,0.00000,0.00000,trend_up_vol_low,-2.95198,trend_flat_vol_high,-38.00356,27.07424,0.00000,999.00000,"{""trend_flat_vol_high"": 62, ""trend_flat_vol_low"": 12, ""trend_flat_vol_mid"": 59, ""trend_up_vol_high"": 40, ""trend_up_vol_low"": 5, ""trend_up_vol_mid"": 51}","{""trend_flat_vol_high"": -38.00356433314824, ""trend_flat_vol_low"": -7.587968662430569, ""trend_flat_vol_mid"": -36.12385091565746, ""trend_up_vol_high"": -23.321761844054585, ""trend_up_vol_low"": -2.951976307819389, ""trend_up_vol_mid"": -31.01235523603604}","{""trend_flat_vol_high"": 0.01571153020565564, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.013247092138548265, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.012171546106811327}","{""trend_flat_vol_high"": 6.451612903225806, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 2.5, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 1.9607843137254901}",,3,0.00000,-30.15050,-35.79310,0.00000,0.01272,-43.55726,-28.03871,0.00000,45,-40.91178,0.01100,64,artifacts\research\msft\candidates\momentum__5m_us__exit_fastfail_5m_us_symbol_candidate_trades.csv,artifacts\research\msft\candidates\momentum__5m_us__exit_fastfail_5m_us_symbol_candidate_analysis.txt
stock_trend_breakout__5m_open,Stock trend breakout outside event blackout windows [5m_open],single,-36.33052,58,13.79310,0.08989,0.03633,29.53573,-0.62639,0.44852,-0.79837,0.56180,10.65517,structure_exit,39.65517,1,0.00000,0.00000,trend_down_vol_high,-2.97181,trend_flat_vol_high,-21.97003,53.44828,0.00000,999.00000,"{""trend_down_vol_high"": 4, ""trend_flat_vol_high"": 31, ""trend_up_vol_high"": 23}","{""trend_down_vol_high"": -2.971807094428889, ""trend_flat_vol_high"": -21.970033466506138, ""trend_up_vol_high"": -11.388678701194767}","{""trend_down_vol_high"": 0.21437157845916302, ""trend_flat_vol_high"": 0.019261892131548195, ""trend_up_vol_high"": 0.17079575928961116}","{""trend_down_vol_high"": 25.0, ""trend_flat_vol_high"": 9.67741935483871, ""trend_up_vol_high"": 17.391304347826086}",,3,0.00000,-9.46429,-7.02775,0.00480,0.19202,-12.06431,-9.61937,0.00000,11,-8.13242,0.19301,16,artifacts\research\msft\candidates\stock_trend_breakout__5m_open_5m_open_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_trend_breakout__5m_open_5m_open_symbol_candidate_analysis.txt
stock_gap_fade__5m_open,Stock gap fade after overextended opening move [5m_open],single,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\msft\candidates\stock_gap_fade__5m_open_5m_open_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_fade__5m_open_5m_open_symbol_candidate_analysis.txt
stock_gap_and_go__5m_open,Stock gap-and-go continuation after the open [5m_open],single,-9.99201,18,11.11111,0.06340,0.01000,9.16282,-0.55511,0.33821,-0.66678,0.50723,13.72222,trailing_stop,44.44444,1,0.00000,0.00000,trend_flat_vol_high,-2.22571,trend_up_vol_high,-7.76630,66.66667,0.00000,999.00000,"{""trend_flat_vol_high"": 6, ""trend_up_vol_high"": 12}","{""trend_flat_vol_high"": -2.2257096561263827, ""trend_up_vol_high"": -7.766297501208525}","{""trend_flat_vol_high"": 0.2330764964424716, ""trend_up_vol_high"": 0.0}","{""trend_flat_vol_high"": 33.33333333333333, ""trend_up_vol_high"": 0.0}",,3,0.00000,-2.15579,-2.30918,0.00000,0.17606,-2.99447,-2.42243,0.00000,3,-2.17861,0.23692,4,artifacts\research\msft\candidates\stock_gap_and_go__5m_open_5m_open_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_and_go__5m_open_5m_open_symbol_candidate_analysis.txt
stock_gap_open_reclaim__5m_open,Stock gap continuation after reclaiming premarket structure [5m_open],single,-12.75179,22,9.09091,0.03732,0.01275,11.19667,-0.57963,0.24715,-0.66230,0.37317,8.40909,trailing_stop,36.36364,1,0.00000,0.00000,trend_flat_vol_mid,-0.30731,trend_up_vol_high,-5.64021,40.90909,0.00000,999.00000,"{""trend_flat_vol_high"": 6, ""trend_flat_vol_low"": 1, ""trend_flat_vol_mid"": 1, ""trend_up_vol_high"": 9, ""trend_up_vol_low"": 1, ""trend_up_vol_mid"": 4}","{""trend_flat_vol_high"": -3.333523416768446, ""trend_flat_vol_low"": -0.6236865454920641, ""trend_flat_vol_mid"": -0.3073075961921422, ""trend_up_vol_high"": -5.640209680007354, ""trend_up_vol_low"": -0.630846896504323, ""trend_up_vol_mid"": -2.2162169729004932}","{""trend_flat_vol_high"": 0.04243520215076381, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.05789074009976094, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_high"": 16.666666666666664, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 11.11111111111111, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}",,3,0.00000,-1.83004,-3.81209,0.00000,0.08595,-3.70747,-1.94229,0.00000,3,-3.89295,0.11267,6,artifacts\research\msft\candidates\stock_gap_open_reclaim__5m_open_5m_open_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_open_reclaim__5m_open_5m_open_symbol_candidate_analysis.txt
stock_premarket_sweep_reversal__5m_open,Stock premarket sweep reversal after failed opening extension [5m_open],single,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\msft\candidates\stock_premarket_sweep_reversal__5m_open_5m_open_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_premarket_sweep_reversal__5m_open_5m_open_symbol_candidate_analysis.txt
momentum__5m_open,Momentum confirmation [5m_open],single,-65.74510,98,6.12245,0.03256,0.06576,49.90599,-0.67087,0.36875,-0.73867,0.49921,8.45918,stop_loss,35.71429,1,0.00000,0.00000,trend_flat_vol_low,-1.90360,trend_up_vol_high,-20.92875,33.67347,0.00000,999.00000,"{""trend_flat_vol_high"": 33, ""trend_flat_vol_low"": 3, ""trend_flat_vol_mid"": 23, ""trend_up_vol_high"": 27, ""trend_up_vol_mid"": 12}","{""trend_flat_vol_high"": -17.621987943549573, ""trend_flat_vol_low"": -1.903596559482768, ""trend_flat_vol_mid"": -17.51754364185669, ""trend_up_vol_high"": -20.928746293886224, ""trend_up_vol_mid"": -7.773222582752737}","{""trend_flat_vol_high"": 0.07789828597098891, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_mid"": 0.0851862084859237}","{""trend_flat_vol_high"": 15.151515151515152, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_mid"": 8.333333333333332}",,3,0.00000,-13.69460,-15.09450,0.00000,0.06862,-24.86797,-11.98853,0.00000,17,-18.57093,0.06197,27,artifacts\research\msft\candidates\momentum__5m_open_5m_open_symbol_candidate_trades.csv,artifacts\research\msft\candidates\momentum__5m_open_5m_open_symbol_candidate_analysis.txt
