symbol,entry_timestamp,exit_timestamp,entry_hour,exit_hour,entry_reason,exit_reason,entry_price,exit_price,quantity,pnl,costs,hold_bars,entry_confidence,entry_metadata
QQQ,2025-06-05T16:00:00+00:00,2025-06-27T16:00:00+00:00,16,16,trend,take_profit,21650.67743,22575.77611,0.10000,92.50987,0.00000,9,1.00000,"{'fast': 21425.02, 'slow': 20278.02333333333, 'trend_strength': 0.009003706315955151}"
QQQ,2025-07-08T16:00:00+00:00,2025-07-21T16:00:00+00:00,16,16,trend,take_profit,22722.83104,23242.44277,0.10000,51.96117,0.00000,8,1.00000,"{'fast': 22588.64, 'slow': 21831.873333333333, 'trend_strength': 0.0024848952458411677}"
QQQ,2025-07-30T16:00:00+00:00,2025-08-07T16:00:00+00:00,16,16,trend,trailing_stop,23399.46487,23353.93720,0.10000,-4.55277,0.00000,2,1.00000,"{'fast': 23210.579999999998, 'slow': 22732.163333333334, 'trend_strength': 0.004200260013232704}"
QQQ,2025-08-26T16:00:00+00:00,2025-08-29T16:00:00+00:00,16,16,trend,trailing_stop,23475.16865,23426.03359,0.10000,-4.91351,0.00000,3,1.00000,"{'fast': 23604.56, 'slow': 23168.083333333332, 'trend_strength': 0.003226448933875359}"
QQQ,2025-09-15T16:00:00+00:00,2025-09-22T16:00:00+00:00,16,16,trend,take_profit,24251.00744,24735.06814,0.10000,48.40607,0.00000,5,1.00000,"{'fast': 23803.06, 'slow': 23521.946666666667, 'trend_strength': 0.00696336073562942}"
QQQ,2025-10-06T16:00:00+00:00,2025-10-07T16:00:00+00:00,16,16,trend,stop_loss,24998.14480,24816.26408,0.10000,-18.18807,0.00000,1,1.00000,"{'fast': 24704.53, 'slow': 24089.966666666667, 'trend_strength': 0.006883849292509181}"
QQQ,2025-10-23T16:00:00+00:00,2025-10-29T16:00:00+00:00,16,16,trend,take_profit,25085.34916,26109.19943,0.10000,102.38503,0.00000,4,1.00000,"{'fast': 24943.510000000002, 'slow': 24433.816666666666, 'trend_strength': 0.003494586609260164}"
QQQ,2025-11-26T16:00:00+00:00,2025-12-22T16:00:00+00:00,16,16,trend,trailing_stop,25276.25870,25482.93074,0.10000,20.66720,0.00000,10,1.00000,"{'fast': 25633.879999999997, 'slow': 25081.863333333335, 'trend_strength': 0.013487649601110707}"
QQQ,2026-01-09T16:00:00+00:00,2026-01-14T16:00:00+00:00,16,16,trend,stop_loss,25750.83243,25288.22048,0.10000,-46.26120,0.00000,3,1.00000,"{'fast': 25616.489999999998, 'slow': 25539.5, 'trend_strength': 0.003772148946679099}"
QQQ,2026-02-10T16:00:00+00:00,2026-02-12T16:00:00+00:00,16,16,trend,stop_loss,25298.93984,24742.04779,0.10000,-55.68920,0.00000,2,1.00000,"{'fast': 25655.420000000002, 'slow': 25543.693333333336, 'trend_strength': 0.002176403465677712}"
QQQ,2026-04-17T16:00:00+00:00,2026-04-20T16:00:00+00:00,16,16,trend,end_of_run,26700.60992,26519.85889,0.10000,-18.07510,0.00000,1,1.00000,"{'fast': 25324.94, 'slow': 25209.463333333333, 'trend_strength': 0.025199976214131725}"
