name,description,archetype,strategy_family,direction_mode,direction_role,realized_pnl,closed_trades,win_rate_pct,profit_factor,max_drawdown_pct,total_costs,expectancy,sharpe_ratio,sortino_ratio,calmar_ratio,avg_win,avg_loss,payoff_ratio,avg_hold_bars,dominant_exit,dominant_exit_share_pct,component_count,combo_outperformance_score,combo_trade_overlap_pct,best_regime,best_unified_regime,best_regime_pnl,worst_regime,worst_unified_regime,worst_regime_pnl,dominant_regime_share_pct,regime_stability_score,regime_loss_ratio,regime_trade_count_by_label,regime_pnl_by_label,regime_pf_by_label,regime_win_rate_by_label,regime_filter_label,broker_swap_available,broker_swap_long,broker_swap_short,broker_preferred_carry_side,broker_carry_spread,mc_simulations,mc_pnl_median,mc_pnl_p05,mc_pnl_p95,mc_max_drawdown_pct_median,mc_max_drawdown_pct_p95,mc_loss_probability_pct,walk_forward_windows,walk_forward_pass_rate_pct,walk_forward_avg_validation_pnl,walk_forward_avg_test_pnl,walk_forward_avg_validation_pf,walk_forward_avg_test_pf,train_pnl,validation_pnl,validation_profit_factor,validation_closed_trades,test_pnl,test_profit_factor,test_closed_trades,trade_log_path,trade_analysis_path
stock_trend_breakout__5m_us,Stock trend breakout outside event blackout windows [5m_us],single,,,,-104.08644,206,0.00000,0.00000,0.10409,103.68847,-0.50527,-3.61337,-0.96394,-1.00000,0.00000,-0.50527,0.00000,13.73786,trailing_stop,28.15534,1,0.00000,0.00000,trend_down_vol_high,trend_expansion,-3.77831,trend_up_vol_high,trend_expansion,-68.10574,66.01942,0.00000,999.00000,"{""trend_down_vol_high"": 7, ""trend_flat_vol_high"": 63, ""trend_up_vol_high"": 136}","{""trend_down_vol_high"": -3.7783122661087942, ""trend_flat_vol_high"": -32.20239629794853, ""trend_up_vol_high"": -68.10573502036328}","{""trend_down_vol_high"": 0.0, ""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 0.0}","{""trend_down_vol_high"": 0.0, ""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 0.0}",,1,-4.54000,-3.59000,none,-0.95000,500,-104.05383,-107.48410,-100.60872,0.10405,0.10748,100.00000,3,0.00000,-23.01588,-26.99045,0.00000,0.00000,-33.55927,-24.48744,0.00000,48,-27.63535,0.00000,51,artifacts\research\nvda\candidates\stock_trend_breakout__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\nvda\candidates\stock_trend_breakout__5m_us_5m_us_symbol_candidate_analysis.txt
stock_news_momentum__5m_us,Stock post-news momentum on high-impact event days [5m_us],single,,,,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-4.54000,-3.59000,none,-0.95000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\nvda\candidates\stock_news_momentum__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\nvda\candidates\stock_news_momentum__5m_us_5m_us_symbol_candidate_analysis.txt
stock_event_open_drive_continuation__5m_us,Stock event-day continuation anchored to premarket and opening-drive structure [5m_us],single,,,,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-4.54000,-3.59000,none,-0.95000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\nvda\candidates\stock_event_open_drive_continuation__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\nvda\candidates\stock_event_open_drive_continuation__5m_us_5m_us_symbol_candidate_analysis.txt
stock_post_earnings_drift__5m_us,Stock post-earnings drift continuation after the open [5m_us],single,,,,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-4.54000,-3.59000,none,-0.95000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\nvda\candidates\stock_post_earnings_drift__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\nvda\candidates\stock_post_earnings_drift__5m_us_5m_us_symbol_candidate_analysis.txt
stock_gap_fade__5m_us,Stock gap fade after overextended opening move [5m_us],single,,,,-0.50893,1,0.00000,0.00000,0.00051,0.50217,-0.50893,0.00000,0.00000,-1.00000,0.00000,-0.50893,0.00000,6.00000,structure_exit,100.00000,1,0.00000,0.00000,trend_down_vol_high,trend_expansion,-0.50893,trend_down_vol_high,trend_expansion,-0.50893,100.00000,0.00000,999.00000,"{""trend_down_vol_high"": 1}","{""trend_down_vol_high"": -0.5089268260483997}","{""trend_down_vol_high"": 0.0}","{""trend_down_vol_high"": 0.0}",,1,-4.54000,-3.59000,none,-0.95000,500,-0.50893,-0.50893,-0.50893,0.00051,0.00051,100.00000,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\nvda\candidates\stock_gap_fade__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\nvda\candidates\stock_gap_fade__5m_us_5m_us_symbol_candidate_analysis.txt
stock_gap_and_go__5m_us,Stock gap-and-go continuation after the open [5m_us],single,,,,-30.45509,59,0.00000,0.00000,0.03046,29.69732,-0.51619,-3.50206,-0.96218,-1.00000,0.00000,-0.51619,0.00000,13.08475,trailing_stop,27.11864,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,-8.76569,trend_up_vol_high,trend_expansion,-21.68940,71.18644,0.00000,999.00000,"{""trend_flat_vol_high"": 17, ""trend_up_vol_high"": 42}","{""trend_flat_vol_high"": -8.76569313776317, ""trend_up_vol_high"": -21.68939918249939}","{""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 0.0}","{""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 0.0}",,1,-4.54000,-3.59000,none,-0.95000,500,-30.38123,-32.26262,-28.42654,0.03038,0.03226,100.00000,3,0.00000,-7.96651,-7.30940,0.00000,0.00000,-9.71126,-9.42085,0.00000,17,-6.28310,0.00000,12,artifacts\research\nvda\candidates\stock_gap_and_go__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\nvda\candidates\stock_gap_and_go__5m_us_5m_us_symbol_candidate_analysis.txt
stock_gap_open_reclaim__5m_us,Stock gap continuation after reclaiming premarket structure [5m_us],single,,,,-20.14947,41,4.87805,0.01775,0.02015,20.63734,-0.49145,-2.34656,-0.90210,-1.00000,0.18210,-0.52599,0.34620,12.92683,take_profit,26.82927,1,0.00000,0.00000,trend_up_vol_low,orderly_trend,-0.96277,trend_up_vol_high,trend_expansion,-11.95562,60.97561,0.00000,999.00000,"{""trend_flat_vol_high"": 8, ""trend_flat_vol_mid"": 3, ""trend_up_vol_high"": 25, ""trend_up_vol_low"": 2, ""trend_up_vol_mid"": 3}","{""trend_flat_vol_high"": -4.259548615604784, ""trend_flat_vol_mid"": -1.5359749270337995, ""trend_up_vol_high"": -11.955622296280387, ""trend_up_vol_low"": -0.9627733837989958, ""trend_up_vol_mid"": -1.4355531300311963}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.029562147462111797, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 8.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}",,1,-4.54000,-3.59000,none,-0.95000,500,-20.19412,-22.13362,-17.77120,0.02021,0.02213,100.00000,3,0.00000,-5.18103,-6.10691,0.00367,0.05645,-4.85458,-8.35295,0.01102,15,-3.24165,0.07718,8,artifacts\research\nvda\candidates\stock_gap_open_reclaim__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\nvda\candidates\stock_gap_open_reclaim__5m_us_5m_us_symbol_candidate_analysis.txt
stock_premarket_sweep_reversal__5m_us,Stock premarket sweep reversal after failed opening extension [5m_us],single,,,,-0.54702,1,0.00000,0.00000,0.00055,0.50351,-0.54702,0.00000,0.00000,-1.00000,0.00000,-0.54702,0.00000,3.00000,structure_exit,100.00000,1,0.00000,0.00000,trend_down_vol_mid,orderly_trend,-0.54702,trend_down_vol_mid,orderly_trend,-0.54702,100.00000,0.00000,999.00000,"{""trend_down_vol_mid"": 1}","{""trend_down_vol_mid"": -0.5470226507299962}","{""trend_down_vol_mid"": 0.0}","{""trend_down_vol_mid"": 0.0}",,1,-4.54000,-3.59000,none,-0.95000,500,-0.54702,-0.54702,-0.54702,0.00055,0.00055,100.00000,3,0.00000,0.00000,-0.18234,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.54702,0.00000,1,artifacts\research\nvda\candidates\stock_premarket_sweep_reversal__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\nvda\candidates\stock_premarket_sweep_reversal__5m_us_5m_us_symbol_candidate_analysis.txt
stock_power_hour_continuation__5m_us,Stock power-hour continuation into the close [5m_us],single,,,,-48.02432,94,0.00000,0.00000,0.04802,47.31061,-0.51090,-6.28236,-0.98770,-1.00000,0.00000,-0.51090,0.00000,8.77660,stop_loss,30.85106,1,0.00000,0.00000,trend_flat_vol_low,compressed_range,-0.43314,trend_up_vol_mid,orderly_trend,-17.88908,36.17021,0.00000,999.00000,"{""trend_flat_vol_high"": 8, ""trend_flat_vol_low"": 1, ""trend_flat_vol_mid"": 25, ""trend_up_vol_high"": 20, ""trend_up_vol_low"": 6, ""trend_up_vol_mid"": 34}","{""trend_flat_vol_high"": -3.9114126707211896, ""trend_flat_vol_low"": -0.4331449984400021, ""trend_flat_vol_mid"": -12.995919537972162, ""trend_up_vol_high"": -9.768046613405193, ""trend_up_vol_low"": -3.026711256264588, ""trend_up_vol_mid"": -17.889080151046358}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}",,1,-4.54000,-3.59000,none,-0.95000,500,-47.98357,-49.26271,-46.57878,0.04798,0.04926,100.00000,3,0.00000,-7.52350,-8.73912,0.00000,0.00000,-22.32131,-8.89501,0.00000,18,-8.43369,0.00000,16,artifacts\research\nvda\candidates\stock_power_hour_continuation__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\nvda\candidates\stock_power_hour_continuation__5m_us_5m_us_symbol_candidate_analysis.txt
momentum__5m_us,Momentum confirmation [5m_us],single,,,,-178.53124,347,0.00000,0.00000,0.17883,174.65474,-0.51450,-4.28083,-0.97386,-0.99835,0.00000,-0.51450,0.00000,12.02882,stop_loss,28.53026,1,0.00000,0.00000,trend_flat_vol_low,compressed_range,-3.21594,trend_up_vol_high,trend_expansion,-61.59362,34.00576,0.00000,999.00000,"{""trend_flat_vol_high"": 93, ""trend_flat_vol_low"": 6, ""trend_flat_vol_mid"": 65, ""trend_up_vol_high"": 118, ""trend_up_vol_mid"": 65}","{""trend_flat_vol_high"": -46.378579722000495, ""trend_flat_vol_low"": -3.215939456050192, ""trend_flat_vol_mid"": -33.83548823658093, ""trend_up_vol_high"": -61.59362300074029, ""trend_up_vol_mid"": -33.50761442096793}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_mid"": 0.0}",,1,-4.54000,-3.59000,none,-0.95000,500,-178.68305,-182.28673,-175.10874,0.17868,0.18229,100.00000,3,0.00000,-41.51717,-41.10728,0.00000,0.00000,-62.06993,-42.92382,0.00000,81,-42.15765,0.00000,78,artifacts\research\nvda\candidates\momentum__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\nvda\candidates\momentum__5m_us_5m_us_symbol_candidate_analysis.txt
