name,description,archetype,strategy_family,direction_mode,direction_role,realized_pnl,closed_trades,win_rate_pct,profit_factor,max_drawdown_pct,total_costs,expectancy,sharpe_ratio,sortino_ratio,calmar_ratio,avg_win,avg_loss,payoff_ratio,avg_hold_bars,dominant_exit,dominant_exit_share_pct,component_count,combo_outperformance_score,combo_trade_overlap_pct,best_regime,best_unified_regime,best_regime_pnl,worst_regime,worst_unified_regime,worst_regime_pnl,dominant_regime_share_pct,regime_stability_score,regime_loss_ratio,regime_trade_count_by_label,regime_pnl_by_label,regime_pf_by_label,regime_win_rate_by_label,regime_filter_label,broker_swap_available,broker_swap_long,broker_swap_short,broker_preferred_carry_side,broker_carry_spread,mc_simulations,mc_pnl_median,mc_pnl_p05,mc_pnl_p95,mc_max_drawdown_pct_median,mc_max_drawdown_pct_p95,mc_loss_probability_pct,walk_forward_windows,walk_forward_pass_rate_pct,walk_forward_avg_validation_pnl,walk_forward_avg_test_pnl,walk_forward_avg_validation_pf,walk_forward_avg_test_pf,train_pnl,validation_pnl,validation_profit_factor,validation_closed_trades,test_pnl,test_profit_factor,test_closed_trades,trade_log_path,trade_analysis_path
forex_trend_continuation__5m_europe,Forex trend continuation [5m_europe],single,,,,-10.52865,6,16.66667,0.94716,0.12579,0.30000,-1.75478,-0.01750,-0.03239,-0.08370,188.73499,-39.85273,4.73581,5.50000,structure_exit,33.33333,1,0.00000,0.00000,trend_flat_vol_low,compressed_range,-10.52865,trend_flat_vol_low,compressed_range,-10.52865,100.00000,0.00000,999.00000,"{""trend_flat_vol_low"": 6}","{""trend_flat_vol_low"": -10.528650519167119}","{""trend_flat_vol_low"": 0.9471622090959999}","{""trend_flat_vol_low"": 16.666666666666664}",,1,2.41000,-23.70000,long,26.11000,500,-17.61860,-321.24825,407.16398,0.16849,0.33655,61.20000,2,0.00000,0.00000,-73.47800,0.00000,0.00000,62.94935,0.00000,0.00000,0,-73.47800,0.00000,3,artifacts\research\usdjpy\candidates\forex_trend_continuation__5m_europe_5m_europe_symbol_candidate_trades.csv,artifacts\research\usdjpy\candidates\forex_trend_continuation__5m_europe_5m_europe_symbol_candidate_analysis.txt
forex_range_reversion__5m_europe,Forex range reversion [5m_europe],single,,,,3448.12212,46,19.56522,3.17731,1.01381,2.30000,74.95918,0.11457,1.52647,3.40114,559.08728,-42.80171,13.06226,545.06522,signal_exit,50.00000,1,0.00000,0.00000,trend_flat_vol_low,compressed_range,3265.88429,trend_flat_vol_mid,orderly_range,182.23783,97.82609,1.00000,0.00000,"{""trend_flat_vol_low"": 45, ""trend_flat_vol_mid"": 1}","{""trend_flat_vol_low"": 3265.8842938020075, ""trend_flat_vol_mid"": 182.23782636049344}","{""trend_flat_vol_low"": 3.0622338805329825, ""trend_flat_vol_mid"": 999.0}","{""trend_flat_vol_low"": 17.77777777777778, ""trend_flat_vol_mid"": 100.0}",,1,2.41000,-23.70000,long,26.11000,500,3400.84391,-1478.71741,12393.13003,0.82399,1.50602,31.20000,2,0.00000,-715.26037,-319.77540,0.21899,0.40901,-869.90606,-495.61439,0.30474,15,-429.00324,0.31020,14,artifacts\research\usdjpy\candidates\forex_range_reversion__5m_europe_5m_europe_symbol_candidate_trades.csv,artifacts\research\usdjpy\candidates\forex_range_reversion__5m_europe_5m_europe_symbol_candidate_analysis.txt
forex_breakout_momentum__5m_europe,Forex breakout momentum [5m_europe],single,,,,-1005.54678,64,32.81250,0.76069,1.00555,3.20000,-15.71167,-0.10895,-0.14301,-1.00000,152.20116,-97.71561,1.55759,9.59375,trailing_stop,29.68750,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,171.43983,trend_flat_vol_low,compressed_range,-1176.98661,96.87500,0.12714,6.86530,"{""trend_flat_vol_low"": 62, ""trend_flat_vol_mid"": 2}","{""trend_flat_vol_low"": -1176.9866058519765, ""trend_flat_vol_mid"": 171.43983013523092}","{""trend_flat_vol_low"": 0.7051642850493096, ""trend_flat_vol_mid"": 1.817302806003078}","{""trend_flat_vol_low"": 32.25806451612903, ""trend_flat_vol_mid"": 50.0}",,1,2.41000,-23.70000,long,26.11000,500,-1051.66524,-2815.52308,1019.30960,1.73119,3.15003,80.40000,2,50.00000,-51.60975,-217.48601,1.01218,0.90151,7787.37652,-383.25379,0.81129,31,-690.67508,0.67471,37,artifacts\research\usdjpy\candidates\forex_breakout_momentum__5m_europe_5m_europe_symbol_candidate_trades.csv,artifacts\research\usdjpy\candidates\forex_breakout_momentum__5m_europe_5m_europe_symbol_candidate_analysis.txt
forex_short_trend_continuation__5m_europe,Forex short trend continuation [5m_europe],single,,,,-145.17228,7,28.57143,0.49602,0.14517,0.35000,-20.73890,-0.29108,-0.30407,-1.00000,71.44047,-57.61064,1.24006,5.00000,structure_exit,28.57143,1,0.00000,0.00000,trend_flat_vol_low,compressed_range,-145.17228,trend_flat_vol_low,compressed_range,-145.17228,100.00000,0.00000,999.00000,"{""trend_flat_vol_low"": 7}","{""trend_flat_vol_low"": -145.17228373717026}","{""trend_flat_vol_low"": 0.49602270315455704}","{""trend_flat_vol_low"": 28.57142857142857}",,1,2.41000,-23.70000,long,26.11000,500,-149.71430,-444.10511,116.71636,0.22478,0.45575,81.60000,2,0.00000,-21.95735,-58.28634,499.50000,0.00000,41.09800,-116.57268,0.00000,2,0.00000,0.00000,0,artifacts\research\usdjpy\candidates\forex_short_trend_continuation__5m_europe_5m_europe_symbol_candidate_trades.csv,artifacts\research\usdjpy\candidates\forex_short_trend_continuation__5m_europe_5m_europe_symbol_candidate_analysis.txt
forex_short_breakdown_momentum__5m_europe,Forex short breakdown momentum [5m_europe],single,,,,-973.53075,16,25.00000,0.31265,1.03573,0.82500,-60.84567,-0.48127,-0.43858,-0.93995,110.70499,-118.02922,0.93795,6.68750,stop_loss,37.50000,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,-199.74194,trend_flat_vol_low,compressed_range,-773.78880,93.75000,0.00000,999.00000,"{""trend_flat_vol_low"": 15, ""trend_flat_vol_mid"": 1}","{""trend_flat_vol_low"": -773.7888046558688, ""trend_flat_vol_mid"": -199.74194086189644}","{""trend_flat_vol_low"": 0.36397892427933964, ""trend_flat_vol_mid"": 0.0}","{""trend_flat_vol_low"": 26.666666666666668, ""trend_flat_vol_mid"": 0.0}",,1,2.41000,-23.70000,long,26.11000,500,-960.53962,-1719.01954,-183.61479,1.09280,1.75669,97.20000,2,0.00000,1464.97324,-463.55391,1.78012,0.67676,-947.33351,3880.67863,3.33388,34,-877.70566,0.56389,39,artifacts\research\usdjpy\candidates\forex_short_breakdown_momentum__5m_europe_5m_europe_symbol_candidate_trades.csv,artifacts\research\usdjpy\candidates\forex_short_breakdown_momentum__5m_europe_5m_europe_symbol_candidate_analysis.txt
forex_trend_continuation__5m_europe__exit_trend,Forex trend continuation [5m_europe] with trend-runner exits,entry_exit_family,,,,76.46807,6,16.66667,1.40617,0.12579,0.30000,12.74468,0.09869,0.23853,0.60792,264.73212,-37.65281,7.03087,8.33333,signal_exit,33.33333,1,0.00000,0.00000,trend_flat_vol_low,compressed_range,76.46807,trend_flat_vol_low,compressed_range,76.46807,100.00000,1.00000,0.00000,"{""trend_flat_vol_low"": 6}","{""trend_flat_vol_low"": 76.46806542920649}","{""trend_flat_vol_low"": 1.4061745378698174}","{""trend_flat_vol_low"": 16.666666666666664}",,1,2.41000,-23.70000,long,26.11000,500,72.55843,-320.85693,635.15538,0.15848,0.33600,43.20000,2,0.00000,0.00000,-62.47842,0.00000,0.00000,138.94648,0.00000,0.00000,0,-62.47842,0.00000,3,artifacts\research\usdjpy\candidates\forex_trend_continuation__5m_europe__exit_trend_5m_europe_symbol_candidate_trades.csv,artifacts\research\usdjpy\candidates\forex_trend_continuation__5m_europe__exit_trend_5m_europe_symbol_candidate_analysis.txt
forex_trend_continuation__5m_europe__exit_fastfail,Forex trend continuation [5m_europe] with fast-fail exits,entry_exit_family,,,,-36.52767,6,16.66667,0.81851,0.12379,0.30000,-6.08794,-0.06663,-0.11180,-0.29509,164.73589,-40.25271,4.09254,4.16667,structure_exit,33.33333,1,0.00000,0.00000,trend_flat_vol_low,compressed_range,-36.52767,trend_flat_vol_low,compressed_range,-36.52767,100.00000,0.00000,999.00000,"{""trend_flat_vol_low"": 6}","{""trend_flat_vol_low"": -36.52766907847109}","{""trend_flat_vol_low"": 0.8185082865970731}","{""trend_flat_vol_low"": 16.666666666666664}",,1,2.41000,-23.70000,long,26.11000,500,-47.61747,-324.34761,337.16662,0.17054,0.33675,65.20000,2,0.00000,0.00000,-77.47785,0.00000,0.00000,40.95018,0.00000,0.00000,0,-77.47785,0.00000,3,artifacts\research\usdjpy\candidates\forex_trend_continuation__5m_europe__exit_fastfail_5m_europe_symbol_candidate_trades.csv,artifacts\research\usdjpy\candidates\forex_trend_continuation__5m_europe__exit_fastfail_5m_europe_symbol_candidate_analysis.txt
forex_range_reversion__5m_europe__exit_quick,Forex range reversion [5m_europe] with quick-fail mean reversion exits,entry_exit_family,,,,4245.48178,50,20.00000,3.62575,1.06445,2.50000,84.90964,0.11396,1.79114,3.98842,586.23435,-40.42154,14.50302,451.04000,structure_exit,42.00000,1,0.00000,0.00000,trend_flat_vol_low,compressed_range,4063.24395,trend_flat_vol_mid,orderly_range,182.23783,98.00000,1.00000,0.00000,"{""trend_flat_vol_low"": 49, ""trend_flat_vol_mid"": 1}","{""trend_flat_vol_low"": 4063.2439540724304, ""trend_flat_vol_mid"": 182.23782636049344}","{""trend_flat_vol_low"": 3.5130436356430574, ""trend_flat_vol_mid"": 999.0}","{""trend_flat_vol_low"": 18.367346938775512, ""trend_flat_vol_mid"": 100.0}",,1,2.41000,-23.70000,long,26.11000,500,4015.95558,-1433.62287,14599.96495,0.87900,1.51987,38.80000,2,0.00000,-508.76816,-306.77589,0.28245,0.39708,-861.90636,-280.62250,0.43634,15,-446.00260,0.22960,14,artifacts\research\usdjpy\candidates\forex_range_reversion__5m_europe__exit_quick_5m_europe_symbol_candidate_trades.csv,artifacts\research\usdjpy\candidates\forex_range_reversion__5m_europe__exit_quick_5m_europe_symbol_candidate_analysis.txt
forex_breakout_momentum__5m_europe__exit_trend,Forex breakout momentum [5m_europe] with trend-runner exits,entry_exit_family,,,,6603.96024,56,25.00000,2.86814,1.00197,2.80000,117.92786,0.11714,1.20541,6.59095,724.21420,-84.16758,8.60443,661.42857,trailing_stop,37.50000,1,0.00000,0.00000,trend_flat_vol_low,compressed_range,6645.51237,trend_flat_vol_mid,orderly_range,-41.55213,96.42857,0.99379,0.00625,"{""trend_flat_vol_low"": 54, ""trend_flat_vol_mid"": 2}","{""trend_flat_vol_low"": 6645.512368668624, ""trend_flat_vol_mid"": -41.55212960051483}","{""trend_flat_vol_low"": 2.998484684277969, ""trend_flat_vol_mid"": 0.8019090890890622}","{""trend_flat_vol_low"": 24.074074074074073, ""trend_flat_vol_mid"": 50.0}",,1,2.41000,-23.70000,long,26.11000,500,5939.84386,-1962.11373,21060.02059,1.22292,2.46489,29.40000,2,0.00000,-865.39078,-574.61305,0.45767,0.73761,7741.37826,-965.83471,0.39385,21,-954.94615,0.56565,36,artifacts\research\usdjpy\candidates\forex_breakout_momentum__5m_europe__exit_trend_5m_europe_symbol_candidate_trades.csv,artifacts\research\usdjpy\candidates\forex_breakout_momentum__5m_europe__exit_trend_5m_europe_symbol_candidate_analysis.txt
forex_breakout_momentum__5m_europe__exit_fastfail,Forex breakout momentum [5m_europe] with fast-fail exits,entry_exit_family,,,,7777.35439,61,32.78689,3.13525,1.03358,3.05000,127.49761,0.11367,1.29053,7.52467,570.98607,-88.83822,6.42726,581.18033,structure_exit,27.86885,1,0.00000,0.00000,trend_flat_vol_low,compressed_range,7548.91671,trend_flat_vol_mid,orderly_range,228.43768,96.72131,1.00000,0.00000,"{""trend_flat_vol_low"": 59, ""trend_flat_vol_mid"": 2}","{""trend_flat_vol_low"": 7548.916712801797, ""trend_flat_vol_mid"": 228.43767851526644}","{""trend_flat_vol_low"": 3.1393515344579863, ""trend_flat_vol_mid"": 3.007951139824915}","{""trend_flat_vol_low"": 32.20338983050847, ""trend_flat_vol_mid"": 50.0}",,1,2.41000,-23.70000,long,26.11000,500,7243.66385,-2022.90562,25117.29951,1.24631,2.48226,31.20000,2,0.00000,-800.34095,-76.99131,0.45869,0.96439,7272.58827,-598.24568,0.71090,31,-451.68410,0.77676,37,artifacts\research\usdjpy\candidates\forex_breakout_momentum__5m_europe__exit_fastfail_5m_europe_symbol_candidate_trades.csv,artifacts\research\usdjpy\candidates\forex_breakout_momentum__5m_europe__exit_fastfail_5m_europe_symbol_candidate_analysis.txt
