Artifact: eth_crypto_short_breakdown_sweep_selective_15m_us_symbol_candidate
Closed trades: 160
Realized pnl: -319.52

By entry hour
15: trades=28 pnl=-52.89 avg=-1.89 win_rate=3.57%
19: trades=24 pnl=-48.27 avg=-2.01 win_rate=0.00%
14: trades=21 pnl=-42.45 avg=-2.02 win_rate=0.00%
18: trades=18 pnl=-36.10 avg=-2.01 win_rate=0.00%
17: trades=16 pnl=-31.47 avg=-1.97 win_rate=0.00%
13: trades=15 pnl=-29.72 avg=-1.98 win_rate=0.00%
16: trades=13 pnl=-26.91 avg=-2.07 win_rate=0.00%
12: trades=8 pnl=-16.17 avg=-2.02 win_rate=0.00%
11: trades=6 pnl=-12.13 avg=-2.02 win_rate=0.00%
20: trades=4 pnl=-8.79 avg=-2.20 win_rate=0.00%
8: trades=3 pnl=-6.85 avg=-2.28 win_rate=0.00%
9: trades=2 pnl=-3.99 avg=-2.00 win_rate=0.00%
23: trades=1 pnl=-1.92 avg=-1.92 win_rate=0.00%
10: trades=1 pnl=-1.86 avg=-1.86 win_rate=0.00%

By entry setup
volatility_short_breakdown: trades=160 pnl=-319.52 avg=-2.00 win_rate=0.62%

By exit reason
stop_loss: trades=152 pnl=-312.89 avg=-2.06 win_rate=0.00%
stale_breakout: trades=5 pnl=-7.98 avg=-1.60 win_rate=0.00%
time_stop: trades=2 pnl=-0.75 avg=-0.38 win_rate=0.00%
take_profit: trades=1 pnl=2.10 avg=2.10 win_rate=100.00%
