name,description,archetype,realized_pnl,closed_trades,win_rate_pct,profit_factor,max_drawdown_pct,total_costs,expectancy,sharpe_ratio,sortino_ratio,calmar_ratio,avg_win,avg_loss,payoff_ratio,avg_hold_bars,dominant_exit,dominant_exit_share_pct,component_count,combo_outperformance_score,combo_trade_overlap_pct,best_regime,best_unified_regime,best_regime_pnl,worst_regime,worst_unified_regime,worst_regime_pnl,dominant_regime_share_pct,regime_stability_score,regime_loss_ratio,regime_trade_count_by_label,regime_pnl_by_label,regime_pf_by_label,regime_win_rate_by_label,regime_filter_label,broker_swap_available,broker_swap_long,broker_swap_short,broker_preferred_carry_side,broker_carry_spread,mc_simulations,mc_pnl_median,mc_pnl_p05,mc_pnl_p95,mc_max_drawdown_pct_median,mc_max_drawdown_pct_p95,mc_loss_probability_pct,walk_forward_windows,walk_forward_pass_rate_pct,walk_forward_avg_validation_pnl,walk_forward_avg_test_pnl,walk_forward_avg_validation_pf,walk_forward_avg_test_pf,train_pnl,validation_pnl,validation_profit_factor,validation_closed_trades,test_pnl,test_profit_factor,test_closed_trades,trade_log_path,trade_analysis_path
trend__5m_all,EMA trend continuation [5m_all],single,-6.86424,14,21.42857,0.25157,0.00720,0.00000,-0.49030,-0.54381,-0.52095,-0.95330,0.76911,-0.83378,0.92244,7.21429,stop_loss,57.14286,1,0.00000,0.00000,trend_up_vol_low,orderly_trend,-0.35145,trend_up_vol_mid,orderly_trend,-3.37832,57.14286,0.00000,999.00000,"{""trend_up_vol_high"": 4, ""trend_up_vol_low"": 2, ""trend_up_vol_mid"": 8}","{""trend_up_vol_high"": -3.1344587156103807, ""trend_up_vol_low"": -0.3514547688936728, ""trend_up_vol_mid"": -3.3783218282751117}","{""trend_up_vol_high"": 0.05388534389401455, ""trend_up_vol_low"": 0.2072355013189123, ""trend_up_vol_mid"": 0.3761469725294339}","{""trend_up_vol_high"": 25.0, ""trend_up_vol_low"": 50.0, ""trend_up_vol_mid"": 12.5}",,1,-438.33000,-23.07000,none,-415.26000,500,-6.75135,-12.07075,-0.84977,0.00765,0.01208,96.00000,2,0.00000,-0.95700,-0.71425,0.48578,0.71259,-2.55137,-0.05961,0.97157,4,-2.03619,0.00000,2,artifacts\research\hk50\candidates\trend__5m_all_5m_all_symbol_candidate_trades.csv,artifacts\research\hk50\candidates\trend__5m_all_5m_all_symbol_candidate_analysis.txt
momentum__5m_all,Momentum confirmation [5m_all],single,-3.80248,13,38.46154,0.41929,0.00525,0.00000,-0.29250,-0.34764,-0.32144,-0.72446,0.54910,-0.81850,0.67086,10.61538,stop_loss,38.46154,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,2.36860,trend_up_vol_mid,orderly_trend,-3.30005,30.76923,0.28630,1.39325,"{""trend_flat_vol_high"": 4, ""trend_flat_vol_mid"": 3, ""trend_up_vol_high"": 1, ""trend_up_vol_low"": 2, ""trend_up_vol_mid"": 3}","{""trend_flat_vol_high"": -2.696993690760573, ""trend_flat_vol_mid"": 2.368597628241005, ""trend_up_vol_high"": 0.17852105421072337, ""trend_up_vol_low"": -0.3525590117814863, ""trend_up_vol_mid"": -3.300047986694517}","{""trend_flat_vol_high"": 0.028835344771660998, ""trend_flat_vol_mid"": 90.6197900006582, ""trend_up_vol_high"": 999.0, ""trend_up_vol_low"": 0.20672060104527995, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_high"": 25.0, ""trend_flat_vol_mid"": 66.66666666666666, ""trend_up_vol_high"": 100.0, ""trend_up_vol_low"": 50.0, ""trend_up_vol_mid"": 0.0}",,1,-438.33000,-23.07000,none,-415.26000,500,-3.96756,-8.84804,0.90312,0.00499,0.00893,90.20000,2,0.00000,-1.06095,0.43476,0.03594,23.03115,-1.40112,-1.03412,0.07187,3,-0.30109,0.77086,2,artifacts\research\hk50\candidates\momentum__5m_all_5m_all_symbol_candidate_trades.csv,artifacts\research\hk50\candidates\momentum__5m_all_5m_all_symbol_candidate_analysis.txt
mean_reversion__5m_all,Intraday mean reversion [5m_all],single,0.66695,6,33.33333,1.30554,0.00033,0.00000,0.11116,0.09217,0.14927,2.01801,1.42490,-0.54571,2.61108,4.33333,structure_exit,66.66667,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,2.15575,trend_up_vol_high,trend_expansion,-1.42257,33.33333,0.57463,0.65990,"{""trend_down_vol_high"": 2, ""trend_down_vol_mid"": 2, ""trend_flat_vol_high"": 1, ""trend_up_vol_high"": 1}","{""trend_down_vol_high"": 0.41186727332529705, ""trend_down_vol_mid"": -0.4780975007505549, ""trend_flat_vol_high"": 2.15575492357646, ""trend_up_vol_high"": -1.422573821731312}","{""trend_down_vol_high"": 2.4596342226828374, ""trend_down_vol_mid"": 0.0, ""trend_flat_vol_high"": 999.0, ""trend_up_vol_high"": 0.0}","{""trend_down_vol_high"": 50.0, ""trend_down_vol_mid"": 0.0, ""trend_flat_vol_high"": 100.0, ""trend_up_vol_high"": 0.0}",,1,-438.33000,-23.07000,none,-415.26000,500,0.63766,-3.81733,5.16290,0.00168,0.00392,43.00000,2,0.00000,-0.50535,0.23523,499.50000,499.50000,0.19650,0.69404,999.00000,1,-0.22358,0.00000,1,artifacts\research\hk50\candidates\mean_reversion__5m_all_5m_all_symbol_candidate_trades.csv,artifacts\research\hk50\candidates\mean_reversion__5m_all_5m_all_symbol_candidate_analysis.txt
volatility_breakout__5m_all,Generic volatility breakout [5m_all],single,-10.58533,29,20.68966,0.34650,0.01056,0.00000,-0.36501,-0.46615,-0.45471,-1.00232,0.93542,-0.70425,1.32824,5.68966,signal_exit,51.72414,1,0.00000,0.00000,trend_up_vol_low,orderly_trend,0.39570,trend_up_vol_high,trend_expansion,-3.07073,37.93103,0.03478,7.76028,"{""trend_flat_vol_high"": 4, ""trend_flat_vol_mid"": 7, ""trend_up_vol_high"": 5, ""trend_up_vol_low"": 2, ""trend_up_vol_mid"": 11}","{""trend_flat_vol_high"": -2.982934744148988, ""trend_flat_vol_mid"": -2.2742588298297415, ""trend_up_vol_high"": -3.0707348044043465, ""trend_up_vol_low"": 0.39569887650806773, ""trend_up_vol_mid"": -2.6530991084844207}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_mid"": 0.3780088796606999, ""trend_up_vol_high"": 0.07855408388441201, ""trend_up_vol_low"": 2.436200631837704, ""trend_up_vol_mid"": 0.5541364165383993}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_mid"": 14.285714285714285, ""trend_up_vol_high"": 20.0, ""trend_up_vol_low"": 50.0, ""trend_up_vol_mid"": 27.27272727272727}",,1,-438.33000,-23.07000,none,-415.26000,500,-10.24843,-17.06557,-3.36784,0.01147,0.01735,99.00000,2,0.00000,-4.17835,-4.54931,0.21704,0.01106,1.34665,-6.27252,0.00000,9,-4.49935,0.00000,5,artifacts\research\hk50\candidates\volatility_breakout__5m_all_5m_all_symbol_candidate_trades.csv,artifacts\research\hk50\candidates\volatility_breakout__5m_all_5m_all_symbol_candidate_analysis.txt
opening_range_breakout__5m_all,Opening range breakout [5m_all],single,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-438.33000,-23.07000,none,-415.26000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\hk50\candidates\opening_range_breakout__5m_all_5m_all_symbol_candidate_trades.csv,artifacts\research\hk50\candidates\opening_range_breakout__5m_all_5m_all_symbol_candidate_analysis.txt
volatility_short_breakdown__5m_all,Generic short volatility breakdown [5m_all],single,-1.88002,61,31.14754,0.91611,0.00661,0.00000,-0.03082,-0.03315,-0.04575,-0.28427,1.08053,-0.53357,2.02508,7.70492,structure_exit,27.86885,1,0.00000,0.00000,trend_down_vol_mid,orderly_trend,2.28194,trend_down_vol_high,trend_expansion,-3.08172,27.86885,0.39124,1.35049,"{""trend_down_vol_high"": 7, ""trend_down_vol_low"": 5, ""trend_down_vol_mid"": 17, ""trend_flat_vol_high"": 6, ""trend_flat_vol_low"": 11, ""trend_flat_vol_mid"": 15}","{""trend_down_vol_high"": -3.0817239565648924, ""trend_down_vol_low"": -1.3131119720007338, ""trend_down_vol_mid"": 2.2819385837597292, ""trend_flat_vol_high"": 0.7613793090616311, ""trend_flat_vol_low"": -0.8666589301853673, ""trend_flat_vol_mid"": 0.33815823014447227}","{""trend_down_vol_high"": 0.4266059659565423, ""trend_down_vol_low"": 0.0, ""trend_down_vol_mid"": 1.568205067920946, ""trend_flat_vol_high"": 1.2996653478554787, ""trend_flat_vol_low"": 0.6724992663375673, ""trend_flat_vol_mid"": 1.0518705581681633}","{""trend_down_vol_high"": 14.285714285714285, ""trend_down_vol_low"": 0.0, ""trend_down_vol_mid"": 41.17647058823529, ""trend_flat_vol_high"": 33.33333333333333, ""trend_flat_vol_low"": 27.27272727272727, ""trend_flat_vol_mid"": 40.0}",,1,-438.33000,-23.07000,none,-415.26000,500,-1.95066,-12.50850,9.39710,0.00810,0.01499,62.00000,2,0.00000,-1.62428,1.46451,0.70744,1.34436,0.30899,-0.93623,0.81728,13,2.22943,1.53099,10,artifacts\research\hk50\candidates\volatility_short_breakdown__5m_all_5m_all_symbol_candidate_trades.csv,artifacts\research\hk50\candidates\volatility_short_breakdown__5m_all_5m_all_symbol_candidate_analysis.txt
opening_range_short_breakdown__5m_all,Opening range short breakdown [5m_all],single,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-438.33000,-23.07000,none,-415.26000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\hk50\candidates\opening_range_short_breakdown__5m_all_5m_all_symbol_candidate_trades.csv,artifacts\research\hk50\candidates\opening_range_short_breakdown__5m_all_5m_all_symbol_candidate_analysis.txt
trend__5m_all__exit_trend,EMA trend continuation [5m_all] with trend-runner exits,entry_exit_family,-7.05421,14,14.28571,0.23182,0.00739,0.00000,-0.50387,-0.56479,-0.55917,-0.95450,1.06440,-0.76525,1.39092,7.35714,stop_loss,57.14286,1,0.00000,0.00000,trend_up_vol_low,orderly_trend,-0.35145,trend_up_vol_mid,orderly_trend,-3.37832,57.14286,0.00000,999.00000,"{""trend_up_vol_high"": 4, ""trend_up_vol_low"": 2, ""trend_up_vol_mid"": 8}","{""trend_up_vol_high"": -3.324436407166395, ""trend_up_vol_low"": -0.3514547688936728, ""trend_up_vol_mid"": -3.3783218282751117}","{""trend_up_vol_high"": 0.0, ""trend_up_vol_low"": 0.2072355013189123, ""trend_up_vol_mid"": 0.3761469725294339}","{""trend_up_vol_high"": 0.0, ""trend_up_vol_low"": 50.0, ""trend_up_vol_mid"": 12.5}",,1,-438.33000,-23.07000,none,-415.26000,500,-7.01797,-12.10704,-1.03833,0.00774,0.01217,96.40000,2,0.00000,-0.95700,-0.71425,0.48578,0.71259,-2.74135,-0.05961,0.97157,4,-2.03619,0.00000,2,artifacts\research\hk50\candidates\trend__5m_all__exit_trend_5m_all_symbol_candidate_trades.csv,artifacts\research\hk50\candidates\trend__5m_all__exit_trend_5m_all_symbol_candidate_analysis.txt
trend__5m_all__exit_fastfail,EMA trend continuation [5m_all] with fast-fail exits,entry_exit_family,-7.46596,14,21.42857,0.18597,0.00747,0.00000,-0.53328,-0.71506,-0.56662,-1.00000,0.56853,-0.83378,0.68187,6.64286,stop_loss,57.14286,1,0.00000,0.00000,trend_up_vol_low,orderly_trend,-0.04749,trend_up_vol_mid,orderly_trend,-4.28402,57.14286,0.00000,999.00000,"{""trend_up_vol_high"": 4, ""trend_up_vol_low"": 2, ""trend_up_vol_mid"": 8}","{""trend_up_vol_high"": -3.1344587156103807, ""trend_up_vol_low"": -0.04749046240402094, ""trend_up_vol_mid"": -4.284015475703782}","{""trend_up_vol_high"": 0.05388534389401455, ""trend_up_vol_low"": 0.8928773886370375, ""trend_up_vol_mid"": 0.2088983347056891}","{""trend_up_vol_high"": 25.0, ""trend_up_vol_low"": 50.0, ""trend_up_vol_mid"": 12.5}",,1,-438.33000,-23.07000,none,-415.26000,500,-7.53094,-12.01571,-2.50660,0.00791,0.01207,99.00000,2,0.00000,-1.40985,-1.16710,0.26979,0.39575,-2.24740,-0.96531,0.53957,4,-2.03619,0.00000,2,artifacts\research\hk50\candidates\trend__5m_all__exit_fastfail_5m_all_symbol_candidate_trades.csv,artifacts\research\hk50\candidates\trend__5m_all__exit_fastfail_5m_all_symbol_candidate_analysis.txt
momentum__5m_all__exit_trend,Momentum confirmation [5m_all] with trend-runner exits,entry_exit_family,-3.99046,13,30.76923,0.42313,0.00580,0.00000,-0.30696,-0.33435,-0.33560,-0.68841,0.73173,-0.76860,0.95204,11.00000,stop_loss,46.15385,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,2.72856,trend_up_vol_mid,orderly_trend,-3.30005,30.76923,0.28881,1.20945,"{""trend_flat_vol_high"": 4, ""trend_flat_vol_mid"": 3, ""trend_up_vol_high"": 1, ""trend_up_vol_low"": 2, ""trend_up_vol_mid"": 3}","{""trend_flat_vol_high"": -3.0549516569556, ""trend_flat_vol_mid"": 2.728555359610291, ""trend_up_vol_high"": -0.011456637345290802, ""trend_up_vol_low"": -0.3525590117814863, ""trend_up_vol_mid"": -3.300047986694517}","{""trend_flat_vol_high"": 0.025542922335565457, ""trend_flat_vol_mid"": 104.23938326115875, ""trend_up_vol_high"": 0.0, ""trend_up_vol_low"": 0.20672060104527995, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_high"": 25.0, ""trend_flat_vol_mid"": 66.66666666666666, ""trend_up_vol_high"": 0.0, ""trend_up_vol_low"": 50.0, ""trend_up_vol_mid"": 0.0}",,1,-438.33000,-23.07000,none,-415.26000,500,-4.18290,-9.38530,1.34799,0.00530,0.00975,88.80000,2,0.00000,-1.06095,0.79471,0.03594,29.97792,-1.94905,-1.03412,0.07187,3,0.05887,1.04481,2,artifacts\research\hk50\candidates\momentum__5m_all__exit_trend_5m_all_symbol_candidate_trades.csv,artifacts\research\hk50\candidates\momentum__5m_all__exit_trend_5m_all_symbol_candidate_analysis.txt
