name,description,archetype,realized_pnl,closed_trades,win_rate_pct,profit_factor,max_drawdown_pct,total_costs,expectancy,sharpe_ratio,sortino_ratio,calmar_ratio,avg_win,avg_loss,payoff_ratio,avg_hold_bars,dominant_exit,dominant_exit_share_pct,component_count,combo_outperformance_score,combo_trade_overlap_pct,best_regime,best_unified_regime,best_regime_pnl,worst_regime,worst_unified_regime,worst_regime_pnl,dominant_regime_share_pct,regime_stability_score,regime_loss_ratio,regime_trade_count_by_label,regime_pnl_by_label,regime_pf_by_label,regime_win_rate_by_label,regime_filter_label,broker_swap_available,broker_swap_long,broker_swap_short,broker_preferred_carry_side,broker_carry_spread,walk_forward_windows,walk_forward_pass_rate_pct,walk_forward_avg_validation_pnl,walk_forward_avg_test_pnl,walk_forward_avg_validation_pf,walk_forward_avg_test_pf,train_pnl,validation_pnl,validation_profit_factor,validation_closed_trades,test_pnl,test_profit_factor,test_closed_trades,trade_log_path,trade_analysis_path
forex_breakout_momentum__15m_europe__exit_trend,EURUSD breakout momentum baseline [15m_europe] with trend-runner exits,entry_exit_family,-24.54307,89,23.59551,0.64686,0.02851,4.45000,-0.27576,-0.15277,-0.21475,-0.86082,2.14079,-1.02205,2.09460,9.97753,stop_loss,38.20225,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,3.89830,trend_flat_vol_low,compressed_range,-23.91327,86.51685,0.12054,6.13429,"{""trend_flat_vol_high"": 1, ""trend_flat_vol_low"": 77, ""trend_flat_vol_mid"": 11}","{""trend_flat_vol_high"": -4.528095499999891, ""trend_flat_vol_low"": -23.913269250006227, ""trend_flat_vol_mid"": 3.8982972499999526}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.5470467543661535, ""trend_flat_vol_mid"": 1.3201251209462141}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 22.07792207792208, ""trend_flat_vol_mid"": 36.36363636363637}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-2.65895,-4.01086,0.75865,0.78944,-14.29346,-1.05505,0.93200,15,-8.37920,0.55906,22,artifacts\research\eurusd\candidates\forex_breakout_momentum__15m_europe__exit_trend_15m_europe_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_breakout_momentum__15m_europe__exit_trend_15m_europe_symbol_candidate_analysis.txt
forex_breakout_momentum__15m_europe__exit_fastfail,EURUSD breakout momentum baseline [15m_europe] with fast-fail exits,entry_exit_family,-25.39305,89,25.84270,0.58142,0.03408,4.45000,-0.28532,-0.21146,-0.25399,-0.74501,1.53357,-0.91917,1.66843,7.17978,structure_exit,32.58427,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,0.06839,trend_flat_vol_low,compressed_range,-23.33328,86.51685,0.00268,341.16479,"{""trend_flat_vol_high"": 1, ""trend_flat_vol_low"": 77, ""trend_flat_vol_mid"": 11}","{""trend_flat_vol_high"": -2.1281555000000116, ""trend_flat_vol_low"": -23.33328375000474, ""trend_flat_vol_mid"": 0.06839300000032889}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.5153048026938651, ""trend_flat_vol_mid"": 1.0065782033785495}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 25.97402597402597, ""trend_flat_vol_mid"": 27.27272727272727}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-10.65875,-1.96591,0.19186,0.89735,-16.87339,-12.39477,0.23937,15,2.91052,1.21633,22,artifacts\research\eurusd\candidates\forex_breakout_momentum__15m_europe__exit_fastfail_15m_europe_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_breakout_momentum__15m_europe__exit_fastfail_15m_europe_symbol_candidate_analysis.txt
forex_short_breakdown_momentum__15m_europe__exit_trend,EURUSD short breakdown momentum baseline [15m_europe] with trend-runner exits,entry_exit_family,-35.42795,143,30.06993,0.64503,0.04786,7.15000,-0.24775,-0.16157,-0.20896,-0.74025,1.49717,-0.99806,1.50008,10.42657,trailing_stop,36.36364,1,0.00000,0.00000,trend_down_vol_mid,orderly_trend,0.13092,trend_flat_vol_low,compressed_range,-32.50616,90.20979,0.00367,248.29218,"{""trend_down_vol_mid"": 1, ""trend_flat_vol_high"": 1, ""trend_flat_vol_low"": 129, ""trend_flat_vol_mid"": 12}","{""trend_down_vol_mid"": 0.1309189999999461, ""trend_flat_vol_high"": -2.828138000000041, ""trend_flat_vol_low"": -32.506163750010515, ""trend_flat_vol_mid"": -0.2245670000005764}","{""trend_down_vol_mid"": 999.0, ""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.6023196401388022, ""trend_flat_vol_mid"": 0.9852633102084082}","{""trend_down_vol_mid"": 100.0, ""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 30.23255813953488, ""trend_flat_vol_mid"": 25.0}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-12.50277,-0.82535,0.38951,1.00482,-22.00539,-15.51755,0.43718,32,4.90357,1.22949,34,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__15m_europe__exit_trend_15m_europe_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__15m_europe__exit_trend_15m_europe_symbol_candidate_analysis.txt
forex_short_breakdown_momentum__15m_europe__exit_fastfail,EURUSD short breakdown momentum baseline [15m_europe] with fast-fail exits,entry_exit_family,-35.38332,146,27.39726,0.58797,0.04793,7.30000,-0.24235,-0.20663,-0.23828,-0.73816,1.26233,-0.81015,1.55813,6.07534,structure_exit,35.61644,1,0.00000,0.00000,trend_down_vol_mid,orderly_trend,0.64091,trend_flat_vol_low,compressed_range,-21.86348,89.72603,0.01748,34.11338,"{""trend_down_vol_mid"": 1, ""trend_flat_vol_high"": 1, ""trend_flat_vol_low"": 131, ""trend_flat_vol_mid"": 13}","{""trend_down_vol_mid"": 0.6409062500000118, ""trend_flat_vol_high"": -2.1281555000000116, ""trend_flat_vol_low"": -21.8634757500104, ""trend_flat_vol_mid"": -12.032596000000021}","{""trend_down_vol_mid"": 999.0, ""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.6788276070140191, ""trend_flat_vol_mid"": 0.23233524260174107}","{""trend_down_vol_mid"": 100.0, ""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 29.00763358778626, ""trend_flat_vol_mid"": 7.6923076923076925}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-13.64612,-2.78560,0.24958,0.97089,-16.25046,-19.18737,0.17337,32,7.24324,1.47316,34,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__15m_europe__exit_fastfail_15m_europe_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__15m_europe__exit_fastfail_15m_europe_symbol_candidate_analysis.txt
eurusd_london_range_reclaim__15m_europe__exit_trend,EURUSD London range reclaim [15m_europe] with trend-runner exits,entry_exit_family,-0.65867,1,0.00000,0.00000,0.00066,0.05000,-0.65867,0.00000,0.00000,-1.00000,0.00000,-0.65867,0.00000,2.00000,stop_loss,100.00000,1,0.00000,0.00000,trend_flat_vol_low,compressed_range,-0.65867,trend_flat_vol_low,compressed_range,-0.65867,100.00000,0.00000,999.00000,"{""trend_flat_vol_low"": 1}","{""trend_flat_vol_low"": -0.6586672500000834}","{""trend_flat_vol_low"": 0.0}","{""trend_flat_vol_low"": 0.0}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-0.32933,0.00000,0.00000,0.00000,-0.65867,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_london_range_reclaim__15m_europe__exit_trend_15m_europe_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_london_range_reclaim__15m_europe__exit_trend_15m_europe_symbol_candidate_analysis.txt
eurusd_london_range_reclaim__15m_europe__exit_fastfail,EURUSD London range reclaim [15m_europe] with fast-fail exits,entry_exit_family,-0.65867,1,0.00000,0.00000,0.00066,0.05000,-0.65867,0.00000,0.00000,-1.00000,0.00000,-0.65867,0.00000,2.00000,stop_loss,100.00000,1,0.00000,0.00000,trend_flat_vol_low,compressed_range,-0.65867,trend_flat_vol_low,compressed_range,-0.65867,100.00000,0.00000,999.00000,"{""trend_flat_vol_low"": 1}","{""trend_flat_vol_low"": -0.6586672500000834}","{""trend_flat_vol_low"": 0.0}","{""trend_flat_vol_low"": 0.0}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-0.32933,0.00000,0.00000,0.00000,-0.65867,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_london_range_reclaim__15m_europe__exit_fastfail_15m_europe_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_london_range_reclaim__15m_europe__exit_fastfail_15m_europe_symbol_candidate_analysis.txt
eurusd_london_false_break_reversal__15m_europe__exit_trend,EURUSD London false-break reversal around prior-day and overnight levels [15m_europe] with trend-runner exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_london_false_break_reversal__15m_europe__exit_trend_15m_europe_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_london_false_break_reversal__15m_europe__exit_trend_15m_europe_symbol_candidate_analysis.txt
eurusd_london_false_break_reversal__15m_europe__exit_fastfail,EURUSD London false-break reversal around prior-day and overnight levels [15m_europe] with fast-fail exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_london_false_break_reversal__15m_europe__exit_fastfail_15m_europe_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_london_false_break_reversal__15m_europe__exit_fastfail_15m_europe_symbol_candidate_analysis.txt
eurusd_post_news_reclaim__15m_europe__exit_trend,EURUSD post-news VWAP reclaim [15m_europe] with trend-runner exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_post_news_reclaim__15m_europe__exit_trend_15m_europe_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_post_news_reclaim__15m_europe__exit_trend_15m_europe_symbol_candidate_analysis.txt
eurusd_post_news_reclaim__15m_europe__exit_fastfail,EURUSD post-news VWAP reclaim [15m_europe] with fast-fail exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_post_news_reclaim__15m_europe__exit_fastfail_15m_europe_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_post_news_reclaim__15m_europe__exit_fastfail_15m_europe_symbol_candidate_analysis.txt
forex_breakout_momentum__15m_us,EURUSD breakout momentum baseline [15m_us],single,-0.13161,80,38.75000,0.99774,0.00923,4.00000,-0.00165,-0.00087,-0.00118,-0.01426,1.87191,-1.18696,1.57707,13.32500,trailing_stop,31.25000,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,4.82229,trend_flat_vol_mid,orderly_range,-4.54847,56.25000,0.49418,0.94322,"{""trend_down_vol_high"": 1, ""trend_flat_vol_high"": 7, ""trend_flat_vol_low"": 45, ""trend_flat_vol_mid"": 26, ""trend_up_vol_high"": 1}","{""trend_down_vol_high"": -1.1678030000000836, ""trend_flat_vol_high"": 0.7424709999990955, ""trend_flat_vol_low"": 0.019908999998019622, ""trend_flat_vol_mid"": -4.548470250002855, ""trend_up_vol_high"": 4.822286249999912}","{""trend_down_vol_high"": 0.0, ""trend_flat_vol_high"": 1.133958346347998, ""trend_flat_vol_low"": 1.0007977221743511, ""trend_flat_vol_mid"": 0.8283157624617266, ""trend_up_vol_high"": 999.0}","{""trend_down_vol_high"": 0.0, ""trend_flat_vol_high"": 42.857142857142854, ""trend_flat_vol_low"": 42.22222222222222, ""trend_flat_vol_mid"": 30.76923076923077, ""trend_up_vol_high"": 100.0}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-0.41613,-6.30717,0.95580,0.63886,4.26061,1.35184,1.10807,18,-7.60389,0.58311,15,artifacts\research\eurusd\candidates\forex_breakout_momentum__15m_us_15m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_breakout_momentum__15m_us_15m_us_symbol_candidate_analysis.txt
forex_short_breakdown_momentum__15m_us,EURUSD short breakdown momentum baseline [15m_us],single,-35.23979,157,35.66879,0.70437,0.03830,7.85000,-0.22446,-0.14206,-0.16051,-0.92014,1.49933,-1.18022,1.27038,9.19745,stop_loss,28.66242,1,0.00000,0.00000,trend_down_vol_mid,orderly_trend,-0.67643,trend_flat_vol_low,compressed_range,-21.50339,72.61146,0.00000,999.00000,"{""trend_down_vol_high"": 2, ""trend_down_vol_low"": 3, ""trend_down_vol_mid"": 2, ""trend_flat_vol_high"": 5, ""trend_flat_vol_low"": 114, ""trend_flat_vol_mid"": 31}","{""trend_down_vol_high"": -2.426536750000274, ""trend_down_vol_low"": -3.903375500000322, ""trend_down_vol_mid"": -0.6764305000000022, ""trend_flat_vol_high"": -2.902428500000471, ""trend_flat_vol_low"": -21.503386250010198, ""trend_flat_vol_mid"": -3.827636750001475}","{""trend_down_vol_high"": 0.0, ""trend_down_vol_low"": 0.0, ""trend_down_vol_mid"": 0.6632070267261255, ""trend_flat_vol_high"": 0.6517997910446873, ""trend_flat_vol_low"": 0.7345647328951662, ""trend_flat_vol_mid"": 0.8221096222428247}","{""trend_down_vol_high"": 0.0, ""trend_down_vol_low"": 0.0, ""trend_down_vol_mid"": 50.0, ""trend_flat_vol_high"": 40.0, ""trend_flat_vol_low"": 35.96491228070175, ""trend_flat_vol_mid"": 38.70967741935484}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-6.39331,-11.15828,0.74865,0.59492,-11.49341,-10.40913,0.62603,35,-8.00861,0.66841,34,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__15m_us_15m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__15m_us_15m_us_symbol_candidate_analysis.txt
eurusd_london_range_reclaim__15m_us,EURUSD London range reclaim [15m_us],single,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_london_range_reclaim__15m_us_15m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_london_range_reclaim__15m_us_15m_us_symbol_candidate_analysis.txt
eurusd_london_false_break_reversal__15m_us,EURUSD London false-break reversal around prior-day and overnight levels [15m_us],single,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},trend_flat_vol_mid,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_london_false_break_reversal__15m_us_15m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_london_false_break_reversal__15m_us_15m_us_symbol_candidate_analysis.txt
eurusd_post_news_reclaim__15m_us,EURUSD post-news VWAP reclaim [15m_us],single,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},trend_flat_vol_high,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_post_news_reclaim__15m_us_15m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_post_news_reclaim__15m_us_15m_us_symbol_candidate_analysis.txt
forex_breakout_momentum__15m_us__exit_trend,EURUSD breakout momentum baseline [15m_us] with trend-runner exits,entry_exit_family,-2.95525,78,37.17949,0.94807,0.01039,3.90000,-0.03789,-0.01920,-0.02738,-0.28445,1.86056,-1.16146,1.60192,18.67949,trailing_stop,38.46154,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,2.90233,trend_flat_vol_low,compressed_range,-7.13159,56.41026,0.38518,2.45719,"{""trend_down_vol_high"": 1, ""trend_flat_vol_high"": 7, ""trend_flat_vol_low"": 44, ""trend_flat_vol_mid"": 25, ""trend_up_vol_high"": 1}","{""trend_down_vol_high"": 1.3121349999999312, ""trend_flat_vol_high"": 0.7424709999990955, ""trend_flat_vol_low"": -7.131585500002275, ""trend_flat_vol_mid"": -0.7806067500027157, ""trend_up_vol_high"": 2.9023342499999663}","{""trend_down_vol_high"": 999.0, ""trend_flat_vol_high"": 1.133958346347998, ""trend_flat_vol_low"": 0.7179602771101667, ""trend_flat_vol_mid"": 0.970072479583461, ""trend_up_vol_high"": 999.0}","{""trend_down_vol_high"": 100.0, ""trend_flat_vol_high"": 42.857142857142854, ""trend_flat_vol_low"": 38.63636363636363, ""trend_flat_vol_mid"": 28.000000000000004, ""trend_up_vol_high"": 100.0}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-4.07104,-8.77211,0.64795,0.47433,5.02688,-2.82806,0.77392,18,-7.57389,0.55635,15,artifacts\research\eurusd\candidates\forex_breakout_momentum__15m_us__exit_trend_15m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_breakout_momentum__15m_us__exit_trend_15m_us_symbol_candidate_analysis.txt
forex_breakout_momentum__15m_us__exit_fastfail,EURUSD breakout momentum baseline [15m_us] with fast-fail exits,entry_exit_family,2.14834,80,36.25000,1.03818,0.00923,4.00000,0.02685,0.01376,0.02017,0.23277,2.01433,-1.10328,1.82577,10.96250,take_profit,25.00000,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,8.87219,trend_flat_vol_mid,orderly_range,-7.98838,56.25000,0.55291,0.90039,"{""trend_down_vol_high"": 1, ""trend_flat_vol_high"": 7, ""trend_flat_vol_low"": 45, ""trend_flat_vol_mid"": 26, ""trend_up_vol_high"": 1}","{""trend_down_vol_high"": -1.087805000000169, ""trend_flat_vol_high"": 0.8024694999989201, ""trend_flat_vol_low"": 1.5498707499977726, ""trend_flat_vol_mid"": -7.9883842500025075, ""trend_up_vol_high"": 8.872185000000082}","{""trend_down_vol_high"": 0.0, ""trend_flat_vol_high"": 1.1463678575639464, ""trend_flat_vol_low"": 1.0659082447340926, ""trend_flat_vol_mid"": 0.6948808623989955, ""trend_up_vol_high"": 999.0}","{""trend_down_vol_high"": 0.0, ""trend_flat_vol_high"": 42.857142857142854, ""trend_flat_vol_low"": 40.0, ""trend_flat_vol_mid"": 26.923076923076923, ""trend_up_vol_high"": 100.0}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-0.85612,-1.84728,0.93421,0.87835,-0.39927,2.63180,1.21039,18,-1.07406,0.92994,15,artifacts\research\eurusd\candidates\forex_breakout_momentum__15m_us__exit_fastfail_15m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_breakout_momentum__15m_us__exit_fastfail_15m_us_symbol_candidate_analysis.txt
forex_short_breakdown_momentum__15m_us__exit_trend,EURUSD short breakdown momentum baseline [15m_us] with trend-runner exits,entry_exit_family,-35.44295,155,32.25806,0.71321,0.03627,7.75000,-0.22866,-0.13114,-0.16033,-0.97716,1.76285,-1.17700,1.49774,13.11613,stop_loss,34.19355,1,0.00000,0.00000,trend_down_vol_mid,orderly_trend,-1.68641,trend_flat_vol_low,compressed_range,-19.98484,72.90323,0.00000,999.00000,"{""trend_down_vol_high"": 2, ""trend_down_vol_low"": 3, ""trend_down_vol_mid"": 2, ""trend_flat_vol_high"": 5, ""trend_flat_vol_low"": 113, ""trend_flat_vol_mid"": 30}","{""trend_down_vol_high"": -1.7965525000003364, ""trend_down_vol_low"": -3.903375500000322, ""trend_down_vol_mid"": -1.686405249999867, ""trend_flat_vol_high"": -2.832430250000601, ""trend_flat_vol_low"": -19.98484300000986, ""trend_flat_vol_mid"": -5.239345750002119}","{""trend_down_vol_high"": 0.42208649148549615, ""trend_down_vol_low"": 0.0, ""trend_down_vol_mid"": 0.16034324547440582, ""trend_flat_vol_high"": 0.6573196924862433, ""trend_flat_vol_low"": 0.7604429647556494, ""trend_flat_vol_mid"": 0.7709584965297636}","{""trend_down_vol_high"": 50.0, ""trend_down_vol_low"": 0.0, ""trend_down_vol_mid"": 50.0, ""trend_flat_vol_high"": 40.0, ""trend_flat_vol_low"": 31.858407079646017, ""trend_flat_vol_mid"": 33.33333333333333}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-7.17338,-16.54313,0.70155,0.44945,-5.36670,-9.75916,0.65359,35,-16.36850,0.39488,34,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__15m_us__exit_trend_15m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__15m_us__exit_trend_15m_us_symbol_candidate_analysis.txt
forex_short_breakdown_momentum__15m_us__exit_fastfail,EURUSD short breakdown momentum baseline [15m_us] with fast-fail exits,entry_exit_family,-24.67780,158,32.27848,0.77165,0.02739,7.90000,-0.15619,-0.10111,-0.12469,-0.90110,1.63519,-1.01002,1.61896,7.86076,structure_exit,30.37975,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,3.53451,trend_flat_vol_low,compressed_range,-18.86352,72.15190,0.11133,5.33696,"{""trend_down_vol_high"": 2, ""trend_down_vol_low"": 3, ""trend_down_vol_mid"": 2, ""trend_flat_vol_high"": 5, ""trend_flat_vol_low"": 114, ""trend_flat_vol_mid"": 32}","{""trend_down_vol_high"": -1.5765580000002386, ""trend_down_vol_low"": -3.903375500000322, ""trend_down_vol_mid"": -2.0863952499998835, ""trend_flat_vol_high"": -1.7824565000005577, ""trend_flat_vol_low"": -18.8635197500095, ""trend_flat_vol_mid"": 3.5345074999977766}","{""trend_down_vol_high"": 0.0, ""trend_down_vol_low"": 0.0, ""trend_down_vol_mid"": 0.0, ""trend_flat_vol_high"": 0.7529699163025037, ""trend_flat_vol_low"": 0.7400109948901231, ""trend_flat_vol_mid"": 1.1704570533713106}","{""trend_down_vol_high"": 0.0, ""trend_down_vol_low"": 0.0, ""trend_down_vol_mid"": 0.0, ""trend_flat_vol_high"": 40.0, ""trend_flat_vol_low"": 32.45614035087719, ""trend_flat_vol_mid"": 37.5}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-5.01835,-10.15331,0.74906,0.61491,-2.46120,-5.82924,0.75886,35,-7.96861,0.66206,34,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__15m_us__exit_fastfail_15m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__15m_us__exit_fastfail_15m_us_symbol_candidate_analysis.txt
eurusd_london_range_reclaim__15m_us__exit_trend,EURUSD London range reclaim [15m_us] with trend-runner exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_london_range_reclaim__15m_us__exit_trend_15m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_london_range_reclaim__15m_us__exit_trend_15m_us_symbol_candidate_analysis.txt
eurusd_london_range_reclaim__15m_us__exit_fastfail,EURUSD London range reclaim [15m_us] with fast-fail exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_london_range_reclaim__15m_us__exit_fastfail_15m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_london_range_reclaim__15m_us__exit_fastfail_15m_us_symbol_candidate_analysis.txt
eurusd_london_false_break_reversal__15m_us__exit_trend,EURUSD London false-break reversal around prior-day and overnight levels [15m_us] with trend-runner exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_london_false_break_reversal__15m_us__exit_trend_15m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_london_false_break_reversal__15m_us__exit_trend_15m_us_symbol_candidate_analysis.txt
eurusd_london_false_break_reversal__15m_us__exit_fastfail,EURUSD London false-break reversal around prior-day and overnight levels [15m_us] with fast-fail exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_london_false_break_reversal__15m_us__exit_fastfail_15m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_london_false_break_reversal__15m_us__exit_fastfail_15m_us_symbol_candidate_analysis.txt
