name,description,archetype,realized_pnl,closed_trades,win_rate_pct,profit_factor,max_drawdown_pct,total_costs,expectancy,sharpe_ratio,sortino_ratio,calmar_ratio,avg_win,avg_loss,payoff_ratio,avg_hold_bars,dominant_exit,dominant_exit_share_pct,component_count,combo_outperformance_score,combo_trade_overlap_pct,best_regime,best_unified_regime,best_regime_pnl,worst_regime,worst_unified_regime,worst_regime_pnl,dominant_regime_share_pct,regime_stability_score,regime_loss_ratio,regime_trade_count_by_label,regime_pnl_by_label,regime_pf_by_label,regime_win_rate_by_label,regime_filter_label,broker_swap_available,broker_swap_long,broker_swap_short,broker_preferred_carry_side,broker_carry_spread,walk_forward_windows,walk_forward_pass_rate_pct,walk_forward_avg_validation_pnl,walk_forward_avg_test_pnl,walk_forward_avg_validation_pf,walk_forward_avg_test_pf,train_pnl,validation_pnl,validation_profit_factor,validation_closed_trades,test_pnl,test_profit_factor,test_closed_trades,trade_log_path,trade_analysis_path
forex_short_breakdown_momentum__30m_europe__exit_trend__near_miss_patient__trend_flat,EURUSD short breakdown momentum baseline [30m_europe] with trend-runner exits with patient near-miss optimization focused on trend_flat,near_miss_optimized,9.52920,9,44.44444,1.71812,0.00106,0.45000,1.05880,0.19528,0.27571,8.99824,5.69969,-2.65391,2.14766,7.77778,stop_loss,33.33333,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,17.24146,trend_flat_vol_low,compressed_range,-7.71226,55.55556,0.69094,0.44731,"{""trend_flat_vol_low"": 4, ""trend_flat_vol_mid"": 5}","{""trend_flat_vol_low"": -7.712260000000382, ""trend_flat_vol_mid"": 17.241461999999956}","{""trend_flat_vol_low"": 0.1737889746380385, ""trend_flat_vol_mid"": 5.381488560748397}","{""trend_flat_vol_low"": 25.0, ""trend_flat_vol_mid"": 60.0}",trend_flat,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-5.35803,0.68231,0.50196,499.50000,18.66023,-10.75326,0.00000,3,1.62223,999.00000,1,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__30m_europe__exit_trend__near_miss_patient__trend_flat_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__30m_europe__exit_trend__near_miss_patient__trend_flat_symbol_candidate_analysis.txt
forex_short_breakdown_momentum__30m_europe__exit_trend__near_miss_protective,EURUSD short breakdown momentum baseline [30m_europe] with trend-runner exits with protective near-miss optimization,near_miss_optimized,5.28843,18,33.33333,1.34853,0.00424,0.90000,0.29380,0.09040,0.17173,1.24693,3.41031,-1.26445,2.69707,5.38889,trailing_stop,50.00000,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,8.59276,trend_down_vol_mid,orderly_trend,-4.24771,55.55556,0.69183,0.49434,"{""trend_down_vol_mid"": 1, ""trend_flat_vol_low"": 7, ""trend_flat_vol_mid"": 10}","{""trend_down_vol_mid"": -4.24771400000002, ""trend_flat_vol_low"": 0.9433814999995799, ""trend_flat_vol_mid"": 8.592758749999152}","{""trend_down_vol_mid"": 0.0, ""trend_flat_vol_low"": 1.3740346508227597, ""trend_flat_vol_mid"": 2.0225197465760685}","{""trend_down_vol_mid"": 0.0, ""trend_flat_vol_low"": 42.857142857142854, ""trend_flat_vol_mid"": 30.0}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-1.43976,0.59839,0.64285,499.50000,4.64394,-4.95868,0.03170,5,2.71220,999.00000,1,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__30m_europe__exit_trend__near_miss_protective_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__30m_europe__exit_trend__near_miss_protective_symbol_candidate_analysis.txt
forex_short_breakdown_momentum__30m_europe__exit_trend__near_miss_protective__trend_flat_vol_mid,EURUSD short breakdown momentum baseline [30m_europe] with trend-runner exits with protective near-miss optimization focused on trend_flat_vol_mid,near_miss_optimized,17.45922,4,75.00000,6.86405,0.00000,0.20000,4.36481,0.81004,1.46601,999.00000,6.81218,-2.97733,2.28802,2.50000,take_profit,50.00000,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,17.45922,trend_flat_vol_mid,orderly_range,17.45922,100.00000,1.00000,0.00000,"{""trend_flat_vol_mid"": 4}","{""trend_flat_vol_mid"": 17.459221249999967}","{""trend_flat_vol_mid"": 6.864049664603126}","{""trend_flat_vol_mid"": 75.0}",trend_flat_vol_mid,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,10.26737,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__30m_europe__exit_trend__near_miss_protective__trend_flat_vol_mid_symbol_candid_trades.csv,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__30m_europe__exit_trend__near_miss_protective__trend_flat_vol_mid_symbol_candid_analysis.txt
forex_short_breakdown_momentum__30m_europe__exit_trend__near_miss_protective__trend_flat,EURUSD short breakdown momentum baseline [30m_europe] with trend-runner exits with protective near-miss optimization focused on trend_flat,near_miss_optimized,18.93937,9,55.55556,5.69758,0.00106,0.45000,2.10437,0.53817,1.94812,17.88407,4.59422,-1.00793,4.55806,6.55556,take_profit,33.33333,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,17.51146,trend_flat_vol_low,compressed_range,1.42791,55.55556,1.00000,0.00000,"{""trend_flat_vol_low"": 4, ""trend_flat_vol_mid"": 5}","{""trend_flat_vol_low"": 1.4279139999997308, ""trend_flat_vol_mid"": 17.511455249999834}","{""trend_flat_vol_low"": 1.9870631977966697, ""trend_flat_vol_mid"": 7.773986783699509}","{""trend_flat_vol_low"": 50.0, ""trend_flat_vol_mid"": 60.0}",trend_flat,1,-10.76000,0.22000,short,-10.98000,2,0.00000,3.09716,1.16229,3.14309,499.50000,17.58026,-1.35309,0.10712,3,2.71220,999.00000,1,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__30m_europe__exit_trend__near_miss_protective__trend_flat_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__30m_europe__exit_trend__near_miss_protective__trend_flat_symbol_candidate_analysis.txt
forex_short_breakdown_momentum__30m_europe__exit_trend__near_miss_dense,EURUSD short breakdown momentum baseline [30m_europe] with trend-runner exits with denser near-miss optimization,near_miss_optimized,7.65384,16,43.75000,1.45423,0.00117,0.80000,0.47837,0.13171,0.22195,6.52954,3.50057,-1.87224,1.86972,11.62500,stop_loss,37.50000,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,12.60048,trend_down_vol_mid,orderly_trend,-4.24771,56.25000,0.71809,0.33711,"{""trend_down_vol_mid"": 1, ""trend_flat_vol_low"": 6, ""trend_flat_vol_mid"": 9}","{""trend_down_vol_mid"": -4.24771400000002, ""trend_flat_vol_low"": -0.6989167500004769, ""trend_flat_vol_mid"": 12.600475749999402}","{""trend_down_vol_mid"": 0.0, ""trend_flat_vol_low"": 0.8253641008142804, ""trend_flat_vol_mid"": 2.4651176365102043}","{""trend_down_vol_mid"": 0.0, ""trend_flat_vol_low"": 33.33333333333333, ""trend_flat_vol_mid"": 55.55555555555556}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-2.23097,-0.06660,0.68638,499.50000,9.63936,-7.58868,0.00000,5,2.71220,999.00000,1,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__30m_europe__exit_trend__near_miss_dense_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__30m_europe__exit_trend__near_miss_dense_symbol_candidate_analysis.txt
forex_short_breakdown_momentum__30m_europe__exit_trend__near_miss_dense__trend_flat_vol_mid,EURUSD short breakdown momentum baseline [30m_europe] with trend-runner exits with denser near-miss optimization focused on trend_flat_vol_mid,near_miss_optimized,17.45922,4,75.00000,6.86405,0.00000,0.20000,4.36481,0.81004,1.46601,999.00000,6.81218,-2.97733,2.28802,2.50000,take_profit,50.00000,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,17.45922,trend_flat_vol_mid,orderly_range,17.45922,100.00000,1.00000,0.00000,"{""trend_flat_vol_mid"": 4}","{""trend_flat_vol_mid"": 17.459221249999967}","{""trend_flat_vol_mid"": 6.864049664603126}","{""trend_flat_vol_mid"": 75.0}",trend_flat_vol_mid,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,10.26737,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__30m_europe__exit_trend__near_miss_dense__trend_flat_vol_mid_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__30m_europe__exit_trend__near_miss_dense__trend_flat_vol_mid_symbol_candidate_analysis.txt
forex_short_breakdown_momentum__30m_europe__exit_trend__near_miss_dense__trend_flat,EURUSD short breakdown momentum baseline [30m_europe] with trend-runner exits with denser near-miss optimization focused on trend_flat,near_miss_optimized,9.53920,9,44.44444,1.71888,0.00106,0.45000,1.05991,0.20161,0.27600,9.00768,5.70219,-2.65391,2.14860,7.22222,take_profit,33.33333,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,16.16149,trend_flat_vol_low,compressed_range,-6.62229,55.55556,0.70934,0.40976,"{""trend_flat_vol_low"": 4, ""trend_flat_vol_mid"": 5}","{""trend_flat_vol_low"": -6.62228725000038, ""trend_flat_vol_mid"": 16.161489}","{""trend_flat_vol_low"": 0.29055727645800483, ""trend_flat_vol_mid"": 5.107040294968097}","{""trend_flat_vol_low"": 25.0, ""trend_flat_vol_mid"": 60.0}",trend_flat,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-5.69302,1.22729,0.46661,499.50000,17.58026,-10.75326,0.00000,3,2.71220,999.00000,1,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__30m_europe__exit_trend__near_miss_dense__trend_flat_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__30m_europe__exit_trend__near_miss_dense__trend_flat_symbol_candidate_analysis.txt
eurusd_ny_overlap_continuation__15m_overlap__near_miss_patient,EURUSD NY-overlap trend continuation [15m_overlap] with patient near-miss optimization,near_miss_optimized,-21.17754,28,39.28571,0.67033,0.04039,1.40000,-0.75634,-0.15451,-0.14951,-0.52436,3.91466,-3.77875,1.03597,1.85714,stop_loss,46.42857,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,-21.17754,trend_flat_vol_mid,orderly_range,-21.17754,100.00000,0.00000,999.00000,"{""trend_flat_vol_mid"": 28}","{""trend_flat_vol_mid"": -21.177541250000754}","{""trend_flat_vol_mid"": 0.6703310595911047}","{""trend_flat_vol_mid"": 39.285714285714285}",trend_flat_vol_mid,1,-10.76000,0.22000,short,-10.98000,2,50.00000,-2.21532,9.61139,0.74440,2.90898,-26.15898,1.29482,1.48880,3,15.03164,3.98553,5,artifacts\research\eurusd\candidates\eurusd_ny_overlap_continuation__15m_overlap__near_miss_patient_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_ny_overlap_continuation__15m_overlap__near_miss_patient_symbol_candidate_analysis.txt
eurusd_ny_overlap_continuation__15m_overlap__near_miss_patient__trend_flat_vol_mid,EURUSD NY-overlap trend continuation [15m_overlap] with patient near-miss optimization focused on trend_flat_vol_mid,near_miss_optimized,-21.17754,28,39.28571,0.67033,0.04039,1.40000,-0.75634,-0.15451,-0.14951,-0.52436,3.91466,-3.77875,1.03597,1.85714,stop_loss,46.42857,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,-21.17754,trend_flat_vol_mid,orderly_range,-21.17754,100.00000,0.00000,999.00000,"{""trend_flat_vol_mid"": 28}","{""trend_flat_vol_mid"": -21.177541250000754}","{""trend_flat_vol_mid"": 0.6703310595911047}","{""trend_flat_vol_mid"": 39.285714285714285}",trend_flat_vol_mid,1,-10.76000,0.22000,short,-10.98000,2,50.00000,-2.21532,9.61139,0.74440,2.90898,-26.15898,1.29482,1.48880,3,15.03164,3.98553,5,artifacts\research\eurusd\candidates\eurusd_ny_overlap_continuation__15m_overlap__near_miss_patient__trend_flat_vol_mid_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_ny_overlap_continuation__15m_overlap__near_miss_patient__trend_flat_vol_mid_symbol_candidate_analysis.txt
eurusd_ny_overlap_continuation__15m_overlap__near_miss_patient__trend_flat,EURUSD NY-overlap trend continuation [15m_overlap] with patient near-miss optimization focused on trend_flat,near_miss_optimized,21.42922,146,37.67123,1.24600,0.00063,7.30000,0.14678,0.08103,0.12515,34.01119,1.97343,-0.95725,2.06157,7.17808,trailing_stop,29.45205,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,19.51324,trend_flat_vol_low,compressed_range,-2.82978,84.24658,0.89554,0.14502,"{""trend_flat_vol_high"": 3, ""trend_flat_vol_low"": 123, ""trend_flat_vol_mid"": 20}","{""trend_flat_vol_high"": 4.745765249999462, ""trend_flat_vol_low"": -2.8297837500085348, ""trend_flat_vol_mid"": 19.513239499998726}","{""trend_flat_vol_high"": 4.026295350044604, ""trend_flat_vol_low"": 0.961502968099591, ""trend_flat_vol_mid"": 2.62139998188977}","{""trend_flat_vol_high"": 66.66666666666666, ""trend_flat_vol_low"": 34.959349593495936, ""trend_flat_vol_mid"": 50.0}",trend_flat,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-5.30065,6.33893,0.64438,1.32446,-3.84134,-5.28426,0.71922,22,14.24977,1.72151,33,artifacts\research\eurusd\candidates\eurusd_ny_overlap_continuation__15m_overlap__near_miss_patient__trend_flat_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_ny_overlap_continuation__15m_overlap__near_miss_patient__trend_flat_symbol_candidate_analysis.txt
eurusd_ny_overlap_continuation__15m_overlap__near_miss_protective,EURUSD NY-overlap trend continuation [15m_overlap] with protective near-miss optimization,near_miss_optimized,-21.17754,28,39.28571,0.67033,0.04039,1.40000,-0.75634,-0.15451,-0.14951,-0.52436,3.91466,-3.77875,1.03597,1.85714,stop_loss,42.85714,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,-21.17754,trend_flat_vol_mid,orderly_range,-21.17754,100.00000,0.00000,999.00000,"{""trend_flat_vol_mid"": 28}","{""trend_flat_vol_mid"": -21.177541250000754}","{""trend_flat_vol_mid"": 0.6703310595911047}","{""trend_flat_vol_mid"": 39.285714285714285}",trend_flat_vol_mid,1,-10.76000,0.22000,short,-10.98000,2,50.00000,-2.21532,9.61139,0.74440,2.90898,-26.15898,1.29482,1.48880,3,15.03164,3.98553,5,artifacts\research\eurusd\candidates\eurusd_ny_overlap_continuation__15m_overlap__near_miss_protective_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_ny_overlap_continuation__15m_overlap__near_miss_protective_symbol_candidate_analysis.txt
eurusd_ny_overlap_continuation__15m_overlap__near_miss_protective__trend_flat_vol_mid,EURUSD NY-overlap trend continuation [15m_overlap] with protective near-miss optimization focused on trend_flat_vol_mid,near_miss_optimized,-21.17754,28,39.28571,0.67033,0.04039,1.40000,-0.75634,-0.15451,-0.14951,-0.52436,3.91466,-3.77875,1.03597,1.85714,stop_loss,42.85714,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,-21.17754,trend_flat_vol_mid,orderly_range,-21.17754,100.00000,0.00000,999.00000,"{""trend_flat_vol_mid"": 28}","{""trend_flat_vol_mid"": -21.177541250000754}","{""trend_flat_vol_mid"": 0.6703310595911047}","{""trend_flat_vol_mid"": 39.285714285714285}",trend_flat_vol_mid,1,-10.76000,0.22000,short,-10.98000,2,50.00000,-2.21532,9.61139,0.74440,2.90898,-26.15898,1.29482,1.48880,3,15.03164,3.98553,5,artifacts\research\eurusd\candidates\eurusd_ny_overlap_continuation__15m_overlap__near_miss_protective__trend_flat_vol_mid_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_ny_overlap_continuation__15m_overlap__near_miss_protective__trend_flat_vol_mid_symbol_candidate_analysis.txt
eurusd_ny_overlap_continuation__15m_overlap__near_miss_protective__trend_flat,EURUSD NY-overlap trend continuation [15m_overlap] with protective near-miss optimization focused on trend_flat,near_miss_optimized,19.03358,148,37.83784,1.22771,0.00063,7.40000,0.12861,0.07373,0.11342,30.20898,1.83249,-0.90854,2.01696,6.54054,trailing_stop,33.10811,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,18.81320,trend_flat_vol_low,compressed_range,-4.52539,84.45946,0.83886,0.24054,"{""trend_flat_vol_high"": 3, ""trend_flat_vol_low"": 125, ""trend_flat_vol_mid"": 20}","{""trend_flat_vol_high"": 4.745765249999462, ""trend_flat_vol_low"": -4.5253872500083006, ""trend_flat_vol_mid"": 18.813203999999196}","{""trend_flat_vol_high"": 4.026295350044604, ""trend_flat_vol_low"": 0.9362365106274354, ""trend_flat_vol_mid"": 2.70312857198027}","{""trend_flat_vol_high"": 66.66666666666666, ""trend_flat_vol_low"": 34.4, ""trend_flat_vol_mid"": 55.00000000000001}",trend_flat,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-5.14563,5.80011,0.58887,1.29950,-6.64932,-3.00427,0.82182,22,12.28211,1.63155,34,artifacts\research\eurusd\candidates\eurusd_ny_overlap_continuation__15m_overlap__near_miss_protective__trend_flat_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_ny_overlap_continuation__15m_overlap__near_miss_protective__trend_flat_symbol_candidate_analysis.txt
eurusd_ny_overlap_continuation__15m_overlap__exit_fastfail__near_miss_patient,EURUSD NY-overlap trend continuation [15m_overlap] with fast-fail exits with patient near-miss optimization,near_miss_optimized,-2.20430,162,40.74074,0.97788,0.00775,8.10000,-0.01361,-0.00829,-0.00966,-0.28446,1.47650,-1.03805,1.42237,6.79630,trailing_stop,35.18519,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,5.99863,trend_flat_vol_low,compressed_range,-10.04907,72.83951,0.46557,1.67523,"{""trend_down_vol_high"": 1, ""trend_down_vol_low"": 11, ""trend_down_vol_mid"": 1, ""trend_flat_vol_high"": 3, ""trend_flat_vol_low"": 118, ""trend_flat_vol_mid"": 17, ""trend_up_vol_high"": 1, ""trend_up_vol_low"": 10}","{""trend_down_vol_high"": -1.2587337500001903, ""trend_down_vol_low"": -3.980532250000562, ""trend_down_vol_mid"": -1.8179747500001227, ""trend_flat_vol_high"": 2.2858267499995364, ""trend_flat_vol_low"": -10.04906525000757, ""trend_flat_vol_mid"": 5.9986329999990495, ""trend_up_vol_high"": 5.432270999999982, ""trend_up_vol_low"": 1.1852787499990203}","{""trend_down_vol_high"": 0.0, ""trend_down_vol_low"": 0.6305397987462448, ""trend_down_vol_mid"": 0.0, ""trend_flat_vol_high"": 1.877205351933586, ""trend_flat_vol_low"": 0.8510980857725722, ""trend_flat_vol_mid"": 1.5334024839766334, ""trend_up_vol_high"": 999.0, ""trend_up_vol_low"": 1.2655819021048709}","{""trend_down_vol_high"": 0.0, ""trend_down_vol_low"": 63.63636363636363, ""trend_down_vol_mid"": 0.0, ""trend_flat_vol_high"": 33.33333333333333, ""trend_flat_vol_low"": 37.28813559322034, ""trend_flat_vol_mid"": 47.05882352941176, ""trend_up_vol_high"": 100.0, ""trend_up_vol_low"": 50.0}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-4.85744,-7.39168,0.69736,0.73008,1.06167,-7.29205,0.62236,26,-6.34933,0.78012,38,artifacts\research\eurusd\candidates\eurusd_ny_overlap_continuation__15m_overlap__exit_fastfail__near_miss_patient_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_ny_overlap_continuation__15m_overlap__exit_fastfail__near_miss_patient_symbol_candidate_analysis.txt
eurusd_ny_overlap_continuation__15m_overlap__exit_fastfail__near_miss_patient__trend_flat_vol_mid,EURUSD NY-overlap trend continuation [15m_overlap] with fast-fail exits with patient near-miss optimization focused on trend_flat_vol_mid,near_miss_optimized,-21.17754,28,39.28571,0.67033,0.04039,1.40000,-0.75634,-0.15451,-0.14951,-0.52436,3.91466,-3.77875,1.03597,1.85714,stop_loss,46.42857,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,-21.17754,trend_flat_vol_mid,orderly_range,-21.17754,100.00000,0.00000,999.00000,"{""trend_flat_vol_mid"": 28}","{""trend_flat_vol_mid"": -21.177541250000754}","{""trend_flat_vol_mid"": 0.6703310595911047}","{""trend_flat_vol_mid"": 39.285714285714285}",trend_flat_vol_mid,1,-10.76000,0.22000,short,-10.98000,2,50.00000,-2.21532,9.61139,0.74440,2.90898,-26.15898,1.29482,1.48880,3,15.03164,3.98553,5,artifacts\research\eurusd\candidates\eurusd_ny_overlap_continuation__15m_overlap__exit_fastfail__near_miss_patient__trend_flat_vol_mid_symbol_candi_trades.csv,artifacts\research\eurusd\candidates\eurusd_ny_overlap_continuation__15m_overlap__exit_fastfail__near_miss_patient__trend_flat_vol_mid_symbol_candi_analysis.txt
eurusd_ny_overlap_continuation__15m_overlap__exit_fastfail__near_miss_patient__trend_flat,EURUSD NY-overlap trend continuation [15m_overlap] with fast-fail exits with patient near-miss optimization focused on trend_flat,near_miss_optimized,21.42922,146,37.67123,1.24600,0.00063,7.30000,0.14678,0.08103,0.12515,34.01119,1.97343,-0.95725,2.06157,7.17808,trailing_stop,29.45205,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,19.51324,trend_flat_vol_low,compressed_range,-2.82978,84.24658,0.89554,0.14502,"{""trend_flat_vol_high"": 3, ""trend_flat_vol_low"": 123, ""trend_flat_vol_mid"": 20}","{""trend_flat_vol_high"": 4.745765249999462, ""trend_flat_vol_low"": -2.8297837500085348, ""trend_flat_vol_mid"": 19.513239499998726}","{""trend_flat_vol_high"": 4.026295350044604, ""trend_flat_vol_low"": 0.961502968099591, ""trend_flat_vol_mid"": 2.62139998188977}","{""trend_flat_vol_high"": 66.66666666666666, ""trend_flat_vol_low"": 34.959349593495936, ""trend_flat_vol_mid"": 50.0}",trend_flat,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-5.30065,6.33893,0.64438,1.32446,-3.84134,-5.28426,0.71922,22,14.24977,1.72151,33,artifacts\research\eurusd\candidates\eurusd_ny_overlap_continuation__15m_overlap__exit_fastfail__near_miss_patient__trend_flat_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_ny_overlap_continuation__15m_overlap__exit_fastfail__near_miss_patient__trend_flat_symbol_candidate_analysis.txt
eurusd_ny_overlap_continuation__15m_overlap__exit_fastfail__near_miss_protective,EURUSD NY-overlap trend continuation [15m_overlap] with fast-fail exits with protective near-miss optimization,near_miss_optimized,-6.02979,164,39.63415,0.93833,0.01188,8.20000,-0.03677,-0.02302,-0.02689,-0.50769,1.41147,-0.98763,1.42915,5.91463,trailing_stop,38.41463,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,6.17225,trend_flat_vol_low,compressed_range,-12.13469,73.17073,0.40285,1.96601,"{""trend_down_vol_high"": 1, ""trend_down_vol_low"": 11, ""trend_down_vol_mid"": 1, ""trend_flat_vol_high"": 3, ""trend_flat_vol_low"": 120, ""trend_flat_vol_mid"": 17, ""trend_up_vol_high"": 1, ""trend_up_vol_low"": 10}","{""trend_down_vol_high"": -1.2587337500001903, ""trend_down_vol_low"": -3.3205157500004243, ""trend_down_vol_mid"": -1.8179747500001227, ""trend_flat_vol_high"": 2.625818249999506, ""trend_flat_vol_low"": -12.134689000008015, ""trend_flat_vol_mid"": 3.0287597499998506, ""trend_up_vol_high"": 6.172252499999969, ""trend_up_vol_low"": 0.6752914999989545}","{""trend_down_vol_high"": 0.0, ""trend_down_vol_low"": 0.6918004075306141, ""trend_down_vol_mid"": 0.0, ""trend_flat_vol_high"": 2.1588850454088084, ""trend_flat_vol_low"": 0.8152247993341747, ""trend_flat_vol_mid"": 1.2739603751682196, ""trend_up_vol_high"": 999.0, ""trend_up_vol_low"": 1.1369622255939842}","{""trend_down_vol_high"": 0.0, ""trend_down_vol_low"": 63.63636363636363, ""trend_down_vol_mid"": 0.0, ""trend_flat_vol_high"": 33.33333333333333, ""trend_flat_vol_low"": 36.666666666666664, ""trend_flat_vol_mid"": 47.05882352941176, ""trend_up_vol_high"": 100.0, ""trend_up_vol_low"": 40.0}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-4.43244,-7.34046,0.66998,0.73794,-0.72631,-5.56208,0.68928,26,-5.97690,0.79850,39,artifacts\research\eurusd\candidates\eurusd_ny_overlap_continuation__15m_overlap__exit_fastfail__near_miss_protective_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_ny_overlap_continuation__15m_overlap__exit_fastfail__near_miss_protective_symbol_candidate_analysis.txt
eurusd_ny_overlap_continuation__15m_overlap__exit_fastfail__near_miss_protective__trend_flat_vol_mid,EURUSD NY-overlap trend continuation [15m_overlap] with fast-fail exits with protective near-miss optimization focused on trend_flat_vol_mid,near_miss_optimized,-21.17754,28,39.28571,0.67033,0.04039,1.40000,-0.75634,-0.15451,-0.14951,-0.52436,3.91466,-3.77875,1.03597,1.85714,stop_loss,42.85714,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,-21.17754,trend_flat_vol_mid,orderly_range,-21.17754,100.00000,0.00000,999.00000,"{""trend_flat_vol_mid"": 28}","{""trend_flat_vol_mid"": -21.177541250000754}","{""trend_flat_vol_mid"": 0.6703310595911047}","{""trend_flat_vol_mid"": 39.285714285714285}",trend_flat_vol_mid,1,-10.76000,0.22000,short,-10.98000,2,50.00000,-2.21532,9.61139,0.74440,2.90898,-26.15898,1.29482,1.48880,3,15.03164,3.98553,5,artifacts\research\eurusd\candidates\eurusd_ny_overlap_continuation__15m_overlap__exit_fastfail__near_miss_protective__trend_flat_vol_mid_symbol_ca_trades.csv,artifacts\research\eurusd\candidates\eurusd_ny_overlap_continuation__15m_overlap__exit_fastfail__near_miss_protective__trend_flat_vol_mid_symbol_ca_analysis.txt
eurusd_ny_overlap_continuation__15m_overlap__exit_fastfail__near_miss_protective__trend_flat,EURUSD NY-overlap trend continuation [15m_overlap] with fast-fail exits with protective near-miss optimization focused on trend_flat,near_miss_optimized,19.03358,148,37.83784,1.22771,0.00063,7.40000,0.12861,0.07373,0.11342,30.20898,1.83249,-0.90854,2.01696,6.54054,trailing_stop,33.10811,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,18.81320,trend_flat_vol_low,compressed_range,-4.52539,84.45946,0.83886,0.24054,"{""trend_flat_vol_high"": 3, ""trend_flat_vol_low"": 125, ""trend_flat_vol_mid"": 20}","{""trend_flat_vol_high"": 4.745765249999462, ""trend_flat_vol_low"": -4.5253872500083006, ""trend_flat_vol_mid"": 18.813203999999196}","{""trend_flat_vol_high"": 4.026295350044604, ""trend_flat_vol_low"": 0.9362365106274354, ""trend_flat_vol_mid"": 2.70312857198027}","{""trend_flat_vol_high"": 66.66666666666666, ""trend_flat_vol_low"": 34.4, ""trend_flat_vol_mid"": 55.00000000000001}",trend_flat,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-5.14563,5.80011,0.58887,1.29950,-6.64932,-3.00427,0.82182,22,12.28211,1.63155,34,artifacts\research\eurusd\candidates\eurusd_ny_overlap_continuation__15m_overlap__exit_fastfail__near_miss_protective__trend_flat_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_ny_overlap_continuation__15m_overlap__exit_fastfail__near_miss_protective__trend_flat_symbol_candidate_analysis.txt
